city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,linux,sql,пользователь пк,python,настройка сетевых подключений,английский язык,настройка пк,ремонт пк,tcp/ip,autocad,other
Екатеринбург,Уральский центр систем безопасности,2019-12-09T15:05:32+0300," Одним из самых актуальных и востребованных направлений деятельности УЦСБ является безопасность промышленных систем автоматизации и управления.    Нам интересны специалисты с:      высшим образованием в сфере информационной безопасности или АСУ ТП.   пониманием, что такое модель OSI и сети на базе технологий Ethernet (TCP/IP).   опытом использования операционных систем Microsoft Windows 7/8/8.1/10.     уверенными базовыми знаниями основных технологий построения информационных систем предприятия: службы каталога, базовые инфраструктурные сервисы, средства терминального доступа, принципы построения частного облака), в том числе технологий построения решений на базе программного обеспечения Microsoft и Unix (Linux);     знанием английского, достаточного для чтения технической литературы со словарем.   желанием работать и развиваться в новой для тебя сфере деятельности.      Плюсом будет :     Опыт разработки или понимание принципов разработки документации в соответствии с ГОСТ 34й серии;   Знание и опыт настройки систем и оборудования сетей передачи данных, стандартов и протоколов маршрутизации и коммутации;   Опыт установки и настройки средств защиты информации.      Обязанности:      Участие в аудитах и обследованиях промышленных систем и производственных объектов, разработке отчетной документации по итогам.   Участие в разработке проектной, рабочей и эксплуатационной документации на системы обеспечения информационной безопасности.   Участие в исследовательских работах по задачам группы.   Установка и настройка аппаратного обеспечения, операционных систем, средств защиты информации.   Участие в разработке и моделировании решений по обеспечению защиты промышленных систем.   Участие в маркетинговых мероприятиях, разработка стендов,   Поддержание требуемого уровня технической компетенции.      Что мы предлагаем:      Внутреннее обучение для выполнения поставленных задач;     Профильное обучение и сдача вендорских экзаменов за счет компании;     Корпоративный спорт (бассейн, фитнес, баскетбол, скалодром);   Компенсация программы добровольного медицинского страхования и занятий английским;   Комфортный офис в центре города (теннисный стол, турник, печеньки и кофе в неограниченных объемах);   Команда с большим опытом;   Возможность карьерного и профессионального роста;   Заработная плата по итогам собеседования в зависимости от навыков кандидата;   Официальное трудоустройство в соответствии с требованиями ТК РФ.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Информационные технологии|Системная интеграция|промышленные системы|Информационная безопасность|АСУ ТП|Технические средства информационной защиты,3.0,61911.11111111112,1.0,46027.05882352941,системный инженер по кибербезопасности промышленных систем,"Высшим образованием в сфере информационной безопасности или АСУ ТП. Пониманием, что такое модель OSI и сети на базе технологий Ethernet...","Участие в аудитах и обследованиях промышленных систем и производственных объектов, разработке отчетной документации по итогам. Участие в разработке проектной, рабочей...",0.13333333333333333,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,АУРИТ,2019-12-12T06:32:51+0300," Приглашает выпускников и студентов старших курсов на вакансию &quot;инженер по сопровождению программного обеспечения&quot;.   Это мы имеем 19-летний опыт разработки систем автоматизации бизнес-процессов любой сложности.   Главная цель компании — обеспечить своих клиентов понятными и эффективными инструментами.   Сегодня мы продолжаем расти и развиваться и понимаем, что только с сильной командой мы сможем быстрее достичь успеха и шагнуть на новый этап развития.   Мы ищем в свой коллектив людей, которые могут, как и мы, сложные задачи решить с ходу, а невозможные - чуть позже.   Нам не нужны Ваши пустые обещания и горящие глаза, нужно прийти и сделать!   Важна Ваша хватка, толковая голова, желание и умение доводить начатое до конца.    Требования:        умение и желание общаться с клиентами;       хорошие знания железа и программного обеспечения;       исполнительность, коммуникабельность, стрессоустойчивость;       желание изучать новые продукты и технологии;       приветствуется опыт технической поддержки пользователей.        Обязанности:        консультация пользователей по решению технических проблем: компьютерного, кассового, торгового оборудования;       установка и настройка программного обеспечения у клиентов компании: компьютерного, кассового и торгового оборудования;       демонстрация программных продуктов компании и обучение пользователей;       участие в тестировании программных продуктов компании;       получение обратной связи по выявлению потребностей и качества оказываемых услуг;       внутренняя отчетность.        Условия:     Взамен мы готовы предложить:        Стабильную и развивающуюся компанию;       Работу в дружной команде профессионалов;       Карьерный рост для самых активных и амбициозных;       Обучение, наставничество, тренинги;       Полная занятость, трудоустройство согласно ТК РФ;       Просторный и светлый офис, корпоративная сотовая связь;       Достойная оплата по результатам работы, стабильно выплачиваем заработную плату, 2 раза в месяц;       Дополнительные премии за активную работу и участие в проектах компании;       Помощь и поддержку коллектива;       Если Вы привыкли убегать от трудностей и перекладывать ответственность за свою жизнь и работу на других, мы не сможем работать с Вами!     ",Полная занятость,Полный день,Нет опыта,|сопровождение программ|технический специалист по сопровождению|Тестирование пользовательского интерфейса|Тестирование|Регресионное тестирование|SQL|Обучение персонала|Проведение тестирований|Ведение переговоров|Проведение презентаций|Организаторские навыки|Телефонные переговоры|Навыки презентации|Деловое общение|Beta-тестирования|Нагрузочное тестирование|SQL запросы|Базы данных|сопровождение ККМ|сопровождение контроль-кассовой техники|сопровождение торгового оборудования|системный администратор|сопровождение компьютеров|сопровождение локальной вычислительной сети,,61911.11111111112,,25000.0,инженер по сопровождению программного обеспечения,"Умение и желание общаться с клиентами. Хорошие знания железа и программного обеспечения. Исполнительность, коммуникабельность, стрессоустойчивость. Желание изучать новые продукты и...","Консультация пользователей по решению технических проблем: компьютерного, кассового, торгового оборудования. Установка и настройка программного обеспечения у клиентов компании: компьютерного, кассового...",0.03333333333333333,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Екатеринбург,"Принтград, ГК",2019-12-13T11:14:46+0300," Обязанности:       Настройка, мелкий ремонт и обслуживание компьютеров, принтеров, контрольно-кассовой техники (ККМ), видеонаблюдения на территории клиента       Оформление отчетности       Доставка картриджей для принтеров       Требования:       Знания ПК, компьютерного &quot;железа&quot;       Понимание принципов построения СКС       Навыки блочного ремонта техники       Опыт работы по обслуживанию IT оборудования приветствуется       Склонность к технической сфере       Желание расти и развиваться       Условия:       Работа в крупной развивающейся Компании       Трудоустройство по ТК РФ       Белая заработная плата       Оклад от 20 000 р. (при повышении разряда до 30 000 р.) + премия от 10 000 р.       Характер работы разъездной        Служебный автомобиль        Увеличение З/П и премии, по мере возрастания компетенций       Обучение в процессе работы       Корпоративная сотовая связь       График работы 2/2 с 9.00 до 21.00       Карьерный и профессиональный рост     ",Полная занятость,Полный день,Нет опыта,|Ремонт ПК|Техническое обслуживание|Сборка ПК|Настройка ПК|Настройка сетевых подключений,,61911.11111111112,,30000.0,it инженер,"Знания ПК, компьютерного &quot;железа&quot;. Понимание принципов построения СКС. Навыки блочного ремонта техники. Опыт работы по обслуживанию IT оборудования приветствуется. ","Настройка, мелкий ремонт и обслуживание компьютеров, принтеров, контрольно-кассовой техники (ККМ), видеонаблюдения на территории клиента. Оформление отчетности. Доставка картриджей для...",0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
Екатеринбург,Уральский центр систем безопасности,2019-12-09T15:05:32+0300,"  Уральский центр систем безопасности (УЦСБ) – одна из ведущих IT-компаний Уральского региона, специализирующаяся на оказании услуг в области проектирования, разработки и внедрения комплексных проектов в сфере IT и инженерных систем.     Приглашаем принять участие в конкурсе на вакансию Системного инженера по направлению серверы и системы хранения данных.      Требования к кандидатам:       Высшее техническое образование (возможно незаконченное).   Опыт работы на аналогичной позиции в IT-компании не менее 2 лет.   Знание модельного ряда серверов и систем хранения HPE, IBM/Lenovo, Dell EMC, Huawei. Дополнительно приветствуется IBM, Oracle/Sun, Fujitsu.   Знание ПО серверной виртуализации VMware vSphere и Microsoft Hyper-V, опыт развертывания и эксплуатации.   Знание ПО резервного копирования Veritas, Veeam, Acronis, опыт развертывания и эксплуатации.   Опыт составления спецификаций для оборудования, минимально для вендора HPE.   Опыт установки (монтаж, подключение, первоначальная настройка) для серверов серии HPE ProLiant DL и BL, СХД - MSA2000, ленточных библиотек MSL2000/4000.   Опыт работы с оборудованием SAN (FC коммутаторы, HBA) - монтаж, первоначальная настройка.   Опыт проектирования (размещения оборудования, расчета электропотребления и тепловыделения).   Общие знания протоколов построения сетей хранения данных и непосредственно подключаемых хранилищ данных (FC, SAS).      Обязанности:      Участие в проектной и исследовательской деятельности компании при разработке, испытании, защите, проектировании, внедрении и поддержке решений по информационной инфраструктуре.   Поддержание требуемого уровня технической компетенции (прохождение специализированного обучения, сдача экзаменов за счет компании).      Что есть и что предлагаем:      участие в серьезных крупных проектах в сильной команде;   зарплата по итогам собеседования, в зависимости от навыков кандидата;   профильное обучение за счет компании;   корпоративный спорт (бассейн, баскетбол, скалодром, фитнес);   компенсация ДМС и занятий английским;   комфортный офис в двух шагах от парка Маяковского, хороший кофе и вкусняшки всегда в наличии;   официальное трудоустройство в соответствии с требованиями ТК РФ.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Системная интеграция,3.0,61911.11111111112,1.0,46027.05882352941,системный инженер,Высшее техническое образование (возможно незаконченное). Опыт работы на аналогичной позиции в IT-компании не менее 2 лет. Знание модельного ряда...,"Участие в проектной и исследовательской деятельности компании при разработке, испытании, защите, проектировании, внедрении и поддержке решений по информационной инфраструктуре. ",0.13333333333333333,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,Прософт-Системы,2019-12-09T09:30:25+0300," Инженерная компания &quot;Прософт-Системы&quot; (г. Екатеринбург) приглашает специалиста на должность -  Инженер-программист С/С++.     Направление деятельности:  участие в разработке ПО ПЛК REGUL    Обязанности:      Разработка нового и переработка существующего ПО для промышленных контроллеров;   Сопровождение разработанного ПО.     Требования:     Опыт разработка кроссплатформенных приложений на С++ под Linux,QNX;   Разработка эффективных многопоточных приложений;   Умение создавать надежный, тестируемый, хорошо документированный исходный код;   Знание и желание следовать принципам TDD;   Опыт работы в командных проектах;   Быстрая обучаемость;   Опыт разработки и отладки драйверов устройств, разработки Embedded ПО, знание .Net будет плюсом.     Условия:     Заработная плата: оклад + квартальные премии, стартовые условия обсуждаются в зависимости от квалификации, опыта работы;   Трудовые отношения в полном соответствии с ТК РФ;   ДМС, компенсация спортивного абонемента;   Место работы: Зоологическая, 9.   ",Полная занятость,Полный день,От 3 до 6 лет,|C/C++|QNX|Linux|ООП,6.0,61911.11111111112,3.0,46027.05882352941,инженер разработчик с с++,"Опыт разработка кроссплатформенных приложений на С++ под Linux,QNX. Разработка эффективных многопоточных приложений. Умение создавать надежный, тестируемый, хорошо документированный исходный...",Разработка нового и переработка существующего ПО для промышленных контроллеров. Сопровождение разработанного ПО.,0.13333333333333333,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Екатеринбург,СКБ Контур,2019-12-09T12:21:57+0300," Инфраструктурной команде требуется DevOps-инженер.   Мы занимаемся практическими аспектами эксплуатации веб-приложений и ищем человека, который примет активное участие в построении процессов и инфраструктуры для бесперебойного функционирования ПО.    Мы ждем от инженера DevOps:      Навыков построения CI/CD pipeline.   Уверенного владения Linux.   Терпимого отношения к Windows.   Опыта работы с Docker.   Уверенного владения одним из интерпретируемых языков, например, Python, Bash.   Знание языка Go будет плюсом.   Понимание методик безопасной разработки является преимуществом.      Чем предстоит заниматься      Развёртыванием и поддержкой работоспособности инструментов (HashiCorp Vault, Suricata, Bro, ClickHouse)   Автоматизацией текущих процессов разработки, например, настройка CI/CD pipeline .NET Core приложений в Kubernetes   Настройкой и поддержкой в актуальном состоянии демонов для сбора метрик приложений   Настройкой и поддержкой в актуальном состоянии системы мониторинга и алертинга поверх собираемых метрик   Ведением документации      Технологии и практики:    Мы используем GitLab CI, Graphite, Grafana, ELK, Moira, Yandex.Tank, Ansible, DSC, Docker, Kubernetes, Python, Bash, HashiCorp Vault, Yandex.ClickHouse    Мы предлагаем:        поездки на ИТ-конференции, митапы, в т.ч. спикером;       учебные курсы за счет компании, внутренние профессиональные сообщества, летучки и обмен опытом между командами;       возможность выбора техники для работы;       гибкий график;       расширенный соцпакет: добровольное медицинское страхование, компенсация стоимости обедов, подарки детям на праздники;       просторный и уютный офис с зонами релакса, кухней;       тренажерные залы, велопарковку, душ;       скидки для контуровцев: от квестов и настолок до METRO и спортмагазинов.       Уровень заработной платы зависит от ваших технических знаний и навыков. У нас принято общаться по поводу изменения заработной платы два раза в год.    До встречи в Контуре!  ",Полная занятость,Полный день,От 1 года до 3 лет,|Bash|Python|Linux|CI/CD|Docker|Администрирование серверов Linux,3.0,61911.11111111112,1.0,46027.05882352941,администратор инженер,Навыков построения CI/CD pipeline. Уверенного владения Linux. Терпимого отношения к Windows. Опыта работы с Docker. Уверенного владения одним из...,"Развёртыванием и поддержкой работоспособности инструментов (HashiCorp Vault, Suricata, Bro, ClickHouse). Автоматизацией текущих процессов разработки, например, настройка CI/CD pipeline .NET...",0.13333333333333333,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
Екатеринбург,МегаФон,2019-12-02T09:56:55+0300," Загадки и интересные задачи - это то, что предлагает эксплуатация бизнес-систем МегаФон.   Подобно героям детективов мы раскрываем хитросплетения проблем абонентов на стыке различных подразделений и подсистем.   Каждый день наша команда следит, чтобы некорректная тарификация или ошибки с услугами не помешали общаться с близкими и друзьями.    Мы предлагаем:      Возможность дотянуться до передовых практик в сфере ИТ. К примеру: Oracle, PostgreSQL, DataStax(Cassandra) базы данных, Apache Spark, Kafka, etc.    Отсутствие ограничений по инструментам автоматизации.    Наши решения работают на: Python, Bash, Delphi, Perl, Java, Lua, Php, Pl/SQL, etc.    Ответственную работу по поддержке сервиса для 100 млн. абонентов.      Ваши будущие задачи:       Сверка данных в различных информационных системах.    Проверка конфигурации продуктов компании и биллинговых подсистем.    Поиск и устранение ошибок.    Автоматизация стандартных процессов.    Создание инструментов мониторинга и нахождения проблем до того, как это коснется абонента.    Устранение аварийных ситуаций и проведение расследований.      Наши требования:       Желание развиваться в сфере ИТ.    Умения писать и оптимизировать запросы на SQL Oracle.    Преимуществом будет знание языков программирования.    Смекалка и желание решать нестандартные задачи.   ",Полная занятость,Полный день,От 1 года до 3 лет,|SQL|Unix,3.0,61911.11111111112,1.0,46027.05882352941,инженер по эксплуатации бизнес систем,Желание развиваться в сфере ИТ. Умения писать и оптимизировать запросы на SQL Oracle. Преимуществом будет знание языков программирования. ,Ответственную работу по поддержке сервиса для 100 млн. абонентов. Ваши будущие задачи: Сверка данных в различных информационных системах. ,0.36666666666666664,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Екатеринбург,Эльмаш-УЭТМ,2019-11-22T07:44:10+0300," Обязанности:   Инженер-конструктор, со специализацией (программист) разработка и сопровождение ПО (программного обеспечения):   - Разработка ПО для электронных измерительных трансформаторов включая: Сопровождение существующего ПО (разработка отчетов, внесение изменений, оптимизация поиска решений, работа с базой данных, интеграция в систему сопровождения производства).   - Разработка прикладного ПО для обмена данными по сети с микроконтроллером и их обработки.   Требования:     Законченное высшее образование.   Опыт работы от года.     Языки программирования: Matlab, C/C++.       Базовые знания электроники и микропроцессорной техники.       Приветствуется знание интерфейсов Ethernet на прикладном уровне.       Умение читать техническую документацию и стандарты на английском языке.       Автоматизированные системы для ПС, внедрение протокола МЭК 61850.       Условия:     Официальное трудоустройство, полный соцпакет согласно ТК РФ;   Работа в крупной, стабильно развивающейся компании;   З/п от 39 000 руб.;   График работы - с 8-00 до 17-00.   ",Полная занятость,Полный день,От 3 до 6 лет,|MATLAB|C/C++|Ethernet,6.0,61911.11111111112,3.0,39000.0,инженер конструктор,"Законченное высшее образование. Опыт работы от года. Языки программирования: Matlab, C/C++. Базовые знания электроники и микропроцессорной техники. ","Инженер-конструктор, со специализацией (программист) разработка и сопровождение ПО (программного обеспечения): - Разработка ПО для электронных измерительных трансформаторов включая: Сопровождение существующего...",0.7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,Уральский центр систем безопасности,2019-12-09T16:37:54+0300,"  У нас отличные новости – появилась крутая вакансия в Аналитическом центре – инженер-аналитик!     Мы ищем людей, которые:      умеют качественно и глубоко думать;   готовы развиваться в области информационной безопасности;   разбираются в требованиях законодательства в сфере ИБ, отраслевых и международных стандартов;   легко ориентируются в основах ИТ и ИБ;   интересуются актуальными темами ИБ и держат руку на пульсе последних событий;   умеют грамотно писать и пользоваться текстовыми редакторами.     … .... получают от всего этого удовольствие!    Мы стараемся подбирать в команду людей, которые:      любят и умеют учиться;   обладают опытом работы в области ИБ;   дисциплинированы и ответственны;   вовлечены в работу и умеют концентрироваться;   общительны и умеют работать в команде;   достаточно смелые и креативные, чтобы взяться за нетиповую задачу и довести ее до результата;   самостоятельны, инициативны и обладают неукротимой жизненной энергией.     Если у тебя нет чего-то из списка – не беда! Наверняка, ты сможешь обаять нас какой-то другой чертой, которая придется по вкусу команде :)   Мы можем предложить много интересной работы с серьезными нетривиальными задачами. То, что нужно пытливому уму!    Сейчас мы преимущественно занимаемся следующим      проводим всевозможные аудиты и оценки соответствия;   разрабатываем рекомендации по совершенствованию уровня ИБ государственных органов и юридических лиц;   категорируем объекты критической информационной инфраструктуры страны;   оцениваем риски ИБ и разрабатываем модели угроз;   разрабатываем нормативно-правовые документы в области ИБ в самых разных сферах – от защиты персональных данных до требований PCI DSS;   проводим аттестации по требованиям безопасности информации;   сопровождаем заказчика при лицензировании деятельности в области защиты информации;   проводим различные обучения, в том числе формируем контент для обучающих модулей по программам заказчика;   консультируем наших коллег и заказчиков по вопросам ИБ (ведь у нас центр компетенций!);   автоматизируем реальные процессы ИБ заказчиков на базе системы автоматизации eplat4m;   проводим собственные исследования ИБ и ведем свои разработки;   участвуем в отраслевых конференциях (от региональных до международных);   обучаемся и получаем российские и международные сертификаты;     … ..... и даже пишем полноценные научно-исследовательские работы.   Плюсом ко всему этому – дружная команда, насыщенная корпоративная жизнь, регулярные праздники, походы на природу, бонусные программы и многое другое!   Интересно? Тогда присылай свое резюме, мы будем рады с тобой пообщаться! ",Полная занятость,Полный день,От 1 года до 3 лет,|Информационная безопасность|Информационные технологии|Аудит информационной безопасности|PCI DSS|Модель угроз,3.0,60000.0,1.0,46027.05882352941,инженер аналитик,"Умеют качественно и глубоко думать. Готовы развиваться в области информационной безопасности. Разбираются в требованиях законодательства в сфере ИБ, отраслевых и...",Проводим всевозможные аудиты и оценки соответствия. Разрабатываем рекомендации по совершенствованию уровня ИБ государственных органов и юридических лиц. Категорируем объекты критической...,0.13333333333333333,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,Эльмаш-УЭТМ,2019-11-28T12:56:39+0300,"  Обязанности:      разработка и модификация утилит для NX Siemens на языке С#, С++;   разработка нетиповых решений по задачи компании.      Требования:      высшее техническое образование;   опыт работы по профилю не менее трех лет;   навыки работы по написанию приложений на языке программирования С++;   навыки работы по написанию приложений на языке программирования Java;   опыт создания приложений под систему NX Siemens;   опыт разработки рабочих инструкций для пользователей приложений.      Условия:      работа на крупном предприятии;   адрес работы: г. Екатеринбург, ул. Фронтовых бригад;   бесплатное медицинское обслуживание;   официальное трудоустройство, полный соцпакет согласно ТК РФ;   испытательный срок – 3 месяца.   ",Полная занятость,Полный день,От 3 до 6 лет,|SAP|Пользователь ПК,6.0,61911.11111111112,3.0,40000.0,инженер разработчик,Высшее техническое образование. Опыт работы по профилю не менее трех лет. Навыки работы по написанию приложений на языке программирования С++. ,"Разработка и модификация утилит для NX Siemens на языке С#, С++. Разработка нетиповых решений по задачи компании.",0.5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Екатеринбург,НАГ,2019-12-10T07:17:45+0300,"  НАГ — ведущий российский разработчик и поставщик оборудования и решений для отрасли телекоммуникаций, промышленности и бизнеса. С 2003 года мы создаем сети передачи данных и системы безопасности, строим дата-центры.    Мы предлагаем собственные продукты и решения “под ключ”:   - Сети передачи данных и корпоративные сети - Решения для мобильных операторов - Оптические транспортные сети (DWDM) - Решения для ЦОД и построение модульных дата-центров - Облачные решения и сетевая безопасность - Решения для голосовой связи и унифицированные коммуникации   Штат компании насчитывает более 400 сотрудников. Офисы НАГ работают в Екатеринбурге, Москве, Новосибирске, Ростове-на-Дону, Санкт-Петербурге. Логистические центры располагаются в Екатеринбурге, Москве, Вашингтоне (США) и Шанхае (Китай).    Мы вошли в рейтинги: ТОП-50 самых прибыльных IT компаний России, ТОП-100 крупнейших ИТ-компании России, ТОП-20 быстрорастущих IT компаний, ТОП-30 крупнейших поставщиков IT для операторов связи, а также в ТОП-100 лучших работодателей России.     Мы ищем специалиста:      Ответственного, грамотного, внимательного с желанием развиваться и изучать новое   С высшим техническим образованием   Со знанием основ телефонии, протокола SIP, принципов работы телекоммуникационного оборудования и инфраструктуры   Желательно со знанием сферы аналоговой, IP-домофонии   Со знанием английского языка на уровне чтения технической документации   C опытом (или пониманием) работы IP-АТС, систем видео конференц-связи, домофонии   Знающего линейки VoIP-оборудования - SNR, Eltex, Dlink, Audiocodes, Grandstream, линейки ВКС - Yealink, Polycom, TrueConf      Что необходимо делать:      Pre-sale и техническая поддержка по продуктам партнеров и собственной разработки   Сопровождение процесса разработки и устранения проблем   Поддержка, консультации и обучение Sales-менеджеров по техническим вопросам и маркетинговым особенностям профильной продукции   Работать с инструментами диагностики работы сетевых устройств (например: Wireshark)   Составлять спецификации на оборудование, подготавливать технические и технико-коммерческие предложения, участвовать в подготовке ТЗ проектов   Подготавливать демонстрационные, обучающие и маркетинговые материалы, а так же аналитические материалы, описания, обзоры, заметки, пресс-релизы, статьи   Участвовать в развитии портфеля решений компании и разработке новых продуктов   Участвовать в выставках, семинарах, конференциях      Мы предлагаем:        Работу в стабильной компании с развитой корпоративной культурой       Профессиональный рост и развитие       Маркетинговое и техническое обучение       Официальное трудоустройство по ТК РФ       Работу в дружной профессиональной команде       Свободную бесплатную парковку       Гибкий график начала и окончания рабочего дня: начало в период с 8:00 до 9:00, пн.-пт., 8 часовой рабочий день     ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,61911.11111111112,1.0,50000.0,инженер по направлению телефонии домофонии вкс омни канальных коммуникаций,"Ответственного, грамотного, внимательного с желанием развиваться и изучать новое. С высшим техническим образованием. Со знанием основ телефонии, протокола SIP, принципов...","Pre-sale и техническая поддержка по продуктам партнеров и собственной разработки. Сопровождение процесса разработки и устранения проблем. Поддержка, консультации и...",0.1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
