city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,контекстная реклама,google analytics,интернет-реклама,яндекс.метрика,smm,internet marketing,яндекс.директ,google adwords,лидогенерация,seo,other
Санкт-Петербург,"Этажи, федеральная компания",2019-12-04T11:25:50+0300,"  МЫ ОФИЦИАЛЬНО ПРИЗНАНЫ АГЕНТСТВОМ НЕДВИЖИМОСТИ №1 В РОССИИ ПО ВЕРСИИ СБЕРБАНКА.    Сегодня  «ЭТАЖИ»  - это лидирующая компания на рынке недвижимости, которая делает акцент на двух составляющих: на  «ПРАВИЛЬНЫХ» ЛЮДЯХ  и  ВЫСОКИХ ТЕХНОЛОГИЯХ .   Если Вы хотите сотрудничать с  КРУПНОЙ РАЗВИВАЮЩЕЙСЯ КОМПАНИЕЙ , если Вам хочется  САМОСТОЯТЕЛЬНО УПРАВЛЯТЬ  своим временем и управлять командой, если Вам интересны:  НЕОГРАНИЧЕННЫЙ РОСТ ЗАРАБОТНОЙ ПЛАТЫ ,  ПРОФЕССИОНАЛЬНЫЙ И КАРЬЕРНЫЙ РОСТ , при этом Вам важно, чтобы в компании было  ОБУЧЕНИЕ  для личностного развития и реализации своего потенциала, тогда приглашаем Вас присоединиться к нам!   ИНТЕРЕСНЫЕ ЗАДАЧИ В РАБОТЕ:      Разработка и внедрение стратегии развития узнаваемости бренда.     Проведение маркетинговых исследований, направленных на изучение рынка.     Изучение рынка конкурентов и их предложения (маркетинговая активность, акции, программы лояльности).     Разработка рекламных акций и пиар компаний в соответствии со стратегией.     Составление медиа-плана, тайм-плана мероприятий.     Выбор эффективных каналов маркетинговых коммуникаций.     Прогноз эффективности рекламных кампаний.     Создание и поддержание положительного имиджа за счет разработки эффективных рекламных кампаний.     Развитие маркетинга для менеджеров отдела продаж.     Разработка инструментов привлечения входящего потока клиентов, внедрение.            Требования:        Релевантный опыт в сфере маркетинга и рекламы от года.     Аналитический склад ума, инициативность, наблюдательность, динамичность, ответственность.     Уверенный пользователь ПК        Условия:        Официальное трудоустройство, согласно ТК РФ.     График работы с 9-00 по 18-00.     Достойный уровень заработной платы.         Комфортный офис, м  олодой, дружный коллектив.     Корпоративное обучение внутри компании.     Возможность карьерного роста.        ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,92318.18181818182,1.0,70000.0,маркетолог,"Релевантный опыт в сфере маркетинга и рекламы от года. Аналитический склад ума, инициативность, наблюдательность, динамичность, ответственность. Уверенный пользователь ПК.","Разработка и внедрение стратегии развития узнаваемости бренда. Проведение маркетинговых исследований, направленных на изучение рынка. Изучение рынка конкурентов и их предложения...",0.3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,xCritical Software,2019-12-05T12:57:52+0300,"  Мы — международный финтех-холдинг. Ищем профессионала email-маркетинга, которому доверим работу с базами в сотни тысяч адресов. Если в вас есть качества IT-гика, аналитика, креативщика и предпринимателя, то эта вакансия для вас!  Мы предоставляем:       Базу клиентов в сотни тысяч адресов.   Команду профессиональных исполнителей: ваши идеи будут воплощаться руками опытных копирайтеров, дизайнеров и разработчиков.   Комфортные условия труда, чтобы ничто не отвлекало от результата.      Обязанности:      Разработка стратегии email-маркетинга. Начиная с анализа ЦА, сегментации, выбора типов кампаний и частоты рассылок, заканчивая оценкой эффективности.   Работа с базами потенциальных и текущих клиентов.   Коммуникация с исполнителями и отделами маркетинга, сейлз и ретеншн.   Разработка маркетинговых воронок для лидогенерации.   Тестирование гипотез, анализ результатов и последующая оптимизация.      Требования:      Опыт работы от 2х лет;   Вы знаете сервисы email рассылок и механики работы. Можете объяснить, где лучше создавать цепочки писем, а где верифицировать базы, где выгоднее условия или шире функционал.   Понимаете основные критерии эффективности email-маркетинга.   Всегда анализируете, можете разобраться с доставкой писем и работой почтовых клиентов и серверов.   Обладаете навыками менеджера проектов. Умеете планировать время, мотивируете и вдохновляете. Профессионально презентуете и убеждаете, работаете на результат.   Понимаете, каким должен быть работающий текст. Ясно доносите мысль и ставите ТЗ исполнителям. Умеете давать правки и обратную связь копирайтерам.   Вы точно находите баланс между красотой письма и его задачей, удобством для чтения и эффективностью с точки зрения конверсии.   Свободно общаетесь и пишете на английском языке.     Будет преимуществом: понимание основ верстки и программирования, HTML и CSS.   Условия:     Офис в 5 минутах от метро &quot;Электросила&quot;, БЦ класса А.   Начало рабочего дня в любое время до 11 утра, пн-пт.   Официальное оформление в соответствии с ТК РФ.   Полис ДМС после трех месяцев испытательного срока.   Корпоративный английский язык.   Частичная компенсация занятий спортом.   Чай, кофе и перекусы на своей кухне, обеды от компании по пятницам.   Корпоративы за городом каждые полгода.   ",Полная занятость,Полный день,От 1 года до 3 лет,|E-Mail Marketing|Email маркетинг|Маркетинговый анализ|Управление проектами|Internet Marketing,3.0,92318.18181818182,1.0,51944.444444444445,маркетолог,"Опыт работы от 2х лет. Вы знаете сервисы email рассылок и механики работы. Можете объяснить, где лучше создавать цепочки...","Разработка стратегии email-маркетинга. Начиная с анализа ЦА, сегментации, выбора типов кампаний и частоты рассылок, заканчивая оценкой эффективности. ",0.26666666666666666,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Санкт-Петербург,Планета Инфо,2019-11-24T16:30:20+0300," ООО &quot;Планета Инфо&quot; занимается продажей контрольно-измерительных приборов и метеостанций.   Требуется специалист для продвижения технического оборудования и развития сайта - Менеджер по маркетингу / Маркетолог / Контент-менеджер / SEO-специалист    Обязанности:      Написание рекламных, новостных и информационных статей (научим, есть шаблоны);   E-mail маркетинг (работа с существующей базой, составление совместно со специалистами рассылок, контроль и аналитика e-mail рассылок);   Управление контентом на сайте компании на базе платформы Wordpress (научим);   Аудит сайтов конкурентов (научим);   Составление описания товаров;   Размещение информации о компании на рекламных сайтах-справочниках      Требования:      Грамотная речь и письменность   Знание основ SEO (не знаете - научим)      Условия:      Условия для курения на предприятии отсутствуют. Совсем.   Ввод в специфику продукции обеспечиваем   Зарплата: оклад 30 000рублей + %. Возможно договориться о сдельной   Ожидаемый уровень дохода опытного специалиста от 40 000 рублей   Работа в офисе или по договоренности          ПРОЦЕДУРА ТРУДОУСТРОЙСТВА:      Если Вы соответствуете всем обязательным требованиям вакансии - отправьте Ваше резюме и ждите отклика.  Если Вы действительно хотите получить приглашение на собеседование - найдите наш телефон и позвоните. Мы занимаемся делом; если линия занята - дозванивайтесь . На собеседовании мы попросим вас заполнить пару тестов.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,50000.0,1.0,30000.0,маркетолог,Грамотная речь и письменность. Знание основ SEO (не знаете - научим).,"Написание рекламных, новостных и информационных статей (научим, есть шаблоны). E-mail маркетинг (работа с существующей базой, составление совместно со специалистами...",0.6333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Wargaming,2019-12-06T14:54:33+0300," Компания  Wargaming Saint Petersburg  (Lesta Studio) приглашает  Менеджера по маркетингу  для участия в работе команды оперирования игрового проекта   О нас:   На данный момент ММО-проект World of Warships, разработка которого ведется в Санкт-Петербурге, является признанным игровым бестселлером компании Wargaming наряду с легендарной игрой World of Tanks, внесённой в книгу рекордов Гиннеса по количеству игроков (более 80 миллионов зарегистрированных пользователей worldwide). В апреле 2019 Студия также выпустила в релиз яркий консольный военно-морской ММО-экшен World of Warships: Legends. В связи с масштабом проекта мы расширяем свой штат и ищем талантливых людей, желающих развиваться в творческом коллективе и участвовать в создании игр мирового уровня.   Присоединяйтесь к новому миру World of Warships!    Чем Менеджер по маркетингу будет заниматься на проекте:      Следить и координировать:    Реклама на FB, Google, Youtube   PR   Создание рекламных материалов для всех каналов   Рассылки       Заказывать и следить за подготовкой:    Платная реклама в платформах   Бесплатная реклама в платформах   Инфлюенсеры / стримеры          Чем Менеджер по маркетингу у нас не будет заниматься:      Сложные отчеты   Написание зубодробительных «стратегий» на длительные периоды времени.      Требования:      Маркетинг/Продакт менеджмент бэкграунд   Хороший английский   Любовь или хотя бы опыт игры в онлайн/обычные игры на ПК/Приставках   Понимание как функционирует реклама в FB, Google, Youtube и других базовых каналах.      Будет полезным:      Опыт работы с платформами   Опыт игры в Корабли или Танки   Опыт работы с зарубежными партнерами   Опыт работы с западными рынками и аудиторией.      Кого мы ищем:    «Маркетингу можно научить, а любить игры – нет»   Ищем специалиста, который будет &quot;землю носом рыть&quot;, чтобы придумать как нам привлечь аудиторию и в состоянии по совести (ЭТО ВАЖНО, нам не нужны хитрые таблицы, где среднее от среднего и в целом вроде бы все хорошо, а копнешь – полный &quot;швах&quot;) оценить успешность или не успешность той или иной кампании.    Мы предлагаем:      Интересную сложную работу над уникальными игровыми проектами мирового уровня в составе успешной, профессиональной и слаженной команды   Разнообразные интересные задачи, свободу в работе над ними   Возможность приобрести бесценный опыт, работая плечом к плечу с ведущими специалистами отрасли   Комфортные условия труда в современном просторном офисе в шаговой доступности от ст.м. &quot;Ладожская&quot;   Корпоративное обучение по специальности, изучение английского языка в офисе   Расширенный полис ДМС (включая офисного врача-терапевта), корпоративный спорт (тренажерный зал в офисе, корпоративные абонементы в сети фитнес-клубов)   Реализацию ваших лучших качеств!       ",Полная занятость,Полный день,Нет опыта,|Продвижение бренда|Планирование маркетинговых кампаний|Английский язык|Интернет-реклама|Google Analytics,,92318.18181818182,,51944.444444444445,маркетолог,Маркетинг/Продакт менеджмент бэкграунд. Хороший английский. Любовь или хотя бы опыт игры в онлайн/обычные игры на ПК/Приставках. ,"Следить и координировать: Реклама на FB, Google, Youtube. PR. Создание рекламных материалов для всех каналов. Рассылки. Заказывать и следить за...",0.23333333333333334,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
Санкт-Петербург,Группа компаний «МРТ»,2019-12-13T15:24:43+0300,"  MRT Group  – это многопрофильный и динамично развивающийся холдинг, работающий в России с 1992 года. Нас отличает высокий уровень сервиса, быстрое и качественное оказание услуг. Благодаря многолетнему опыту, слаженной работе всех подразделений холдинга и внимательному отношению к партнерам MRT Group заслужил репутацию надежного партнера.     В связи с расширением компания ООО &quot;Центр Сертификации &quot;МЕЖРЕГИОНТЕСТ&quot; объявляет конкурс на вакансию   :   «Менеджер по маркетингу и рекламе»:         Обязанности  :      Работа по контролю за администрированием и продвижением 5 сайтов компании   SMM, SEO-оптимизация, Google Analytics, Yandex Direct   Составления контента (продающие тексты)   Работа с контекстной рекламой   Контроль подрядчиков   Е-мейл рассылки   Работа на выставках, организация вебинаров.      Требования  :      Высшее образование   Опыт работы в сфере интернет маркетинга и PR от года   Амбициозность, умение работать в условиях многозадачности, целеустремленность, ориентация на результат, позитивный настрой, заинтересованность в профессиональном росте!          Условия  :      Работа в перспективной, развивающейся компании;   Современный уютны офис в БЦ &quot;Собрание&quot;, 5-7 минут пешком от ст. м. Электросила;   График 5/2, с 9.00 до 18.00;   Оформление по ТК РФ;   Достойный уровень заработной платы;   Возможность карьерного роста;   Дружный коллектив, активная корпоративная жизнь   Компенсация мобильной связи;   Скидка на абонемент в клуб SPORTLIFE   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,92318.18181818182,3.0,51944.444444444445,маркетолог,"Высшее образование. Опыт работы в сфере интернет маркетинга и PR от года. Амбициозность, умение работать в условиях многозадачности, целеустремленность, ориентация...","Работа по контролю за администрированием и продвижением 5 сайтов компании. SMM, SEO-оптимизация, Google Analytics, Yandex Direct. Составления контента (продающие...",0.0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,"Нева, кондитерская фабрика",2019-12-05T15:49:10+0300," Обязанности:     планирование, разработка и внедрение мотивационных программ по каналам сбыта;   составление отчетности: планов промо-, рекламной активности; расчет эффективности акций; анализ и структурирование данных;   соблюдение бюджета и рост эффективности инвестиций в продвижение продукции.   разработка, организация и проведение BTL-мероприятий;   Взаимодействие с сетями по программам продвижения;   Е-коммерц;   Организация выставок;   Формирование презентации в формате PP и опыт проведения презентации на уровне команды продаж, руководителей;     Требования:     опыт работы в отделе маркетинга/продаж;   коммуникабельность, активная жизненная позиция, умение брать ответственность, инициативность   наличие заслуг на предыдущих местах работы, собственные достижения, внедрения   целеустремленность, позитивность мышления, стремление работать на результат   1С – уверенный пользователь,   Excel – хорошее знание.     Условия:     работа в стабильной и динамично развивающейся компании   молодой и дружный коллектив   оформление в соответствии с Трудовым Кодексом РФ   график работы 5/2, с 8:30 до 17:30   ",Полная занятость,Полный день,От 1 года до 3 лет,|Проведение презентаций|Организация мероприятий|MS PowerPoint|Проведение промо акций|Работа в команде,3.0,92318.18181818182,1.0,51944.444444444445,маркетолог,"Опыт работы в отделе маркетинга/продаж. Коммуникабельность, активная жизненная позиция, умение брать ответственность, инициативность. Наличие заслуг на предыдущих местах работы...","Планирование, разработка и внедрение мотивационных программ по каналам сбыта. Составление отчетности: планов промо-, рекламной активности; расчет эффективности акций; анализ и...",0.26666666666666666,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Panoramik,2019-12-05T01:08:09+0300," Мы в  Panoramik  разрабатываем и издаём игры уже 14 лет. А с 2015 года мы сфокусировались на мультиплатформенных играх в нашем любимом мидкоре, в стиле фэнтези.   Сегодня Panoramik - это более 100 крутых специалистов и культура здравого смысла. Мы придерживаемся принципов: простота, самостоятельность и эффективность.   В наш флагманский проект  Mighty Party: Heroes Clash  играют миллионы человек по всему миру! GooglePlay и AppStore являются нашими партнёрами, мы попадаем в подборки сторов на главных страницах и, конечно, появляемся в подборках обеих платформ.   Мы уже знаем, как делать классные игры, а теперь хотим, чтобы наши игры стали еще и культовыми!    Задачи:      Запуск рекламных кампаний, оптимизация, масштабирование;   Работа с user acquisition каналами (Facebook Ads, Google Ads и т.д.), достижение маркетинговых KPI;   Поиск новых каналов привлечения;   Анализ эффективности рекламных кампаний;   Проведение А/В-тестов, формирование выборок и когорт;   Работа с игровой аналитикой, составление отчётов;   Работа в проекте с высокими темпами роста.      Для нас важно:      Законченное высшее образование (техническое/маркетинг будет преимуществом);   Английский язык – не ниже уровня Intermediate (обязательно, переговоры с иностранными партнерами);   Опыт работы не обязателен;   Аналитический склад ума, умение работать в команде, системный подход к поставленным задачам, высокая обучаемость;   Владение Excel и Google Sheets на уровне пользователя;   Будет плюсом: теоретические знания о рекламных кабинетах Facebook Ads, Google Ads, опыт запуска рекламных кампаний.      Мы предлагаем:        Быстрый карьерный и профессиональный рост для чемпионов!       Удобный график с плавающим началом рабочего дня, в офисе необходимо быть до 12.00.       Официальное трудоустройство, оплачиваемый отпуск, 100% оплату больничных.       Помощь с переездом для кандидатов из других городов.       Корпоративную библиотеку, посещение семинаров и конференций за счет компании по согласованию.       Прокачку уровня английского языка прямо в офисе.       Пятничные тематические вечеринки и веселые корпоративные выезды.       Крутой просторный двухэтажный офис на В.О. с современной техникой, PS4 и VR, музыкальными инструментами, шведской стенкой, душем и кухней с безлактозным молоком.       А еще у нас есть “Шоколадочное ИП”, об этом мы расскажем на собеседовании ;)     ",Полная занятость,Полный день,Нет опыта,|Английский язык|Google Analytics|Аналитические исследования|MS Access,,92318.18181818182,,51944.444444444445,маркетолог,"Законченное высшее образование (техническое/маркетинг будет преимуществом). Английский язык – не ниже уровня Intermediate (обязательно, переговоры с иностранными партнерами). ","Запуск рекламных кампаний, оптимизация, масштабирование. Работа с user acquisition каналами (Facebook Ads, Google Ads и т.д.), достижение маркетинговых KPI. ",0.3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Хостланд,2019-11-20T19:57:34+0300," Обязанности:     Подготовка релизов (акции, уникальные предложения, фишки и фитчи)   Разработка текстов и ТЗ для креативов (баннеры, шапки для рассылок, креативы для постов, статей, инфографика)   Составление креативных промо-роликов, развитие Ютуб канала   SMM, контент-планирование, постинг)   Участие в разработке посадочных страниц (от контента, до креативов)   Принятие участия в работе по развитию аспектов нашего сайта, работа над контентом, интерфейсом   Работа с аналитикой вебсайта (Google Analytics), понимание конверсий и других полезных штук   Работа с системами контекстной рекламы (Яндекс.Директ, Google Adwords, ВК)   Работа над системой лояльности для партнёров, акции для привлечения новых партнеров   Работа с отзывами о компании   Составление медиа-плана, написание или поиск полезных материалов   Обсуждение стратегий, каналов привлечения новых клиентов     Требования:     Владение инструментами интернет-маркетинга (google analytics/яндекс.метрика/e-mail маркетинг)   Опыт создания новостных и рекламных материалов для форумов, групп в соц.сетях   Опыт организации акций и конкурсов для клиентов и партнеров   Опыт грамотной работы с системами контекстной рекламы (Яндекс.Директ, Google Adwords) нужно не сливать бюджет, а приводить клиентов   Готовность работать как в команде, так и самостоятельно   Высокая степень ответственности   Навыки работы в условиях многозадачности   Креативность, нацеленная на выполнение бизнес-задач     Условия:     100% официальная заработная плата (оформление по ТК)   Гибкий график работы (Начало с 10.00 до 12.00,окончание с 19.00 до 21.00)   Комфортное рабочее место (с двумя 22&quot; ЖК мониторами)   Возможно трудоустройство студентов старших курсов   Перспективы профессионального роста   Стабильная, адекватная знаниям, зарплата   В офисе всегда доступны питьевая вода, ароматный кофе, молоко, чай   Обеды за наш счет   Никакого занудного бездушного начальства   ",Полная занятость,Полный день,От 1 года до 3 лет,|Копирайтинг|Ведение групп в социальных сетях|Интернет-реклама|Google Analytics|SEO-копирайтинг|Социальные сети|Яндекс.Директ|Интернет маркетинг|Веб-аналитика|Google AdWords|Яндекс.Метрика|Написание рекламных статей|Контекстная реклама|SMM|Email маркетинг|SEO оптимизация|HTML,3.0,60000.0,1.0,50000.0,маркетолог,"Владение инструментами интернет-маркетинга (google analytics/яндекс.метрика/e-mail маркетинг). Опыт создания новостных и рекламных материалов для форумов, групп в...","Подготовка релизов (акции, уникальные предложения, фишки и фитчи). Разработка текстов и ТЗ для креативов (баннеры, шапки для рассылок, креативы для...",0.7666666666666667,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1
Санкт-Петербург,Ростелеком,2019-12-03T12:06:14+0300," Обязанности:     Осуществление работы с оперативной отчетностью, базами данных;   Формирование отчетной документации;   Разработка положений по мотивации;   Анализ эффективности продаж подразделения;   Расчет KPI сотрудников;   Анализ данных и разработка рекомендаций по улучшению показателей;   Участие в процессе оптимизации бизнес-процессов, внедрения систем отчетности;     Требования:     Высшее образование;   Опыт в статистике телемаркетинга (call-центры);   Скрупулезность;   Умение работать с большим объемом информации;   Способность анализировать большие массивы статистических данных;     Условия:     Работа в крупнейшем в России провайдере цифровых услуг и решений;   Профессиональный коллектив;   Интересные задачи;   Официальное оформление;   ДМС после испытательного срока;   График работы: пятидневная рабочая неделя   ",Полная занятость,Полный день,От 1 года до 3 лет,|Пользователь ПК|Статистический анализ|Работа с базами данных|MS Access|Статистика,3.0,92318.18181818182,1.0,50000.0,маркетолог,Высшее образование. Опыт в статистике телемаркетинга (call-центры). Скрупулезность. Умение работать с большим объемом информации. Способность анализировать большие массивы статистических...,"Осуществление работы с оперативной отчетностью, базами данных. Формирование отчетной документации. Разработка положений по мотивации. Анализ эффективности продаж подразделения. ",0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,ВДМ,2019-12-12T15:41:11+0300,"  Внимание! Конкурс на вакансию открыт до 17.12.2019.     Наша команда ищет крутого, прокаченного, дружащего с аналитикой и цифрами, интернет-маркетолога, который обеспечит нам стабильную и растущую лидогенерацию.     &quot;ВДМ&quot;  занимается проектированием, производством и строительством каркасных домов по каркасно-панельной технологии. По результатам работы наша компания отмечена в номинации &quot;Лучшее промышленное предприятие&quot; 2018 года. Преимущественно наши клиенты - это частные лица, планирующие построить дом.   Отличительной особенностью компании является строительство из заводских домокомплектов.   Наша технология позволяет построить дом под ключ менее, чем за 30 дней.   В своей работе мы применяем  самые   инновационные средства , подходы и методики, постоянно развиваемся, быстро принимаем решения и никогда не останавливаемся на достигнутом. Мы любим и умеем зарабатывать деньги  честным способом , помогая нашим клиентам реализовывать их мечту о надежном теплом комфортном доме. Каждый сотрудник нашей компании максимально  эффективен и приносит результат . Очень ценим  адекватность и честность .    В наших сотрудниках мы ценим:      Грамотная речь   Техническое образование   Позитивный настрой   Высокая работоспособность   Коммуникабельность   Нацеленность на результат   Способность к обучению   Честность      Необходимые компетенции:      Опыт работы в агентстве топ-100 Tagline или собственный бизнес в сфере маркетинга   На предыдущем месте работы отработал не менее 1 года   Может показать и подтвердить минимум 2 кейса   Изучение и анализ рынка (спрос, конкуренты)   Разработка стратегии продвижения компании в интернете   Создание, запуск и оптимизация рекламных кампаний в Я. Директ и Google Adwords   Знание Google-аналитики   Разработка и прототипирование высоконверсионных landing page   Планирование и проведение a/b маркетинга   Настройка e-mail маркетинга: создание автоцепочек, проведение сплит-тестирования писем, анализ их эффективности   Подготовка ТЗ, постановка и контроль подрядчиков: дизайнеров, копирайтеров      Компетенции+      Сертификаты курсов: Skillbox, Нетология, ConvertMonster      Мы работаем на следующих условиях:      Прозрачная система оплаты: оклад 45 000 + бонус (за лиды) и kpi, по итогу средняя заработная плата 81000 рублей   Наши сотрудники получают заработную плату вовремя   Вы сами можете подсчитать, сколько по итогу месяца получите   Стабильный заработок в любое время года. Количество сданных домов за 2018 год - 268   Наша компания является производителем, работаем с 2009 года.   Строим круглый год   У нас официальное трудоустройство по ТК РФ   Отпуск 2 раза в год   У нас команда экспертов каркасно-панельного домостроения, уверены, Вам будет чему научиться   Вам предстоит работать с продуктом, который вызывает гордость, открывает мир загородного домостроения   Вас будет окружать молодой коллектив   В офисе у нас комфортно, уютно   Офис находится у ст.м. Автово (5 минут пешком)   Ежедневно - кофе, чай, печенье   Мы - за ЗОЖ, оплачиваем фитнес центр   Мы заботимся об отдыхе нашей команды - организовываем корпоративные мероприятия   Любим эффективно работать, чтобы потом классно отдыхать   В коллективе - мы на &quot;ты&quot;   Никакой бюрократии, все вопросы можно решить быстро и используя современные средства связи   Работаем в продвинутой СRM   У нас IP- телефония   Мы верим в наш продукт - энергоэффективный, быстровозводимый каркасно-панельный дом!   Все преграды и сопротивления стремимся решать путем открытого разговора   На позиции интернет-маркетолога Вас ждут супер-интересные задачи, широкие поле для реализации и достижений, где только от Вас зависит количество производимого продукта.   Порядок подбора: 1.телефонное интервью (поймем сразу да-да, нет-нет); 2.если да - то тест; 3. если тест ок - то личное интервью и в течение 24 часов окончательный ответ по вашей кандидатуре!   Каждый кандидат, который был на личном интервью будет знать обратную связь!     И теперь, если Вы внимательно прочитали данную вакансию и решили, что хотите у нас работать, напишите в сопроводительном письме &quot;Я хочу работать в &quot;ВДМ&quot; и укажите, почему.    Внимание! Конкурс на вакансию открыт до 17.12.2019.  ",Полная занятость,Полный день,От 1 года до 3 лет,|Разработка технических заданий|Умение работать в команде|Маркетинг услуг|Продвижение бренда|Маркетинговые исследования|Маркетинговые коммуникации|Медиапланирование|SWOT анализ|План продвижения|Умение принимать решения|Бюджетирование|Google Analytics|SMM|LSI - копирайтинг|Понимание SEO,3.0,81000.0,1.0,76000.0,маркетолог,Грамотная речь. Техническое образование. Позитивный настрой. Высокая работоспособность. Коммуникабельность. Нацеленность на результат. Способность к обучению. Честность. Необходимые компетенции: Опыт работы...,"Изучение и анализ рынка (спрос, конкуренты). Разработка стратегии продвижения компании в интернете. Создание, запуск и оптимизация рекламных кампаний в Я. ",0.03333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
