city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,javascript,git,php,mysql,sql,c#,html,ооп,css,linux,other
Екатеринбург,Тинькофф,2019-12-10T08:04:58+0300," Привет!   Мы разрабатываем высоконагруженное API, на котором работают многие внешние продукты компании Tinkoff.ru.   API имеет много интеграция с внутренними API и сторонними сервисами. У тебя появится опыт разработки сложного распределенного продукта.   Мы собрали внутри себя, самое большое сообщество Scala разработчиков в России(более 90 профессионалов) и накопили уникальный опыт запуска бэкенда на этом стеке технологий.   Используем: cats, zio, kafka, akka, monix,doobie, cats-effect.    Требования :     Живой ум;   Опыт решения задач интеграции с другими системами;   Опыт работы с реляционными и документоориентированными СУБД;   Убежденность в важности тестов, кодревью и командной работы;   Нацеленность на результат;   Желание создавать лучшие в России fintech-продукты.      Будет плюсом:       Опыт разработки приложений на Scala;      От нас:      Интересные и нетривиальные задачи;   Выбор оборудования и ОС (Win/Lin/MacOS);   Отличный дружный коллектив профессионалов, у которых есть чему поучиться;   Белая заработная плата, размер которой обсуждаем индивидуально на собеседовании;   Добровольное медицинское страхование (ДМС +стоматология);   Компенсация на выбор: обедов, парковочного места;   Компенсация 50% на спорт;   Специальные предложения на продукты Tinkoff;   Поездки на конференции и обучающие курсы;   Современный офис в БЦ &quot;Палладиум&quot;.   ",Полная занятость,Полный день,Нет опыта,|SCALA,,118787.17948717947,,73972.72727272728,sсala разработчик,Живой ум. Опыт решения задач интеграции с другими системами. Опыт работы с реляционными и документоориентированными СУБД. Убежденность в важности тестов...,Выбор оборудования и ОС (Win/Lin/MacOS).,0.1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,Айдеко,2019-12-13T12:09:02+0300,"  Компания «Айдеко» - ведущий разработчик программного обеспечения в области информационной безопасности и сетевых технологий.    Наши продукты IDECO UTM - шлюз безопасности; система контентной фильтрации IDECO SELECTA; IDECO MESH - позволяет использовать интернет в любой точке покрытия Wi-Fi без потери качества сигнала.  В команде web-разработки 4 человека, работаем с экосистемой React.       Требования:      HTML5, CSS3;   Уверенные знания JS (Vanila JS, ES6);   Опыт работы с React экосистемой;   Понимание HTTP, REST, WebSocket;   Навык работы с git;      Желательно:      Опыт использования Node.js, Backbone;   Опыт конфигурации систем сборки (Webpack, Grunt);   Опыт работы с пред-/постпроцессорами CSS;   Опыт взаимодействия с backend&#39;ом;   Умение покрывать код unit-тестами;   Опыт работы с ОС Linux;   Технический английский.          Обязанности:      Разработка веб-интерфейса к продуктам компании;   Поддержка существующего кода;   Взаимодействие с backend-разработчиками.          Условия работы:      Полноценная возможность проявить себя в реализации смелых идей. Свобода выбора технологий;   Регулярное внешнее обучение, внутренние митапы;   Дружный и молодой коллектив высококвалифицированных разработчиков;   Бесплатное обучение английскому языку с преподавателем   Лояльный график рабочего времени.      Присылайте резюме и финансовые ожидания. ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,100000.0,1.0,73972.72727272728,front end разработчик,"HTML5, CSS3. Уверенные знания JS (Vanila JS, ES6). Опыт работы с React экосистемой. Понимание HTTP, REST, WebSocket. ",Разработка веб-интерфейса к продуктам компании. Поддержка существующего кода. Взаимодействие с backend-разработчиками.,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Прософт-Биометрикс,2019-11-29T17:03:46+0300," Инжиниринговая компания  &quot;Прософт-Биометрикс&quot;  приглашает специалиста на должность  Программиста-математика (С++).    «Прософт-Биометрикс» - российский разработчик комплексных систем в области информационной и технической безопасности, контроля и управления доступом, учета рабочего времени с использованием методов биометрической идентификации.   Компания входит в состав мировых лидеров, активно продвигающих высокотехнологичные биометрические решения и комплексы.    Один из наших ключевых продуктов -  биометрическая система   BioSmart  . В нее входят ПО BioSmart Studio, контроллеры и терминалы по венам ладони и отпечаткам пальца. Для развития системы мы ищем математика, которого надеемся увлечь биометрией.    Направление деятельности:  биометрические системы контроля доступа и учета рабочего времени по отпечаткам пальцев и венам ладоней.    Основные задачи:      Разработка алгоритмов биометрической идентификации по отпечаткам пальцев, венам ладоней, лицу.   Реализация алгоритмов на языке С++ на ОС Linux, Windows, платформы X86, ARM9.   Отладка алгоритма на тестовых биометрических базах.      Требования к квалификации:      Желательно профильное образование в области распознавания изображений и сигналов;   Обязательно базовые знания в области цифровой обработки изображений, алгоритмах фильтрации изображений, мат. Анализе, распознавании образов;   Опыт программирования на С++ от 1 года;   git или опыт использования любой другой CVS;   Опытный пользователь Windows;   Быстрая обучаемость, умение работать в команде программистов;   Активность, энергичность;   Ответственный подход.      Условия работы:      Заработная плата: оклад + ежеквартальные и годовые премии;   Трудовые отношения в полном соответствии с ТК РФ;   ДМС, компенсация спортивного абонемента;   Место работы: Зоологическая, 9.    Если Вы заинтересованы в данной вакансии и Ваш опыт соответствует заявленным требованиям - ждем Ваше резюме!    ",Полная занятость,Полный день,От 1 года до 3 лет,|Git|Linux|C/C++|C++|SQL,3.0,100000.0,1.0,60000.0,разработчик математик,"Желательно профильное образование в области распознавания изображений и сигналов. Обязательно базовые знания в области цифровой обработки изображений, алгоритмах фильтрации изображений...","Разработка алгоритмов биометрической идентификации по отпечаткам пальцев, венам ладоней, лицу. Реализация алгоритмов на языке С++ на ОС Linux, Windows, платформы...",0.4666666666666667,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
Екатеринбург,Уральская горно-металлургическая компания,2019-11-19T09:49:05+0300," ООО «УГМК-Телеком» приглашает к сотрудничеству  back-end разработчика.     «УГМК-Телеком»  – крупный оператор современных услуг связи, работающий на рынке телекоммуникаций более 10 лет, наша филиальная сеть включает свыше 20 офисов в городах России. Одно из направлений нашей деятельности –  предоставление услуг интернета, телевидения и телефонии для физических и юридических лиц . Также мы занимаемся строительством и обслуживанием различных систем связи и безопасности для предприятий холдинга УГМК и юридических лиц.    Обязанности:        Создание и поддержка веб-приложений (веб-сервисов);       Разработка интерфейсных компонентов (вёрстка, логика);       Разработка высоконагруженных микросервисных систем;        Требования:      Желание работать над сложными проектами, изучать новые среды разработки, брать на себя ответственность;   Опыт разработки на языке C/C++, Java, Python (Django, Flask, Web2py, CherryPy, Pyramid), Node JS, PHP, SQL;   Опыт работы с системами контроля версий, Docker, Linux, HTML, CSS     Условия:     Оформление по ТК РФ. Стабильная белая заработная плата;   Бонусы по итогам реализации проектов;   Гибкий график работы, отсутствие бюрократии. Agile- подход к процессам;   Удобный офис с современной техникой в г. Екатеринбург. Отсутствие дресс-кода;   Служебная сотовая связь, корпоративное такси;   Оплата профессионального обучения и участия в конференциях;   ДМС с широким спектром услуг.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,118787.17948717947,1.0,73972.72727272728,разработчик baсk end,"Желание работать над сложными проектами, изучать новые среды разработки, брать на себя ответственность. Опыт разработки на языке C/C++, Java...","Создание и поддержка веб-приложений (веб-сервисов). Разработка интерфейсных компонентов (вёрстка, логика). Разработка высоконагруженных микросервисных систем.",0.8,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Точка,2019-11-22T15:04:43+0300," Ищем драйвового скалиста, который любит вызовы и готов покорять сложный сервис. Каждый день интернет-банком Точки пользуются сотни тысяч предпринимателей: они выставляют счета, переводят деньги контрагентам, выплачивают зарплату своим сотрудникам, и любые сбои становятся критичными. Тебе предстоит охранять бесперебойность бизнеса наших клиентов и совершенствовать основной продукт Точки.    Что надо делать    Ты будешь разрабатывать бэкенд внутренних сервисов для одного из самых важных направлений банка, которое занимается скорингом клиентов и помогает им соответствовать ожиданиям центрального банка. Более того, тебя ждёт привлекательно широкий спектр задач от создания маленьких тематических админок до апгрейда больших сервисов и нагруженных систем.    Ты подойдёшь, если        Имеешь опыт промышленной разработки на одном из этих языков: Scala / Java       Знаком с akka-streams и akka-http, docker, kafka, FDB, monix, cats.       Понимаешь принципы построения систем на базе миросервисной архитектуры, знаешь классические алгоритмы и структуры данных, сортировки, алгоритмы на графах, динамическое программирование.       Есть непреодолимая тяга к FP.        Что в Точке необычного        В Точке нет начальников, отделов и должностных инструкций. Наша структура позволяет каждому брать ответственность при принятии решений и влиять на жизнь компании в режиме нон-стоп.       У нас нет бюрократии — разработчики моментально синхронизируются, а команды не тратят время на невнятные ТЗ.       В скорости релизов нам помогают методы Agile, а в прокачке сервисов — обратная связь от пользователей.       Если коротко, мы — большой банк, который объединяет в себе серьёзность финансовой организации, дух стартапа и душевность компании друзей.    Какой будет Точка для тебя        Комфортная зарплата, которая оправдывает ожидания, медстраховка и всё, что обычно называют горами бесплатных печенек и кофе.       Удобный график: с понедельника по пятницу, гибкие начало и окончание рабочего дня.       Уютный офис в центре города, мягкие зоны в стиле коворкинга, бизнес-библиотека, тренажёрный зал и не только.       Бесплатное обучение. Всячески способствуем развитию сотрудников, оплачиваем курсы и отправляем на конференции. Периодически митапимся и делимся опытом.       То самое чувство команды, которая летит впереди рынка и не перестаёт приятно удивлять своих клиентов. Кстати, посмотреть на людей, которые создают Точку, всегда можно в нашем инстаграме.           Уже чувствуешь, что команда мечты рядом? Ты знаешь, что делать :) ",Полная занятость,Гибкий график,От 1 года до 3 лет,|SCALA|Akka|Docker,3.0,118787.17948717947,1.0,73972.72727272728,sсala разработчик,Имеешь опыт промышленной разработки на одном из этих языков: Scala / Java. Есть непреодолимая тяга к FP.,"Понимаешь принципы построения систем на базе миросервисной архитектуры, знаешь классические алгоритмы и структуры данных, сортировки, алгоритмы на графах, динамическое программирование.",0.7,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,Бомбус Медиа Холдинг,2019-11-27T18:08:21+0300," Обязанности:     Техническая поддержка сайта, внесение доработок на сайт   Консультирование и помощь сотрудникам в офисе в случае возникновения проблем с оборудованием     Требования:     Знание PHP/Python, SQL обязательны   Опыт работы с фреймворками — CodeIgniter/Yii/Laravel, Понимание REST API, Gulp, Git - приветствуются     Условия:     Полный рабочий день   Фуллтайм в офисе   Официальное трудоустройство, соцпакет   ",Полная занятость,Полный день,От 1 года до 3 лет,|MySQL|Python|Git|PHP|PHP5,3.0,118787.17948717947,1.0,60000.0,разработчик сайтов,"Знание PHP/Python, SQL обязательны. Опыт работы с фреймворками — CodeIgniter/Yii/Laravel, Понимание REST API, Gulp, Git - приветствуются.","Техническая поддержка сайта, внесение доработок на сайт. Консультирование и помощь сотрудникам в офисе в случае возникновения проблем с оборудованием.",0.5333333333333333,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
Екатеринбург,Тензор,2019-12-02T09:25:45+0300," У нас всегда много планов и задумок, и именно поэтому мы в поиске опытного специалиста по машинному обучению. Большое разнообразие продуктов компании позволит вам применить свои знания в интересующей вас области машинного обучения. А большое количество клиентов не оставит вас без данных для обучения.    Мы ждем от Вас:      Экспертные знания C++ или Python;   Опыт промышленного использования Machine Learning и Deep Learning;   Опыт и желание руководить группой таких же единомышленников;   Опыт работы от 5 лет, в направлении ML/DL от 2-х лет.      Мы предлагаем:      Интересные задачи;   ДМС после года работы в компании;   Премии по итогам работы за месяц;   Курсы английского языка;   Активную корпоративную жизнь и компенсацию занятий спортом.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,245000.0,3.0,160000.0,senior maсhine learning разработчик,Экспертные знания C++ или Python. Опыт промышленного использования Machine Learning и Deep Learning. Опыт и желание руководить группой таких же...,Без обязанностей,0.36666666666666664,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,WakeApp,2019-12-02T13:22:50+0300," В связи с открытием направления  Разработки мобильных игр , приглашаем   Unity разработчика   для формирования и управления своей будущей командой.    Обязанности:      Разработка игр для мобильных устройств iOS и Android;   Разработка внутриигрового инструментария.   Организация процесса разработки игровых проектов с нуля;   Участие в процессе найма и адаптации сотрудников game dev вместе с HR;   Постановка задач команде.      Требования:      Опыт разработки на Unity3D (C#) от 3 лет;   Наличие завершенных проектов;   Опыт отладки и тестирование кода;   Опыт проектирования архитектуры сложных приложений;   Навыки по оптимизации скорости работы и занимаемой памяти приложений;   Умение самостоятельно решать поставленные задачи;   Опыт работы в команде;   Опыт подключения сторонних плагинов и создания своих (in-app, социальные сети, реклама, сетевые взаимодействия, анимации, интерфейсы).      Условия:      Достойная оплата;   Дружный и веселый коллектив;   Вечеринки и корпоративные мероприятия;   График работы 5/2 (Гибкое время начала рабочего дня);   Атмосфера, где легко оставаться собой: минимум формализма, открытые коммуникации.     Мы готовы предложить конкурентную заработную плату, большую свободу действий и перспективы роста.   Отклики с сопроводительными письмами рассматриваются в первую очередь.     ",Полная занятость,Гибкий график,От 3 до 6 лет,|Unity|iOS|Android,6.0,2700.0,3.0,1200.0,unity разработчик,Опыт разработки на Unity3D (C#) от 3 лет. Наличие завершенных проектов. Опыт отладки и тестирование кода. ,Разработка игр для мобильных устройств iOS и Android. Разработка внутриигрового инструментария. Организация процесса разработки игровых проектов с нуля. ,0.36666666666666664,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,R-брокер,2019-11-26T12:06:40+0300," Для работы над крупным проектом требуется PHP-разработчик. Удаленная работа. ФУЛТАЙМ!        Обязанности:      Думать   Проектировать   Программировать   Тестировать свои творения      Требования:      PHP (ООП)   Понимание шаблонов проектирования   Написание технической документации   jQuery (работа с элементами, атрибутами, стилями, ajax)   MySQL (CRUD и объединение таблиц обязательно)   fireBug (html, сеть, отладка js)   Любая IDE: NetBeans,Eclipse phpStorm   Умение работать с GIT   Пользоваться отладчиком и использовать трассировку (Xdebug)   Опыт работы с Yii 1/2 или другими PHP-фреймворками.    Внимание! Требуется именно разработчик, а не кодер!       Условия: ,     График работы с 10 до 19   Заработная плата от 80 т.р и выше   Молодой коллектив, пока небольшой.   По результатам работы возможна оплата участия в различных конференциях.   ",Полная занятость,Удаленная работа,От 3 до 6 лет,,6.0,100000.0,3.0,80000.0,php разработчик,"PHP (ООП). Понимание шаблонов проектирования. Написание технической документации. JQuery (работа с элементами, атрибутами, стилями, ajax). MySQL (CRUD и объединение таблиц...",Думать. Проектировать. Программировать. Тестировать свои творения.,0.5666666666666667,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,NAUMEN,2019-11-26T08:52:00+0300,"  Naumen  – один из IT-лидеров в России*. С 2001 года мы разрабатываем и внедряем интеллектуальные системы и сервисы, которые приносят пользу бизнесу и государству в реальной жизни, а не «на бумаге». Нашими ИТ-продуктами пользуются крупнейшие компании России, входящие в топ-500, из разных отраслей: энергетика, финансовый сектор, телекоммуникации, промышленность, ритейл и госструктуры. Мы амбициозны и не останавливаемся на достигнутом: ежегодно оборот Naumen растет на 30%, количество сотрудников увеличивается на 17%, открываются новые офисы компании.   * ТОП-10 крупнейших разработчиков ПО по числу инсталляций в РФ (по версии TAdviser), разработчик №1 в России в сегменте аутсорсинговых контакт-центров (по версии iKS-Consulting) и входим в ТОП-10 IT-работодателей России (по версии HeadHunter).   Мы ищем  Scala Developer (Java / C++ / С# / Python).    Департамент информационных систем управления компании  Naumen  разрабатывает и внедряет комплексные информационно-аналитические решения для органов государственной власти, представителей образования, науки и бизнеса.   Департаментом реализованы такие проекты как: информационно-аналитические системы поддержки процессов проведения экспертизы научных проектов; BI-системы мониторинга финансовых показателей и результативности; информационно-научный портал для взаимодействия науки и бизнеса 4science.    Требования:     Обязательно:      опыт программирования на одном из языков: Scala, Java, C++, C#, Python;   опыт работы с базами данных - SQL;   понимание принципов создания асинхронных приложений;   ответственность, стремление достигать результата;   стремление к изучению используемых нами технологий.      Желательно:      знакомство с Linux, Docker;   опыт работы в команде;   опыт использования системы контроля версий;   знакомство с front-end технологиями: HTML, CSS, Typescript, Angular.      Чем предстоит заниматься:      реализация бизнес логики на Scala и немного Angular;   обсуждение задач и выбор оптимального пути решения;   реализация микросервисов и их интеграция с приложениями.      Используемые нами технологии:      Scala, Akka, Play;   Github, Gitlab, Jenkins;   Docker, Docker-compose, Kubernetes;   PostgreSQL, MongoDB;   Angular 4+.      В Naumen мы создали все условия для продуктивной и интересной работы:      индивидуально обсуждаем с каждым кандидатом зарплатные ожидания;   лояльный график работы и минимум бюрократии;   работа в команде профессионалов в атмосфере взаимопомощи и поддержки;   реальная возможность влиять на развитие и качество продукта;   возможность профессионального обучения за счет компании;   мы поддерживаем развитие ИТ-сообщества и обмен опытом: участвуем во внешних и внутренних конференциях не только в качестве слушателя, но и в качестве спикера, обучаем школьников и студентам программированию, проводим собственные образовательные программы;   практикуем индивидуальное планирование карьеры, Performance Review 2 раза в год (80% ключевых сотрудников компании выросли внутри Naumen);   заботимся о здоровье наших сотрудников:    ДМС сразу после испытательного срока: посещение специалистов в лучших поликлиниках и стоматологиях города, вызов врача на дом, госпитализация, телемедицина;   полис выезжающих за рубеж (покрытие весь мир);   вакцинация от гриппа;       насыщенная корпоративная жизнь компании: яркие корпоративы, поздравления с календарными и профессиональными праздниками. Подарки в честь значимых событий в жизни сотрудников: рождение ребенка, свадьба, подарки детям на Новый год;   поддерживаем любовь к спорту: есть своя волейбольная команда, команды по кикеру, велопрогулки, возможна частичная компенсация занятий спортом, участвуем в Спартакиаде айтишников;   современный и комфортный офис (Татищева). В офисе оборудованы комната активного отдыха (настольный теннис, настольный футбол, тренажеры, массажное кресло), душевая кабина. Есть корпоративное кафе, кофе-поинты с разнообразными перекусами. Оборудована велопарковка в подземном паркинге в бизнес-центре.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,118787.17948717947,1.0,73972.72727272728,sсala разработчик,"Опыт программирования на одном из языков: Scala, Java, C++, C#, Python. Опыт работы с базами данных - SQL. Понимание принципов создания...",Реализация бизнес логики на Scala и немного Angular. Обсуждение задач и выбор оптимального пути решения. Реализация микросервисов и их интеграция...,0.5666666666666667,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,АСКОН,2019-11-26T08:19:09+0300," Обязанности:     Выполнение работ по внедрению комплекса программного обеспечения АСКОН:       установка и настройка конфигурации ПО АСКОН;   проектирование и разработка по ТЗ модулей расширения функционала автоматизированных систем АСКОН, в том числе создание справочников и дополнительных модулей;   доработка существующего программного обеспечения;   тестирование программного обеспечения в рамках ТЗ;   настройка конфигурации базы данных и других элементов программного обеспечения по ТЗ;   работа с SQL-запросами;   генерация и автоматизация построения отчетов;   разработка описания ПО, инструкций по установке и использованию ПО;   обучение пользователей.     2. Ведение учета собственных работ и ресурсов, затраченных на работы, в том числе в системе управления проектами.   3. Возможно привлечение в помощь менеджерам по продажам при проведении переговоров на этапе продажи, проведение живых показов работы автоматизированных систем на базе ПО АСКОН.    Требования:      Высшее техническое образование;   Опыт работы программистом на промышленных предприятиях (отдел АСУ), либо в IT-компании не менее 1 года;   Навыки разработки и тестирования программного модуля по готовому техническому заданию;   Знание архитектуры и опыт работы в MS SQL Server;   Знание языка программирования С# и опыт программирования на платформе .NET;   Знание основ объектно-ориентированного программирования;   Желательно:       опыт работы VBS, .Net Core, ASP.NET, HTML, JavaScript;   работа с системами контроля версий (например, SVN);   опыт использования компонентов DevExpress;   опыт использования WPF при разработке приложений на C#;   опыт использования авто-тестов;   знание основ разработки технического задания на ПО.     8. Приветствуется опыт участия в проектах внедрения информационных систем в составе проектной команды;   9. Умение работать в команде, ответственность, активность;   10. Готовность к командировкам (УРФО, ХМАО).    Условия:      Оформление по ТК РФ с первого дня работы;   Социальный пакет;   График работы: пятидневная рабочая неделя с 08:00 до 17:00 (пятница до 16:00).   Оплата: оклад + квартальная премия.   Размер оклада 40 000 – 50 000 рублей, в зависимости от опыта и квалификации кандидата. Размер ежеквартальной премии - по результатам работы;   Перспективы профессионального и карьерного роста;   Оплата сотовой связи;   Корпоративные мероприятия;   Работа в динамично развивающейся, надежной компании в дружном коллективе;   Работа в Екатеринбурге в просторном и светлом помещении.   ",Полная занятость,Полный день,От 1 года до 3 лет,|C#|MS SQL|MS SQL Server|SQL|SVN,3.0,50000.0,1.0,40000.0,разработчик,"Высшее техническое образование. Опыт работы программистом на промышленных предприятиях (отдел АСУ), либо в IT-компании не менее 1 года. ",Выполнение работ по внедрению комплекса программного обеспечения АСКОН: Установка и настройка конфигурации ПО АСКОН. Проектирование и разработка по ТЗ модулей...,0.5666666666666667,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
Екатеринбург,Газпромбанк,2019-11-24T00:56:07+0300," Обязанности:     Разработка нового и доработка имеющегося функционала автоматизированных банковских систем ЦФТ-Банк (IBSO);   Разработка локальных объектов на платформе ЦФТ-Банк (PL+, PL/SQL);   Поиск, локализация и устранение ошибок в ПО;   Разработка интеграционных сервисов для взаимодействия с внешними системами банка;   Внедрение АБС ЦФТ в структуры Банка;   Участие в разборе проблемных ситуаций, связанных с эксплуатацией программных систем, поддержка пользователей по проблемам 3-ей линии;   Мониторинг производительности разработанных программных продуктов, решение задач и принятие соответствующих мер в целях повышения производительности.     Требования:     Высшее профессиональное образование;   Стаж работы на аналогичной должности от 3-х лет;   Опыт разработки ПО на платформе ЦФТ от 3-х лет;   Знание языков программирования PL+, PL/SQL, PERL;Знание учетного ядра ЦФТ-банк и основных банковских продуктов;   Понимание интеграционных механизмов, опыт решения интеграционных задач;   Опыт внедрения АБС ЦФТ-банк, отдельных подсистем;   Опыт оптимизации SQL-запросов;   Способность к анализу, систематизации, классификации, ответственность, способность работать с большим объемом информации.     Условия:       Работа в подразделении входящем в состав Головного офиса Банка;       Работа в одном из крупнейших банков РФ (ТОП - 3);       Оформление в соответствии с ТК РФ;       Достойный уровень оплаты труда;       Расширенный социальный пакет;       Предоставление полиса ДМС.     ",Полная занятость,Полный день,От 3 до 6 лет,|Oracle Pl/SQL|SQL|C++|MS SQL,6.0,118787.17948717947,3.0,73972.72727272728,разработчик pl sql,Высшее профессиональное образование. Стаж работы на аналогичной должности от 3-х лет. Опыт разработки ПО на платформе ЦФТ от 3...,Разработка нового и доработка имеющегося функционала автоматизированных банковских систем ЦФТ-Банк (IBSO). Разработка локальных объектов на платформе ЦФТ-Банк (PL+...,0.6666666666666666,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Екатеринбург,Диа Софт,2019-12-06T13:53:44+0300,"  Необходимые навыки    — Уровень Middle в разработке   — Уверенное владение Ruby on Rails   — СУБД: PostgreSQL, mongoDB   — Знание Docker        Будет плюсом    — Знание и понимание Python Django   — Опыт работы в сфере финтеха или на платёжной системе   — Владение Ansible        Предлагаем    — Зарплата по результатам собеседования   — Официальное оформление   — Гибкий подход к оплате во время отпуска и больничных   — Современная, динамичная компания с дружелюбной рабочей атмосферой   — Рабочий день с 10:00 до 19:00 с перерывом на обед   — Рабочий график 5/2        Обязанности    • Разработка на Ruby on Rails, Python Django   • Разработка при использовании СУБД PostgreSQL, mongoDB   • Знание и использование Docker (swarm cluster)   • Работа с CI/CD pipeline. (gitlab, teamcity)   • VSC (git + GitLab)     ",Полная занятость,Удаленная работа,От 3 до 6 лет,|Python|PostgreSQL|Git|Первичные документы|СУБД|Ruby On Rails|Ruby,6.0,118787.17948717947,3.0,150000.0,ruby on rails разработчик,"Необходимые навыки. — Уровень Middle в разработке. — Уверенное владение Ruby on Rails. — СУБД: PostgreSQL, mongoDB. — Знание Docker. Будет плюсом. — ","Разработка на Ruby on Rails, Python Django. Разработка при использовании СУБД PostgreSQL, mongoDB. Работа с CI/CD pipeline. (gitlab, teamcity).",0.23333333333333334,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
