city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,javascript,css,html,git,html5,php,css3,jquery,mysql,react,other
Новосибирск,Эковита,2019-11-19T08:02:08+0300,"  Для интеграции сервисов компании с CRM, CMS, сайтами и приложениями ищем Full Stack программиста.      Обязанности:        Интеграция сервисов в существующую клиентскую инфраструктуру     Настройки интеграции через GTM (Google Tag Manager)     Работа с интерактивным пользовательским интерфейсом (Javascript)     Работа с системой заказов     Интеграция систем оплаты и доставок     Доработка админки для управления работой сайта     Разработка инструментов аналитики и статистики        Требования:        Знание PHP и SQL, JavaScript; HTML, CSS;     Умение разбираться в чужом коде;     Опыт работы с системами контроля;        Преимуществом будут:        Опыт разработки коммерческих проектов и проектов с высокой нагрузкой;     Высшее техническое образование;     Опыт интеграции с CMS и CRM;        Немного про условия работы:         Наш офис комфортно расположился в самом центре  Академгородка  (через дорогу от ТЦ  «Эдем»)      Мы предлагаем Вам на выбор график работы: с 09-00 до 18-00 или с 10-00 до 19-00; с понедельника по пятницу;     Официальное трудоустройство;     Социальный пакет включает в себя  продуктовый бонус  от Компании (право на приобретение любой нашей продукции каждый месяц ПЛЮСОМ к заработной плате на  3000 руб .),      Корпоративная программа  &quot;Спорт&quot;;      Бесплатная наземная  парковка  для наших сотрудников;     Небольшая, но милая кухонька, где можно разогреть  обед , с любовью приготовленный дома.       Условия-  отличные , рабочее место- уютное , команда- огонь . Самое главное- это возможность работать над созданием масштабного, и крутого проекта не только для Российского рынка. Мы расширяем нашу международную географию присутствия Компании, и нам не обойтись без сильной профессиональной Команды.      Мы тебя очень ждем))) Отправляй свое резюме))       Уже любящий тебя HR компании &quot;Эковита&quot; :) :) :)       ",Полная занятость,Полный день,От 3 до 6 лет,|JavaScript|jQuery|Ajax|HTML|CSS|PHP|Веб-программирование,6.0,112577.77777777777,3.0,72072.13114754099,web,"Знание PHP и SQL, JavaScript; HTML, CSS. Умение разбираться в чужом коде. Опыт работы с системами контроля. Опыт разработки коммерческих...",Интеграция сервисов в существующую клиентскую инфраструктуру. Настройки интеграции через GTM (Google Tag Manager). Работа с интерактивным пользовательским интерфейсом (Javascript). ,0.8,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1
Новосибирск,Grid Dynamics,2019-11-26T14:20:47+0300,"  Description:    We are actively seeking a great Full Stack Engineer with excellent technical expertise, who is interested in joining our growing project. Our customer is a global international top software company with headquarter in Mountain View. As a key engineer, you will be working in collaboration with worldwide industry experts. Join our bright engineering team with open communication, empowerment, innovation, and customer-centric culture.    Responsibilities:      Participate in the design and development of web applications from requirements analysis to production.   Constantly improve software quality (evaluate and incorporate new libraries, tools, and technologies; code reviews; refactoring; testing; etc.)   Analyze and improve application performance   Search for simple and robust solutions to complex tasks   Work in an Agile methodology environment where innovation, teamwork, and creativity are the key to success      Requirements:      Bachelor’s/Master’s degree in Computer Science/ Engineering or a related field (or equivalent experience)   Have 5+ years of experience writing and deploying production code   Strong ability to abstract complex problems to their essential components and design and implement elegant solutions for them   Robust OO Programming and OO Design concepts knowledge   Strong knowledge of Java 8, GCP, Microservices   Experience with JavaScript, Typescript, Angular2   Strong unit/integration testing experience   Delivery Focused using Agile Development Methodology (Scrum/Kanban)   Need to be a team player while having the capacity to work independently   Strong analytical and logical skills including troubleshooting   Good interpersonal communication skills, both verbal and written   Good English both verbal and written skills are a must      We offer:      Opportunity to work on bleeding-edge projects   Work with a highly motivated and dedicated team   Competitive salary   Flexible schedule   Medical insurance   Benefits program   Corporate social events      About us:   Grid Dynamics is an engineering services company known for transformative, mission-critical cloud solutions for the retail, finance, and technology sectors. We have architected some of the busiest e-commerce services on the Internet, and have never had an outage during the peak season. Founded in 2006 and headquartered in San Ramon, California with offices throughout the US and Eastern Europe, we focus on big data analytics, scalable omnichannel services, DevOps, and cloud enablement. ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,112577.77777777777,3.0,72072.13114754099,web,Bachelor’s/Master’s degree in Computer Science/ Engineering or a related field (or equivalent experience). Have 5+ years...,Participate in the design and development of web applications from requirements analysis to production. Constantly improve software quality (evaluate and...,0.5666666666666667,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,DataArt,2019-12-10T19:17:55+0300,"  Full Stack (Node.js+React.js) Developer (Санкт-Петербург)     О работе    DataArt занимается IT-консалтингом и созданием ПО. С 1997 года мы проектируем, разрабатываем, модернизируем и поддерживаем решения, которые помогают расти бизнесу наших клиентов. DataArt начинался как компания друзей. Отсюда — особенная культура, которая отличает нас от других IT-аутсорсеров:   — Плоская структура: нет прямых начальников и подчиненных.   — Мы берем людей не в проект, а в компанию. Если работа на клиента закончилась, вы переходите в другой проект или в оплачиваемый idle.   — Гибкий график, возможность менять проекты, работать из дома, пробовать себя в разных ролях.   — Минимум бюрократии и микроменеджмента, удобные корпоративные сервисы.    Требования      Не менее 10-ти лет опыта разработки коммерческого ПО.   Не менее 8-ми лет опыта разработки web-based ПО с использованием Node.js.   Опыт работы с React.js.   Опыт работы с NPM, Webpack, yarn, TypeScript, JavaScript, SPA MongoDB.   Отличное знение Git.   Понимание ООП и SOLID-принципов.   Понимание парадигм веб-разработки: RESTful APIs, pub/sub, security.   Опыт работы с микросервисами и разработки мощных масштабируемых приложений.   Хороший разговорный английский.      Будет плюсом      Понимание Progressive Web Apps и Accelerated Mobile Pages.   Знание Jenkins, Jira, Confluence, Bitbucket.   Владение LESS, SASS, Docker и Kubernetes, Kafka, WebSockets, MQTT, gRPC, MessagePack, protobuf.          DATAART ПРЕДЛАГАЕТ:      Профессиональное развитие: - Опытные коллеги готовы делиться знаниями. - Возможность менять проекты, стек, пробовать себя в разных ролях. - Более 150 внутренних курсов повышения квалификации. - Изучение и практика английского: курсы, общение с коллегами и клиентами из разных стран. - Поддержка докладчиков, выступающих на конференциях и встречах технологических сообществ.   Возможность сосредоточиться на работе: отсутствие бюрократии и микроменеджмента, удобные корпоративные сервисы.   Дружеская атмосфера, забота о комфорте специалистов.   Гибкий график (есть присутственные часы), возможность работать удаленно по согласованию с коллегами.   Возможность поработать в любом нашем центре разработки.   ",Полная занятость,Гибкий график,Более 6 лет,,,112577.77777777777,6.0,72072.13114754099,web,Не менее 10-ти лет опыта разработки коммерческого ПО. Не менее 8-ми лет опыта разработки web-based ПО с...,"О работе. - Изучение и практика английского: курсы, общение с коллегами и клиентами из разных стран. - Поддержка докладчиков, выступающих на конференциях...",0.1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,ПаникАпп,2019-12-09T09:47:36+0300," Мы занимаемся разработкой корпоративных и клиентских  мобильных приложений  и проектов по автоматизации с 2012 года. Среди наших клиентов крупная сеть пиццерий Pizza Hut, Burger King, крупные сети медицинских учреждений. Также мы сотрудничаем со стартапами и разрабатываем приложения с использованием машинного обучения и компьютерного зрения. Мы собираем команду увлеченных разработчиков, готовых расти. Сейчас нам нужен  frontend -  разработчик  для работы в крупном проекте.    Обязанности:      Задачи будут, как связанные с поддержкой существующего проекта (крупная Федеральная сеть автосервисов), так и с реализацией нового функционала в нем.   Возможно участие в других проектах компании      Требования:      Опыт работы с одним или несколькими фреймворками (React или Vue JS)   Опыт разработки кроссбраузерных, адаптивных UI   Знания HTML, CSS, JS   Умение правильно оценить объем и время выполнения задачи   Опыт в разработке от 2х лет.      Условия:      Полный рабочий день, гибкий график.   Возможность работать полный рабочий день удаленно или в офисе (на выбор сотрудника).   Заработная плата в зависимости от квалификации (отработанные часы + премии). Готовы обсуждать индивидуально.   Молодая и увлеченная команда.   Интересные задачи и проекты разной специфики.   ",Полная занятость,Удаленная работа,От 1 года до 3 лет,|JavaScript|Git|CSS3|Мобильность|Vuejs,3.0,112577.77777777777,1.0,72072.13114754099,web,"Опыт работы с одним или несколькими фреймворками (React или Vue JS). Опыт разработки кроссбраузерных, адаптивных UI. Знания HTML, CSS, JS. ","Задачи будут, как связанные с поддержкой существующего проекта (крупная Федеральная сеть автосервисов), так и с реализацией нового функционала в нем. ",0.13333333333333333,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1
Новосибирск,ЭЛСИ ГРУПП,2019-12-12T05:40:32+0300,"  LС Group  – продуктовая IT-компания, развивающая ряд сервисов в области автоматизации сегмента онлайн-кредитования, оценки рисков и анализа больших данных. Нашими продуктами являются решения для кредитного скоринга и фрод-мониторинга, чат-боты для колл-центров, решения для поведенческого и sentiment-анализа посетителей сайта, интеграции BI-систем, задачи компьютерного зрения в сфере верификации лиц и многое другое.   Наши технические решения реализованы партнерами на финансовых рынках Мексики, ЮАР, Испании, Вьетнама и России.   Мы открываем поиск на позицию  Web-аналитик  для работы на международных проектах, для расширения своей команды и развития новых проектов.    Обязанности:        Построить и поддерживать систему сквозной аналитики;       Выстроить систему регулярной отчетности по эффективности маркетинговых каналов, ключевым показателям воронок на сайте;       Формировать на основе имеющихся данных гипотезы по улучшению конверсий, участвовать в проведении тестов этих гипотез, проводить пост-анализ;       Поддерживать актуальность всех систем веб-аналитики;       Проводить А/B тестирования сайта и приложений;       Взаимодействовать с разработкой: ставить задачи, составлять ТЗ.       Требования:       Глубокое знание Google Analytics (Universal Analytics) &amp; Яндекс Метрики;       HTML, JS ;       Measument Protocol ;       Знание Power BI будет большим преимуществом;       Понимание основ баз данных ;       Понимание принципов SEO и рекламы ;       Уметь выстраивать систему KPI ;       Знание математической статистики ;       Умение делать выводы и давать рекомендации на основе данных.        Мы гарантируем:        Соблюдение всех обязательств по ТК РФ. «Белая» заработная плата;       ДМС для всех сотрудников (амбулаторное лечение + стоматология);       Еда в офисе: мы регулярно закупаем продукты для здорового перекуса, фрукты и сладости. Про чай и кофе-машину даже говорить не будем :);       Регулярные ревью, ретроспективы на проектах, индивидуальный подход к твоему развитию;       Возможность проявлять инициативу и стать реальным двигателем изменений в компании – мы всегда готовы обсуждать и реализовывать лучшие идеи;       Насыщенная корпоративная жизнь и развитая инженерная культура: посещение конференций, регулярная организация внутренних мероприятий для обмена опытом и дискуссий, неформальные корпоративные мероприятия;       Возможность учить английский язык и заниматься спортом с корпоративными скидками;       Гибкий график и отсутствие дресс-кода;       Комфортный Офис в 2 минутах ходьбы от м. Октябрьская.         Откликайся на нашу вакансию и в течение 1-2 рабочих дней мы свяжемся с тобой.   ",Полная занятость,Полный день,Нет опыта,|HTML|Веб-аналитика|Google Analytics|HTML5|SQL,,112577.77777777777,,72072.13114754099,web,"Глубокое знание Google Analytics (Universal Analytics) &amp; Яндекс Метрики. HTML, JS . Measument Protocol . Знание Power BI будет большим преимуществом. ","Построить и поддерживать систему сквозной аналитики. Выстроить систему регулярной отчетности по эффективности маркетинговых каналов, ключевым показателям воронок на сайте. ",0.03333333333333333,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Новосибирск,«Предприятие «ЭЛТЕКС»,2019-12-13T05:13:52+0300,"  Eltex  - это 27 лет разработки и производства телекоммуникационного оборудования, 8 лабораторий разработки, более 100 партнеров и 2500 компаний-клиентов из более чем 20 стран мира.   Мы приглашаем тебя присоединиться к нашей большой и профессиональной команде!    Обязанности:      Разработка и администрирование внутренних сервисов.      Требования:      PHP, Python, Ruby (будет плюсом)   Опыт работы с bitrix (разработка, администрирование)   Плюсом будет опыт работы с другими CMS (joomla, drupal, wordpress и т.п.)   Навыки администрирования (apache, nginx, php)   GraphQL      Мы предлагаем:      Трудоустройство согласно ТК РФ, полный соц.пакет, белая ЗП (оклад + ежемесячная премия);   Корпоративные скидки от компаний-партнеров;   Собственный тренажерный зал в офисе;   Бесплатный служебный транспорт от пл.Калинина и 4,5,6 мкр.;   Корпоративный английский язык;   Поддержка спортивного духа в компании (участие в &quot;Гонке героев&quot;, спартакиаде среди организаций г. Новосибирска и др.);   Два больших здания на собственной территории (с парковочными местами и для авто, и для велосипеда);   ",Полная занятость,Полный день,От 1 года до 3 лет,|PHP|Git|Joomla CMS|1С-Битрикс|Python|Linux|Ruby|CMS Wordpress,3.0,112577.77777777777,1.0,35000.0,web,"PHP, Python, Ruby (будет плюсом). Опыт работы с bitrix (разработка, администрирование). Плюсом будет опыт работы с другими CMS (joomla, drupal...",Разработка и администрирование внутренних сервисов.,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
Новосибирск,Креатик Софт,2019-12-13T07:31:26+0300," Привет! Мы — компания CreaticSoft, нас около 90 человек, которые делятся на два основных направления разработки. Это проекты на тысячи человеко-часов, которые развиваются уже в течение нескольких лет.   Наши партнёры активно поддерживают развитие продуктов и методично наполняют бэклог новыми фичами и заявками на изменения, поэтому мы постоянно наращиваем мощности для стабильной, чёткой и быстрой доставки новых версий систем.   Для усиления наших команд мы ищем Java backend-разработчика уровня middle/senior.    Мы в IT с 2003 года. Наши проекты:      Центральная часть платформы Tradeshift — e-commerce “соцсети”, которая соединяет корпоративных покупателей и поставщиков, автоматизирует их взаимоотношения.   Смесь Amazon и Uber для Middle East — каталог местных бизнесов с их товарами и сервис их доставки, а заодно и такси.   ProductLAB — внутреннее R&amp;D-направление по созданию конвейера новых IT-продуктов.      О технологиях:        Бэкенд — Java.       Фронтенд — AngularJS, Node.js, React.       БД — PostgreSQL.       Облака — AWS, Kubernetes, Docker.        Что мы предлагаем:        Работу в стабильной компании — мы много лет на рынке и сотрудничаем с нашими партнёрами по долгосрочным контрактам. Мы — центр технической компетенции и разработки продуктов, наши коллеги доверяют нам, а мы заинтересованы развивать наши общие истории.       Демократичный стиль управления. У нас практически горизонтальная структура, наши собственники всегда в курсе всех дел и в беде не бросят, а наши менеджеры — строгие, но справедливые, и к ним всегда можно обратиться за советом и поддержкой.       Нескучные задачи. В силу специфики и размера продуктов, каждый сможет по договорённости взяться за интересную ему часть проекта. А если захочется челлендж — то в бэклоге всегда найдётся зубодробительная сложная задача, на которой можно прокачать и опробовать свои скиллы.       Профессионализм. Мы тщательно подходим к отбору сотрудников и вкладываемся в профессиональный рост каждого человека. В итоге мы собрали в одном месте коллектив эрудированных людей и профессионалов в своем деле, у которых есть чему научиться.            Общие требования:        Опыт коммерческой разработки на Java от 3-х лет.       Опыт и интерес в разработке многопоточных, высоконагруженных систем.       Владение разговорным английским языком на уровне intemediate+, чтобы уверенно участвовать в технических обсуждениях.       В твои обязанности будет входить разработка новой функциональности (новые фичи и CRы), поддержка работоспособности системы (саппортные таски), участие в обсуждении новой функциональности и использования технологий.        Необходимый технический опыт:        J2EE, Spring, Apache Commons.       Tomcat, Jetty.       REST, SOAP, Ajax.       Опыт работы с сервисами безопасности — например, OAuth, OpenId, SSO/SAML, WS-Security, PKI.       Реляционные СУБД (Postgres), а также Elasticsearch;       Системы контроля версиями (Git) и Pull Request в Github;       Опыт работы в *nix операционных системах.        Плюсом будет опыт в:      Построение систем в EventSource, СQRS, SСS.   AWS, Docker.     MQ (JMS, Artemis).       HTML/HTML5/CSS.       Grails, PHP, Ruby on Rails, Django, Struts.       Преобразование данных XML, XSLT, XPath JSON.       Практический опыт с системами:       автоматической сборки и непрерывной интеграции приложений (Maven, Jenkins);       автоматического тестирования (Mockito, Geb или Spock, Selenium, Selenium Wedriver, Thucydides).           Опыт разработки и использования BI решений (data warehouse, high performance storage, analytics, streaming data processing, ML).       Опыт работы с нереляционными БД.       Опыт проектирования сложных REST API.        Условия:    У нас все официально и вся зарплата “в белую”.   Наши офисы — в Технопарке, на Речном вокзале и в Словении. Главный офис находится в Академгородке, офис поменьше — на Речном вокзале. После прохождения испытательного срока ты сможешь выбрать, где тебе удобнее работать. Также каждый сотрудник может провести в Словении до 2 месяцев в году, с компенсацией затрат на проживание. По договорённости возможна релокация.   Синхронизируем работу над бэклогом с коллегами из Дании, Румынии, Китая и США. Иногда ездим друг к другу в гости в командировки.   Чтобы легче общаться с нашими иностранными коллегами, у нас есть курсы английского языка за счет компании прямо в офисе.   Каждую пятницу мы проводим технические митапы в офисе — делимся опытом, разбираем интересные кейсы, обсуждаем успехи и факапы.   Если твоя душа лежит к участию в разработке больших enterprise-решений и перечисленные выше технологии тебе знакомы не понаслышке, то мы ждём тебя на знакомство :) Пиши нашей HR Оле на почту или звони — она расскажет куда и когда приходить.     ",Полная занятость,Полный день,Более 6 лет,|Java|Spring Framework|Apache Tomcat|REST|SOAP|PostgreSQL|Git|HTML|Scrum|Apache Maven,,150000.0,6.0,90000.0,web,"Опыт коммерческой разработки на Java от 3-х лет. Опыт и интерес в разработке многопоточных, высоконагруженных систем. Владение разговорным английским...","Центральная часть платформы Tradeshift — e-commerce “соцсети”, которая соединяет корпоративных покупателей и поставщиков, автоматизирует их взаимоотношения. Смесь Amazon и Uber...",0.0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Новосибирск,Брокеркредитсервис,2019-11-19T07:35:15+0300,"  Мы занимаемся развитием брокерского бизнеса в крупной финансовой компании. Сейчас мы находимся в поиске веб-инженера для нашей команды.     Основные обязанности:      Разработка сервисов;   Разработка ядра системы MARS;   Разработка интеграций с внутренними системами компании.     Что мы ждем от тебя:     Знание Java / Kotlin;   Знакомство с семейством Spring (boot, cache, stream);   Понимание Hibernate или другой ORM, опыт работы с базами данных;   Опыт работы с очередями (RabbitMQ / Kafka);   Знакомство с системами контроля версий GIT, Mercurial;   Понимание методологий разработки ПО, знакомство с Agile;   Желание изучать что-то новое и делиться этим с коллегами.      Что от нас:        Оформление согласно ТК РФ;       Конкурентная заработная плата;       Расположение офиса - м. Площадь Ленина;       Гибкое начало дня, есть возможность сдвинуть рабочие часы, чтобы трудиться эффективнее;       ДМС (по льготным условиям);       Льготное приобретение фитнеса в компаниях World Class, фитнес-клуб Европа, X-FIT;       Отсутствие дресс-кода;       Вечерние занятия в танцевальной студии БКС;       Спортивные команды по футболу, волейболу, баскетболу, настольному теннису;     ",Полная занятость,Гибкий график,Нет опыта,,,112577.77777777777,,72072.13114754099,web,"Знание Java / Kotlin. Знакомство с семейством Spring (boot, cache, stream). Понимание Hibernate или другой ORM, опыт работы с базами данных. ",Разработка сервисов. Разработка ядра системы MARS. Разработка интеграций с внутренними системами компании.,0.8,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,"Обновление, ПФК",2019-12-11T08:54:32+0300,"  Привет, друг! Задержись на нашем любопытном предложении :)     Производственная фармацевтическая компания Обновление (торговая марка RENEWAL) приглашает на позицию  Инженера-программиста.   Вакансия открыта в связи с расширением производства    RENEWAL  ― крупная, динамично развивающаяся российская компания по производству лекарственных препаратов, которая входит в топ-3 российских фармацевтических производителей.   Широкий портфель препаратов позволяет поддерживать здоровье населения нашей страны, применяя современные подходы и новейшие разработки в производстве.   Наша миссия - Делать для других то, чего желали бы для себя!    RENEWAL  – это более 2000 профессионалов, идущих в одном направлении! Мы искренне считаем, что наши сотрудники – это самая важная составляющая успеха компании. Единый взгляд на будущее и слаженная работа являются основой, как для долгосрочного развития компании, так и для личного роста каждого члена команды. Именно поэтому мы стремимся развивать и удерживать самый ценный актив – наших специалистов.   Мы заинтересованы в поиске и привлечении целеустремленных, инициативных, энергичных и творческих людей, умеющих работать в команде, готовых к совершенствованию профессиональных знаний и опыта.    Чем надо будет заниматься:    - поддержка проектов на React, React-Native   - расширение функционала CRM-системы    От тебя мы ждем:    - опыт frontend разработки на React.js в реальном проекте не менее года   - опыт разработки на JS с использованием Angular   - умение разбираться в чужом коде   - отличное знание и уверенное владение git, phpStorm, а если будешь знать ubuntu - это будет подарком судьбы :)   - желательно опыт разработки на HTML5 и CSS3 (кроссбраузерность, адаптивность, табличная и блочная верстка)   - желательно понимание принципов RESTful APIs   - ответственность за результат   - дисциплинированость и самостоятельность    За твой опыт мы тебе предлагаем:    - официальное трудоустройство, полный соц. пакет   - график работы 5/2   - заработная плата официальная + ежеквартальная премия   - корпоративная столовая со скидочной системой для сотрудников;   - охраняемая парковка;   - медицинская комиссия за счет компании;   - место работы: ул.Станционная.    Интересно? тогда делай всего лишь 2 действия:     1) откликайся на вакансию     2) жди звонка           ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,112577.77777777777,1.0,72072.13114754099,web,опыт frontend разработки на React.js в реальном проекте не менее года. - опыт разработки на JS с использованием Angular. - ,"поддержка проектов на React, React-Native. - расширение функционала CRM-системы. 2) жди звонка.",0.06666666666666667,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,ГисАвто,2019-12-12T19:27:41+0300," Наша компания является одним из лидеров на рынке облачных решений, предлагает своим клиентам доступ к широкому спектру сервисов по автомобильной тематике, включая средства навигации, коммуникации, поиска, отзывов, размещения и хранения разного рода информации.   В нашу динамично растущую команду нужен  FullStack-разработчик   c опытом разработки на PHP и JS  для работы   над масштабным проектом, направленным на Россию, Ближнее зарубежье, Европу и Китай.    Наши пожелания к будущему коллеге:      Опыт командной работы (git, code review);   Понимание принципов OOP, SOLID, MVC;   Знание и навыки работы с PSR приветствуются;   Приветствуется также опыт работы с Redis, опыт мониторинга и оптимизации SQL-запросов.      Задачи:      Работа с исключительными ситуациями (exceptions) со стороны кода;   Консультирование DevOps-команды по работе кода проекта;   Участие в написании Unit-тестов и автотестов;   Участие в разработке в командах фронтэнда и бэкенда (PHP, JS, GO).      Мы предлагаем комфортные условия для работы:      Достойный уровень заработной платы  (обсуждается индивидуально)  и своевременность ее выплаты два раза в месяц;   Профессиональное развитие в позитивном коллективе;   Удобный гибкий график работы;   Наличие уютного кофе-поинта на территории офиса;   Оборудованное комфортное рабочее место;   Интересные задачи на высоконагруженном проекте с продвинутыми технологиями;   Сильная команда разработчиков, имеется служба devops, лояльное руководство;   Комфортный офис в 5-минутах ходьбы от метро Заельцовская (площадь Калинина).       Ждем Ваше резюме откликом на вакансию! Если у Вас недостаточно знаний или опыта, но есть желание развиваться в сфере информационных технологий, то мы будем рады рассмотреть резюме целеустремленного кандидата.   ",Полная занятость,Гибкий график,От 1 года до 3 лет,|PostgreSQL|ООП|Git|Redis|JavaScript|SOLID|MySQL|Linux|Docker,3.0,112577.77777777777,1.0,70000.0,web,"Опыт командной работы (git, code review). Понимание принципов OOP, SOLID, MVC. Знание и навыки работы с PSR приветствуются. ",Работа с исключительными ситуациями (exceptions) со стороны кода. Консультирование DevOps-команды по работе кода проекта. Участие в написании Unit-тестов...,0.03333333333333333,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Новосибирск,АйТи Мегастар,2019-12-11T10:01:50+0300,"  Megastar  — команда из более чем 50 специалистов, которая знает как делать IT/digital - продукты, предназначенные как для широкой, так и узкоспециализированной аудитории.   Лидеры внутренних команд компании — истинные профессионалы, контролирующие выполнение задач и отвечающие за здравый смысл в разработке.   К каждой задаче мы относимся как к продукту, думая не только о её прямом выполнении, но и стараемся заложить собственную экспертизу, в том числе и в её постановку.   Мы делаем всё от нас зависящее, чтобы определить реальные цели наших партнеров и достичь их оптимальным способом.Наши ключевые ценности- компетентность, ответственность, гибкость и клиенториентированность.   В связи с расширением, приглашаем в нашу команду Web developer /Web программиста.    Мы предлагаем:      оформление по ТК РФ;   гибкий график;   команды профессионалов, искренне заинтересованных в развитии проектов, с продуктовым подходом;   интересные проекты различной сложности;   возможность профессионального и карьерного роста до Team/Tech Lead;   достойный уровень заработной платы (обсуждается на собеседовании);   безлимит чай, кофе, печеньки,корпоративы;   удобная парковка с большим количеством парковочных мест;   комфортные, стильные офисы в Новосибирске и Академгородке.      Необходимые навыки:      опыт web разработки backend от 1 года;   уверенное знание JS;   желательно опыт использования REST API;   опыт работы с любой из реляционных баз данных (Postgresql, MySql);   опыт верстки;   умение работать с GIT;   английский на уровне чтения технической документации (pre-intermediate).          Будет плюсом:      желание развивать свои hard skills в web разработке в сторону Full Stack          Чем предстоит заниматься:      доработка функционала для веб-сервисов;   оптимизация и доработка интерфейсов.             Даже если Вы не нашли какой -то пункт у себя в резюме, мы все равно будем рады познакомиться и рассмотреть Вашу кандидатуру, поэтому смело откликайтесь, даем обратную связь! В случае, если мы не ответили Вам в течение 14 календарных дней, значит мы пока не можем предложить Вам дальнейшее взаимодействие и сотрудничество. Но! Мы сохраняем отклик на перспективу, на будущие проекты.                «Отправляя резюме на данную вакансию, Вы тем самым подтверждаете свое согласие на сбор, систематизацию, накопление, хранение, уточнение, использование, передачу, обезличивание, блокирование, уничтожение своих персональных данных в соответствии с п.3 ч.1 ст.3 Федерального закона от 27.07.2006г № 152-ФЗ «О персональных данных».  ",Полная занятость,Гибкий график,От 1 года до 3 лет,,3.0,70000.0,1.0,40000.0,web,Опыт web разработки backend от 1 года. Уверенное знание JS. Желательно опыт использования REST API. Опыт работы с любой из...,Доработка функционала для веб-сервисов. Оптимизация и доработка интерфейсов.,0.06666666666666667,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
