city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,ios,objective-c,swift,git,ооп,английский язык,ios sdk,xcode,mac os,atlassian jira,other
Новосибирск,24brains,2019-12-13T14:46:48+0300," Наша команда активно растет и прямо сейчас в ней есть место для Middle и Senior iOS разработчика.   Возможно как  удаленное сотрудничество  так работа в уютном офисе академпарка    Обязательные :     Два года и более опыта разработки под iOS   Уверенное знание Swift: optionals, работа с памятью, дженерики, стандартные коллекции, протоколы с ассоциированным типом и т.д.   Git, командная работа с исходным кодом.     Плюсом будет:     Многопоточность: опыт работы с GCD, плюсом будет опыт работы с NSOperationQueue   Опыт работы с UIKit: понимание MVC, жизненного цикла UIView и UIViewController, принципов работы UITableView, UICollectionView, использование Autolayout и адаптивная верстка, умение создавать анимации средствами UIKit (плюсом будет умение анимировать через CoreAnimation и кастомные переходы между экранами)   Опыт использование CocoaPods (плюсом будет создание своих подов)   Умение верстать интерфейс в xib, storyboard и в коде.   Понимание принципов работы http(s) в качестве клиента, опыт использования NSURLSession (плюсом будет работа с Alamofire и/или Moya), умение парсить JSON      Условия работы :     Официальное трудоустройство;   Комфортная атмосфера, уютный офис, современные рабочие машины;   Внутреннее обучение, профессиональное развитие;   Оплата сертификации по профильным направлениям;   Оплата парковки;   Оплата занятий спортом;   Корпоративный английский язык;   Поиск и оплата аренды квартиры для иногородних кандидатов;   Офис расположен в здании технопарка Академгородка (Николаева);   ",Полная занятость,Удаленная работа,От 3 до 6 лет,|Git|iOS|Mac Os,6.0,200000.0,3.0,150000.0,ios разработчик,"Обязательные: Два года и более опыта разработки под iOS. Уверенное знание Swift: optionals, работа с памятью, дженерики, стандартные коллекции, протоколы...",Без обязанностей,0.0,2,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
Новосибирск,Magora Systems,2019-11-19T09:42:21+0300,"  Magora Systems — международная IT-компания. Мы разрабатываем программное обеспечение, мобильные приложения и веб-сервисы. Мы работаем с 2010 года и выросли до компании с офисами в Новосибирске, Санкт-Петербурге и Лондоне.    Наши основные заказчики — компании США, Канады, Австралии, Великобритании и России. А в нашем портфолио — комплексные решения для автоматизации бизнес-процессов, сложные системы слежения для железных дорог и высоконагруженные сервисы.   Приглашаем в новосибирский офис  iOS-разработчика, к оторому предоставляем  условия для комфортной работы и профессионального роста:         к омандный code-review;       прозрачная система грейдов и регулярный пересмотр зарплаты;       подготовка к участию в конференциях и митапах за счет компании;       опытные коллеги, которые всегда помогут с советом;       адекватный топ-менеджмент компании, открытый к предложениям;       и конечно же, никакой бюрократии, но настроенные процессы.        Не хочется даже об этом говорить, но на всякий случай обозначим, что вас ждёт:        прокаченное рабочее место;       отсутствие дресс-кода;       гибкий график работы без всяких «обязательных с 9 до 18»;       современный офис: с зонами отдыха, приставкой, настольными играми, турником и музыкальными инструментами;       официальное трудоустройство с первого дня, отпуск, оплачиваемый больничный и прочие социальные гарантии.        А тут не можем настаивать, но предлагаем:        насыщенную корпоративную жизнь с тематическими митапами, покерными турнирами, квизами, спортивными мероприятиями и праздниками;       обучение английскому языку в офисе;       корпоративный бассейн, компанию для бега, компанию для ходьбы в бары и команду для игр в волейбол.        Чем вы будете заниматься:        разрабатывать новые приложения на Swift;       поддерживать существующие приложения на Swift и Objective-C;       участвовать в процессе первичной оценки проектов на этапе presale;       декомпозировать и оценивать фичи;       участвовать в code-review;       взаимодействовать со смежными отделами по техническим вопросам.        Поэтому для комфортной работы вам понадобится:        опыт коммерческой разработки под iOS;       хорошее знание Swift (предпочтительно), Objective-C;       знание ООП, SOLID, основных паттернов проектирования;       опыт применения архитектурных паттернов: MVC/MVP/MVVM;       знание официальной документации: Programming Guides, HIG, AppStore Guidelines;       понимание принципов functional reactive programming;       опыт работы с системами контроля версий (git);       английский на уровне чтения технической документации.        Мы команда, которая знает, что такое &quot;hard-working&quot; и умеет «зажечь» в пятницу. Давайте с нами?  ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,100000.0,1.0,60000.0,ios разработчик,"Опыт коммерческой разработки под iOS. Хорошее знание Swift (предпочтительно), Objective-C. Знание ООП, SOLID, основных паттернов проектирования. Опыт применения архитектурных...",Разрабатывать новые приложения на Swift. Поддерживать существующие приложения на Swift и Objective-C. Участвовать в процессе первичной оценки проектов на...,0.8,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,Электронный город (ООО Новотелеком),2019-12-09T05:27:31+0300,"  В &quot;Электронный город&quot; требуется Разработчик на проект мобильных приложений для управления умным домофоном и сопутствующими устройствами в проекте &quot;Мой дом&quot;    О проекте:  Мы ищем iOS-разработчика на проект &quot;Умный домофон&quot;   Наш проект - это возможность изменить мир к лучшему. Привычные вещи сделать современными и удобными, понимающими тебя с полуслова. Или вовсе без слов.  Уже в этом году мы несём домофон, не привязанный к архаичным технологиям, в десятки городов. Он уже управляется с мобильного, и вот-вот начнет узнавать своих и чужих по лицу и голосу. В перспективе это - полноценный умный двор, знающий привычки каждого жителя, и угадывающий его желания.   Чтобы стать частью нашей команды, нужно знать:      Знание iOS SDK, Human Interface Guidelines, Objective-C   Опыт разработки клиент-серверных приложений (REST API, JSON, XML и т.д..)   Знание ООП, паттернов проектирования, в том числе и архитектурных (MVC, MVP, MVVM, VIPER)   Понимание модели управления памятью Cocoa     Будет плюсом:     Знание Swift, Dependency Injection, Socket, VoIP Push   Dependency Injection   Опыт написания Unit/UI тестов     Условия работы:     Рабочее место - офис по адресу ул. Семьи Шамшиных   График работы - 5/2, 8-ми часовой рабочий день   Официальное трудоустройство, белая заработная плата   Плюшки и приятные бонусы: бесплатный интернет у Вас дома (при наличии технической возможности), возможность заниматься спортом   ",Полная занятость,Полный день,От 3 до 6 лет,|Android|Objective-C|SWIFT Alliance|iOS|iOS SDK,6.0,142045.45454545456,3.0,98041.17647058824,ios разработчик,"Чтобы стать частью нашей команды, нужно знать: Знание iOS SDK, Human Interface Guidelines, Objective-C. Опыт разработки клиент-серверных приложений...",В &quot;Электронный город&quot; требуется Разработчик на проект мобильных приложений для управления умным домофоном и сопутствующими устройствами в проекте &quot;Мой дом&quot;.,0.13333333333333333,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1
Новосибирск,Azoft,2019-12-13T09:18:57+0300," 17 лет компания Azoft работает на рынке международного IT-аутсорсинга, предоставляя услуги разработки компьютерного и мобильного ПО для компаний по всему миру.   Ты - iOS разработчик? Любишь делиться опытом? Мечтаешь испытать себя в сложных проектах для мировых и российских брендов? Нам есть, что тебе предложить!    Чем предстоит заниматься:      Разработкой приложений под iOS на Objective-C/Swift согласно спецификации;   Поддержкой и развитием существующих мобильных приложений;   Участвовать в архитектурном проектировании приложений;   Техническим наставничеством над менее опытными разработчиками при желании.      Пожелания к будущему сотруднику:      Опыт разработки под iOS для реальных и студенческих проектов – от 1 года;   Знание Objective-C/Swift, iOS SDK;   Инструменты разработки Xcode/AppCode;   Понимание iOS guidelines;   Опыт использования Git и разработки по git-flow;   Английский – на уровне чтения документации;   Ответственность, пунктуальность и аккуратность в решении поставленных задач;   Будет плюсом: опыт использования fastlane, carthage, RxSwift.      Мы предлагаем:      Опытную команду разработчиков   Пространство для реализации себя и своих профессиональных амбиций   По-настоящему гибкий график работы   Стабильную работу и гарантированную загрузку   Развитие сотрудников: семинары, конференции, English   Забота о здоровье: 2 крутые команды - ИТ-футбол и ИТ-баскетбол, частичная компенсация абонементов в бассейн и фитнес-клубы   Хороший отдых: совместные праздники и еженедельные Печенька-Party   Закрытая парковка: для автомобилей, велосипедов, самокатов, гироскутеров :)   ",Полная занятость,Гибкий график,От 1 года до 3 лет,,3.0,142045.45454545456,1.0,98041.17647058824,ios разработчик,"Опыт разработки под iOS для реальных и студенческих проектов – от 1 года. Знание Objective-C/Swift, iOS SDK. ",Разработкой приложений под iOS на Objective-C/Swift согласно спецификации. Поддержкой и развитием существующих мобильных приложений. Участвовать в архитектурном проектировании...,0.0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,КардПэй,2019-12-10T14:06:41+0300," CardPay - международная финансовая компания, предоставляющая своим клиентам высококачественный сервис обслуживания карточных онлайн-платежей. Являясь авторизованным партнером Visa и MasterCard, CardPay, предоставляет высококачественный сервис обслуживания карточных онлайн-платежей своим клиентам. Сегодня мы расширяем офис в Новосибирске и находимся в поисках талантливого  Senior     iOS     Developer , который может, умеет, практикует.    Что мы ждем от настоящего разработчика:      понимание принципов ООП и шаблонов проектирования;   знание Objective-C или Swift​, iOS SDK, понимание iOS Human Interface Guidelines, Design Patterns;   опыт проектирования пользовательского интерфейса;​   знание протокола HTTP, опыт работы с JSON;   наличие своих или написанных в составе команды приложений в App Store;   Опыт создания приложений с нуля;   Умение писать понятный, структурированный, качественный код;   Английский на уровне чтения технической документации.      Мы будем рады предложить:    Принять участие в новом проекте компании и совместно с командой спроектировать и реализовать полезный продукт для большой аудитории пользователей. Кроме того, мы предоставляем свободу в выборе конкретных технических инструментов для реализации, а также возможность поделиться своей экспертизой с командой и применить ее в других проектах компании.     Достойную компенсацию, которая позволит сосредоточиться на развитии проекта и своем профессиональном росте.   Сильную команду, увлеченную своим делом, в которой есть у кого поучиться.   Сложные и интересные задачи — реальная практика в построении масштабных сервисов, оптимизация, тонкости работы с нагрузками, распределением задач и т.п.   Рост и развитие — обучение на боевых задачах, сертификация, курсы английского, участие в мероприятия IT индустрии.   Комфортные условия работы — офис со всеми условиями и удобствами (включая кухню-столовую в офисе, охраняемую парковку, современную технику).   Заботу о здоровье — занятия спорта. Стоимость занятий компенсируется за счет компании.     Благодарим Вас за интерес, проявленный к нашей компании! ",Полная занятость,Полный день,От 3 до 6 лет,|Objective-C|iOS|Design Patterns|ООП|Английский язык|HTTP|JSON,6.0,142045.45454545456,3.0,98041.17647058824,ios разработчик,"Понимание принципов ООП и шаблонов проектирования. Знание Objective-C или Swift​, iOS SDK, понимание iOS Human Interface Guidelines, Design Patterns. ",Без обязанностей,0.1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1
Новосибирск,Метеор,2019-12-06T08:27:38+0300," Проекты «Метеора» — это высокотехнологичные решения для бизнеса: CRM и ERP системы, сайты со сложным функционалом и мобильные приложения для iOS и Android. На сегодня мы отметились в трех  рейтингах лучших разработчиков  по версии Tagline и не собираемся на этом останавливаться. Наши клиенты находятся в Москве и Европе.   Мы всегда находимся в поиске талантов и готовы взращивать начинающих специалистов, в связи с чем у нас открыта вакансия стажера-разработчика на iOS.    О стажировке:    Во время стажировки вы выполняете тестовые проекты, приближенные к реальности. Вам помогает и направляет наставник.   Длительность стажировки в среднем 1 месяц.   Стажировка оплачиваемая. При успешном прохождении стажировки мы приглашаем вас в штат и производим первый пересмотр вашей заработной платы    Что нужно делать после стажировки:      Разрабатывать мобильные приложения (от фитнес-трекеров до приложений для ведения бухгалтерии) на Swift;   Тестировать приложения;   Сопровождать и дорабатывать проекты при необходимости.      От будущего коллеги мы ожидаем:      Опыт создания простых приложений (&quot;для себя&quot;);   Представление об ООП и о том, как работает HTTP и REST API;   Осознанное желание развиваться в сфере мобильной разработки;   Знание основ Swift;   Базовый опыт работы в xCode.      Мы предлагаем:      Участие в интересных проектах;   Большую долю самостоятельности в работе;   Возможность поработать на зарубежный рынок и получить опыт работы по европейским стандартам;   Официальное трудоустройство и белую заработную плату;    Пересмотр заработной платы каждые три месяца по результатам работы;   Компенсацию обучения на профильных курсах или курсах английского, а также конференций, митапов;   Высокоинтеллектуальные беседы за чаепитиями :)      Метеор  —  это современная и гибкая компания. У нас нет дресс-кода, натянуто-делового общения и скучных задач. Наши цели  —  это развитие и создание полезного продукта. Если это и ваши цели тоже, то мы точно сработаемся :)  ",Стажировка,Полный день,Нет опыта,|ООП|Английский язык|SQL|iOS|Swift|Alamofire|SwiftyJSON|Kingfisher|Objective-C|Xcode|HTTP|REST|API,,142045.45454545456,,25000.0,junior ios разработчик,"Опыт создания простых приложений (&quot;для себя&quot;). Представление об ООП и о том, как работает HTTP и REST API. ",Разрабатывать мобильные приложения (от фитнес-трекеров до приложений для ведения бухгалтерии) на Swift. Тестировать приложения. Сопровождать и дорабатывать проекты при...,0.23333333333333334,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1
Новосибирск,ANCOR FinTech,2019-12-12T07:26:01+0300," Наш клиент, компания с рынка ФинТек, ищет в свою команду iOS разработчика в связи с расширением команды и открытием офиса в Новосибирске.    Обязанности:      Писать на Swift (никакого Objective-C)   Разрабатывать новый функционал приложений   Дорабатывать и поддерживать существующий функционал приложений     Требования:     Опыт разработки под IOS от 2 лет   Уверенное знание Swift, iOS SDK, XCode   Знание форматов XML, JSON   Умение работать с системой контроля версий   Знание классических алгоритмов и структур данных   Желателен опыт реализации собственных проектов под IOS   Способность руководить командой и ставить задачи (teamlead)   Стремление повышать собственный уровень профессиональной квалификации   Знание технического английского языка     Условия:     Заработная плата, которая будет радовать (уровень дохода зависит от ваших навыков и технических знаний).   Премии (не только по итогам года).   Даем простор в развитии «профессиональной мускулатуры», предлагая работу вместе с профессионалами.   Мы можем доверить вам участие в развитии наших продуктов, возможность предлагать идеи и технологии.   Предлагаем возможность участия в мероприятиях для профессионального развития. Конференции, тренинги, учебные курсы.   Обустроим для вас удобное рабочее место с современной техникой.   Компенсируем занятия спортом.   Минимум бюрократии.     Буду рада ответить на ваши вопросы=) ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,142045.45454545456,1.0,98041.17647058824,ios разработчик,"Опыт разработки под IOS от 2 лет. Уверенное знание Swift, iOS SDK, XCode. Знание форматов XML, JSON. Умение работать с...",Писать на Swift (никакого Objective-C). Разрабатывать новый функционал приложений. Дорабатывать и поддерживать существующий функционал приложений.,0.03333333333333333,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,РобоФинанс,2019-12-09T09:31:12+0300,"  Robofinance  - разработчик fintech-продуктов, решений и технологий международного сервиса онлайн-кредитования.   Компании нашей группы запущены и успешно работают в 8 странах мира (Россия, Казахстан, Испания, Латвия, Филиппины, Индонезия, Вьетнам, Индия). Мы постоянно расширяем географию нашего присутствия, выходим на новые рынки, ставим перед собой новые амбициозные задачи.    Почему к нам?    Высоконагруженный сервис - более 7 000 000 посещений сайтов ежемесячно. Используем современный стек технологий.   На данный момент готовы рассмотреть в нашу команду  IOS - разработчика  на один из наших высоконагруженых проектов.    Чем будем заниматься?      Поддержка существующего приложения;   Разработка новой функциональности;   Проектирование архитектурных модулей системы.      От вас мы ожидаем:      Опыт разработки мобильных приложений под iOS от 1.5 лет;   Опыт распределенной разработки (Git);   Умение работать с JSON, REST. Опыт разработки клиент-серверных приложений;   Знание iOS SDK 10;   Знание iOS UI design guidelines;   Понимание и применение ООП, знание шаблонов проектирования (MVP, MVVM, VIPER);   Обязательно знание английского языка на уровне чтения технической документации.      Будет плюсом:        iOS SDK 10;       Применение методик автоматизированного тестирования кода и интерфейса;       Опыт работы в Agile-проектах, в том числе с инженерными практиками Agile.        Пара слов о том, как мы работаем:        Используем современный стек технологий;       Даем возможность разрабатывать и внедрять собственные фичи;       Помогаем совершенствовать разговорный английский.        Что мы предлагаем:      Опыт работы в международной IT-компании;   Официальное трудоустройство в соответствии с ТК РФ, “белая” заработная плата;   Рост дохода по результатам работы;   Комфортный график (начало рабочего дня с 09:00 до 11:00);   ДМС после испытательного срока;   Корпоративные занятия английским языком и возможность использовать язык в работе (наши коллеги в других странах говорят на английском);   Возможность посещать профильные внешние конференции, а также внутренние мероприятия по обмену опытом;   Благоустроенный офис в центральном районе с парковкой, в офисе кухонная зона, дартс, турник;   Бесплатный чай, кофе, шоколадки, йогурты, фрукты;   Рабочее место в г. Новосибирск или г. Кемерово. Для кандидатов с переездом предлагаем релокационный пакет.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,142045.45454545456,3.0,98041.17647058824,senior ios разработчик,"Опыт разработки мобильных приложений под iOS от 1.5 лет. Опыт распределенной разработки (Git). Умение работать с JSON, REST. ",Поддержка существующего приложения. Разработка новой функциональности. Проектирование архитектурных модулей системы.,0.13333333333333333,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,MERA,2019-12-13T17:00:30+0300,"  Разработка POS-решений на платформе iPad   Долгосрочный, стабильный проект по развитию и поддержке передовой POS-системы от одного из мировых лидеров в этой области. Заказчик находится в Северной Америке, с несколькими R&amp;D центрами по всему миру. Команда MERA полностью отвечает за все области решения, включая мобильный/веб-интерфейс, серверную часть в облаке, тестирование продукта и DevOps услуги. С помощью нашего POS-решения ежедневно тысячи магазинов обслуживают своих покупателей по всему миру. Приложение успешно используется в крупных розничных и ресторанных сетях, а также адаптируется под нужды других видов бизнеса. POS-решение работает на устройствах iOS/Android и доступно в качестве веб-клиента. В процессе разработки привлекаются новейшие технологии, позволяющие принимать бесконтактные платежи, работать в режиме оффлайн и интегрироваться с многочисленными сторонними программными и аппаратными системами.  В связи с расширением проекта мы ищем опытного iOS специалиста для работы с мобильным front-end POS системы. Вы станете частью команды MERA, ведущей разработку и поддержку iOS приложений в сотрудничестве с лидером по предоставлению POS (Point-Of-Sale) решений на рынках Северной Америки, Европы и Азии. Мы предлагаем работу в долгосрочном и стабильном проекте, интересные задачи, возможность профессионального и карьерного роста.   Рассмотрим кандидатов для переезда в г.Нижний Новгород. Готовы частично помочь с переездом.     Ваши задачи :     Разработка, развитие и поддержка мобильных приложений на платформе iOS   Активное участие в проектировании архитектуры приложения   Оптимизация производительности системы, анализ узких мест и возможных ограничений, рефакторинг приложения   Применение инженерных best practices и современных подходов к разработке ПО   Работа в интернациональной Agile команде, регулярное общение на английском языке с представителями заказчика и разработчиками из США и Европы      Необходимые навыки :     Опыт разработки под iOS от 3х лет;   Знание Objective-C (архитектура, принципы разработки), iOS SDK, Apple HIG, UIKit, XML, JSON, SQLite   Навык эффективной работы с системой контроля версий (Git)   Опыт использования практик: unit testing, code review, continuous integration   Разговорный и письменный английский, достаточный для общения с заказчиком и участия в митингах      Будет плюсом :     Опыт работы в Point of Sale или Payment processing   Опыт интеграции стороннего оборудования и сторонних API (REST, SOAP) с iOS приложением   Портфолио работ или ссылки в AppStore на реализованные приложения      Мы предлагаем:      Работу в крупнейшей частной российской компании, специализирующейся на разработке заказного ПО в различных сферах: Telecommunications, Internet of Things &amp; Industrial Automation, Automotive &amp; Transport, Fintech   Cоциальный пакет с ДМС для сотрудников компании   Гибкий график, демократичный стиль управления и дружную команду   Офисы в верхней или нижней части города, корпоративный автобус, столовую, медицинский кабинет, зоны отдыха   Поддержку здорового образа жизни: корпоративный тренажерный зал, льготное членство в фитнес-клубах Физкульт и World Class, участие в различных спортивных мероприятиях (городских и корпоративных)   Возможность профессионального обучения и развития: корпоративные программы обучения, технические митапы и многое другое   ",Полная занятость,Гибкий график,От 1 года до 3 лет,|iOS|Git|Objective-C,3.0,142045.45454545456,1.0,98041.17647058824,ios разработчик,"Опыт разработки под iOS от 3х лет. Знание Objective-C (архитектура, принципы разработки), iOS SDK, Apple HIG, UIKit, XML...","Разработка, развитие и поддержка мобильных приложений на платформе iOS. Активное участие в проектировании архитектуры приложения. Оптимизация производительности системы, анализ узких...",0.0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
Новосибирск,Movavi,2019-11-30T15:02:51+0300," Новосибирская IT-компания Movavi создает и продает программы для любительской обработки мультимедиа.   Movavi Video Editor, Photo Editor, Video Converter, Screen Capture - одни из самых популярных продуктов в мире, ими пользуются в 200 странах. Наши программы помогают миллионам людей легко обрабатывать фото и видео, не требуя специальных знаний и навыков.    Мы счастливы представлять Новосибирск на мировой IT-карте!     Наши проекты развиваются, наши команды растут и мы ищем сильных разработчиков для запуска новых продуктов, чтобы вместе создавать самый популярный софт для мультимедиа!     Чем предстоит заниматься:      разрабатывать мобильные приложения (видеоредактор, фоторедактор, PDF-сканер и другие приложения);       изучать и внедрять новые, современные технологии;   делиться знаниями с коллегами и повышать свой профессионализм;   проводить code review;   взаимодействовать с отделами тестирования и дизайна.      Для успешного выполнения задач тебе потребуется:      опыт разработки под iOS от 3-х лет;   опыт работы с Git;   Objective-C/ Swift;   знание и опыт работы с iOS SDK, Xcode;   многопоточное программирование;   умение работать с CocoaPods;   стремление постоянно улучшать свои знания и навыки.      Будет круто, если у тебя есть:      опыт работы с AVFoundation;   знание шаблонов и принципов проектирования;   опыт применения Unit-тестирования, SOLID, CI;   опыт работы в командах, желательно Scrum/Agile/Lean.      Работа в Movavi - это:        команда профессионалов, готовых делиться знаниями и опытом;       индивидуальный подход к профессиональному росту и развитию внутри компании;       официальное трудоустройство с первого рабочего дня;       белая заработная плата + компенсация питания и спорта;       удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;;       занятия йогой и английским языком, не выходя из офиса;       здоровье с ДМС;       обучение детей в IT-школе Movavi;       приятная рабочая атмосфера, общение на &quot;ты&quot;;       бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя.        Хочешь 70K?  Это не розыгрыш. Мы готовы тебе их дать!    Порекомендуй нашу вакансию своему другу или знакомому, пришли его резюме на почту (см.контактную информацию) с пометкой &quot;Внешняя рекомендация на позицию Senior iOS Developer&quot; и получи бонус :     70 000р. за Senior-разработчика, после прохождения им испытательного срока.  * Друг должен знать, что его рекомендуют.   Если ты не получил ответ на отклик в течение 3-х рабочих дней: 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам. ",Полная занятость,Гибкий график,От 1 года до 3 лет,|iOS|Git|Objective-C|Разработка ПО|Swift,3.0,142045.45454545456,1.0,120000.0,ios разработчик,Опыт разработки под iOS от 3-х лет. Опыт работы с Git. Objective-C/ Swift. Знание и опыт работы с...,"Разрабатывать мобильные приложения (видеоредактор, фоторедактор, PDF-сканер и другие приложения). Изучать и внедрять новые, современные технологии. Делиться знаниями с коллегами...",0.43333333333333335,2,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
Новосибирск,Тензор,2019-11-18T12:19:30+0300," Мы разрабатываем и поддерживаем собственные мобильные приложения для B2B и B2C, которыми пользуемся мы сами, а также большое число наших клиентов и обычных пользователей: через приложения СБИС можно совершать видео-звонки, обмениваться сообщениями и файлами, вести календарь, работать с задачами, заказывать еду в ресторанах и бронировать столики, записываться к мастерам салонов красоты и многое другое. Примеры приложений в App Store доступны в поиске по запросу СБИС.   У нас четко выстроены процессы разработки, настроены CI/CD, пишутся UI и unit-тесты, применяется многомодульная архитектура, современный и проверенный стек технологий, вся разработка ведется на Swift 5.    Вам предстоит:      разрабатывать мобильные приложения на базе iOS для продуктов компании;   проектировать и разрабатывать большие функциональные части приложения с привлечением других программистов;   руководить командой разработчиков.      Вы наш идеальный кандидат, если вы:      отлично знакомы с языком Swift;   отлично владеете базовыми iOS фреймворками (UIKit, Foundation, CoreGraphics, CoreLocation);   умеете верстать UI как из кода, так и с помощью XIB, StoryBoards;   хорошо знакомы с GCD, NSOperation;   имеете опыт работы и четкое понимание архитектурных паттернов MVP, MVVM и VIPER;   понимаете принципы SOLID, DI и основные паттерны проектирования;   имеете опыт написания unit-тестов;   имеете опыт работы с Git;   можете читать техническую документацию на английском языке;   хотите профессионально развиваться.      С нашей стороны мы предлагаем:      возможность получить опыт профессиональной разработки;   интересную работу в квалифицированном коллективе и стабильной IT-компании;   мощный iMac или Mac Mini последних поколений;   официальное оформление;   ежемесячные премии до 20%;   вкусное и разнообразное питание по низким ценам;   ДМС, компенсация спорта/курсов английского языка;   желающие смогут повысить и/или получить навыки работы с С++.   ",Полная занятость,Гибкий график,От 3 до 6 лет,,6.0,290000.0,3.0,200000.0,senior ios разработчик,"Отлично знакомы с языком Swift. Отлично владеете базовыми iOS фреймворками (UIKit, Foundation, CoreGraphics, CoreLocation). Умеете верстать UI как из кода...",Разрабатывать мобильные приложения на базе iOS для продуктов компании. Проектировать и разрабатывать большие функциональные части приложения с привлечением других программистов. ,0.8333333333333334,3,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
