city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,ведение переговоров,b2b продажи,управление проектами,работа в команде,активные продажи,грамотная речь,телефонные переговоры,развитие продаж,навыки продаж,поиск и привлечение клиентов,other
Екатеринбург,Промо Эксперт,2019-12-13T15:10:41+0300," Ищем аккаунт-менеджера с навыками медиапланирования.  Вы должны получать удовольствие от интернет-маркетинга и уметь продавать его клиентам. Мы хотим помочь вам развиваться и удовлетворять ваши амбиции.    Мы подходим друг другу, если ты:    — хочешь зарабатывать больше, самостоятельно влиять на свой доход;   — горишь желанием учиться, развиваться, постоянно узнавать новое и достигать космических высот;   — хочешь работать с интересными проектами и вдыхать в них жизнь;   — готов(-а) вкладывать душу в работу с клиентами и делать их счастливыми;   — будешь соблюдать сроки, не будешь прокрастинировать;   — целеустремленный(-ая), ответственный(-ая), коммуникабельный(-ая).    Что будешь делать:     — готовить коммерческие предложения с медиапланами от SEO-продвижения до геолокационной рекламы;   — сопровождать клиента после подписания договора: согласовывать техзадания, тексты, правки сайта, работать с дебиторской задолженностью и возражениями, проводить встречи и переговоры.    Мы предлагаем:     — стабильную з/п. Размер прямо зависит от объёма выполненной работы;   — перспективную сферу деятельности – digital-услуги;   — работу в компании, которая занимает топы в рейтингах, имеет высокую репутацию;   — наставничество (коучинг, обучение, контроль), индивидуальный план работы;   — повышение квалификации (тренинги, конференции);   — работу с клиентами по всему миру (США, Франция, Великобритания, Чехия, Израиль)   — отлаженные и понятные бизнес-процессы;   — адекватное и лояльное руководство, которое ценит инициативность;   — дружный коллектив;   — комфортабельный офис в центре Екатеринбурга;   — возможность ездить на семинары в Европу (Чехия, Германия).    Условия:    — пятидневная рабочая неделя;   — рабочее время с 9:00 до 18:00;   — не «удаленка» и не «совмещенка».    — размер  з арплаты по результатам собеседования.  ",Полная занятость,Полный день,Нет опыта,,,100000.0,,30000.0,менеджер по продажам услуг,"горишь желанием учиться, развиваться, постоянно узнавать новое и достигать космических высот. — целеустремленный(-ая), ответственный(-ая), коммуникабельный(-ая). Что будешь делать...","будешь соблюдать сроки, не будешь прокрастинировать. — готовить коммерческие предложения с медиапланами от SEO-продвижения до геолокационной рекламы. — сопровождать клиента после...",0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Решение,2019-12-09T07:13:21+0300," Работаем в области сотовой связи для сотовых операторов и международных поставщиков технических решений: проектируем, оцениваем состояние объектов сотовой связи и получаем разрешения на строительство и эксплуатацию в надзорных государственных органах.        Ищем результативных сотрудников.        Уважаемые соискатели, если Вы работаете в смежных отраслях мы с удовольствием рассмотрим Ваши резюме.   Знания и опыт в области сотовой связи не обязательны для начала работы в нашей Компании, проводим внутреннее обучение.        Зона ответственности:      Переговоры с заказчиками для получения недостающих исходных данных необходимых для проектирования;   Передача полученных недостающих данных ответственному инженеру-проектировщику;   Ведение электронного документооборота и базы данных по строящимся объектам;   Ведение подробной статистики и аналитики по всем поступающим в работу объектам;   Подготовка отчёта о проделанной работе для операторов сотовой связи;          Требования:      Высшее образование;   Опыт работы в аналогичной должности  в любой сфере  от 1 года (желательно);   Опыт ведения переговоров с контрагентами или клиентами;   Опыт ведения нескольких объектов (проектов) находящихся на разных этапах проектирования;   Навыки работы с информацией в электронных базах данных;   Навыки работы с нормативной и технической документацией в любой отрасли;   Умение сохранять внимательность при работе с документами;   Умение самостоятельно планировать свою деятельность;   Ориентированность на результат;   Ответственность за результат;          Мы обеспечим:      Оформление по ТК РФ;   Карьерный рост, новые знания и профессиональное развитие;   Опыт ведения переговоров с операторами сотовой связи;   Опыт работы с технической информацией в отрасли телекоммуникаций;   Заработная плата от 40 000 - 60 000 рублей;   Офис в центре Екатеринбурга.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,75000.0,1.0,50000.0,менеджер проекта,Высшее образование. Опыт работы в аналогичной должности в любой сфере от 1 года (желательно). Опыт ведения переговоров с контрагентами или...,Переговоры с заказчиками для получения недостающих исходных данных необходимых для проектирования. Передача полученных недостающих данных ответственному инженеру-проектировщику. ,0.13333333333333333,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Первый Бит,2019-12-12T14:48:22+0300," Привет! Мы - офис  Екатеринбург Онегин  компании  &quot;Первый бит&quot; , помогаем нашим клиентам становиться эффективнее, автоматизируя их бизнес.   В нашем отделе продаж работает один менеджер, но нужен еще один, потому что количество входящих обращений от клиентов выросло.    Зачем тебе к нам       Знания и развитие . Будущее - за IT! Ты окажешься в эпицентре новых технологий. У нас огромная база знаний, корпоративное обучение и коллеги-профессионалы! Ты сможешь стать крутым экспертом в автоматизации бизнеса.    Карьера.  Развиваться у нас - быстрее, чем где-либо. И это действительно так! До позиции руководителя можно вырасти за полгода-год.    Команда . Тебя окружат люди, увлечённые своим делом и заряженные на результат.    Забота . У тебя будет чуткий руководитель, который заинтересован в том, чтобы каждому сотруднику работалось легко.      Чем предстоит заниматься      Работать с входящими запросами от клиентов: выявить потребности, предложить оптимальное решение и завершить сделку,   Ставить задачи программистам и контролировать процесс внедрения у клиентов,   Участвовать в мероприятиях для клиентов: выставки, семинары, вебинары,   Работать в CRM.      Пожелания к кандидатам:      Мы ищем энергичного и позитивного коллегу,   Способного в короткие сроки разобраться с вверенной зоной ответственности,   Умеющего расставлять приоритеты в работе и планировать свой день.   Опыт в продажах будет преимуществом.      Мы предлагаем:      Офис в центре города, в шаговой доступности метро &quot;Геологическая&quot;,   Официальное трудоустройство и белая заработная плата, выплачивается трижды в месяц,   Оклад 25 000 + %,   ДМС с большой скидкой для сотрудников и членов их семей,   Реальные перспективы карьерного роста,   Работу в развивающейся отрасли и с востребованными продуктами.      ПРИСОЕДИНЯЙСЯ К КОМАНДЕ ПЕРВЫХ!  ",Полная занятость,Полный день,Нет опыта,,,78142.85714285714,,35000.0,менеджер по продажам it проектов,Мы ищем энергичного и позитивного коллегу. Способного в короткие сроки разобраться с вверенной зоной ответственности. Умеющего расставлять приоритеты в работе...,"Работать с входящими запросами от клиентов: выявить потребности, предложить оптимальное решение и завершить сделку. Ставить задачи программистам и контролировать процесс...",0.03333333333333333,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,КБ «Уральский банк реконструкции и развития» (УБРиР),2019-12-09T13:33:23+0300,"  Нам нужен человек, который:      Имеет высшее образование;   Умеет определить участников IT- услуги;   Знает метрики IT- процесса;   Имеет навык ведения кросс-функциональных проектов;   Имеет навык расчета стоимости процесса, IT-услуги.          Ваша работа:      Разработка инструментов и отчетов для контроля выполнения метрик качества IT;   Разработка SLA;   Оценка действующих IT-услуг, контроль исполнения услуги на всех ее этапах;   Сбор и формирование требований к развитию IT-услуг в банке;   Оценка новых бизнес-процессов банка и внедрение необходимых процессов и IT-услуг для поддержки бизнес-процесса;   Ведение задач и проектов по внедрению новых IT-услуг/программных решений/процессов IT;   Анализ удовлетворенности внутренних клиентов предоставляемыми IT-услугами;   Актуализация и расширение действующих SLA.          Мы предлагаем:      Профессиональный рост: HR-департамент разрабатывает и проводит обучающие программы для сотрудников. Кроме того, мы часто организуем профессиональные конференции и митапы, обмениваемся опытом с другими командами разработки;   Все «белое»: официальную заработную плату дважды в месяц, полугодовую премию по результатам работы, полное соблюдение ТК РФ;   Комфортный офис в центре Екатеринбурга;   ДМС, оплату спортивных занятий, детского садика. Наши сотрудники имеют возможность оформить льготные кредиты и ипотеку;   Увлекательную корпоративную жизнь: конкурсы, спортивные мероприятия и многое другое;   Режим работы: пятидневную рабочую неделю с 09:00 до 18:00.         УБРиР – динамичный федеральный банк для современных людей. Основан в 1990 году. Головной офис находится в Екатеринбурге, а, значит, у наших сотрудников есть возможность решать интересные задачи федерального уровня без релокации.   Согласно рейтингу журнала Forbes УБРиР включен в топ-10 лучших российских кредитных организаций по уровню доверия к банку, предлагаемым условиям обслуживания, цифровым услугам и финансовым консультациям. ЦБ РФ включил УБРиР в перечень кредитных организаций, признанных значимыми на рынке платёжных услуг.   Мы ценим своих сотрудников и помогаем им реализовать свой потенциал и построить успешную карьеру. В 2018 году 20% сотрудников банка выросли по карьерной лестнице. Нам важно собрать сильную и успешную команду единомышленников, которым интересно вместе двигаться к общей цели. И, как отмечают сотрудники, у нас это получается. ",Полная занятость,Полный день,От 1 года до 3 лет,|Работа в команде|Организаторские навыки|Обучение и развитие|Ориентация на результат|Контроль исполнения  решений|Метрики IT-процесса,3.0,78142.85714285714,1.0,46308.41121495328,главный менеджер проектов по развитию качества it сервисов,Имеет высшее образование. Умеет определить участников IT- услуги. Знает метрики IT- процесса. Имеет навык ведения кросс-функциональных проектов. ,"Разработка инструментов и отчетов для контроля выполнения метрик качества IT. Разработка SLA. Оценка действующих IT-услуг, контроль исполнения услуги на...",0.13333333333333333,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Екатеринбург,Targem Games,2019-11-25T13:26:26+0300," Компания  Targem Games , крупнейший разработчик компьютерных и консольных игр на Урале, приглашает на работу менеджера / помощника менеджера проекта.   У нашего кандидата есть:      Любовь к компьютерным играм и желание работать в игровой индустрии.   Законченное высшее образование (предпочтительно в сфере управления).   Опыт организационной или управленческой деятельности.   Хорошие навыки работы с офисными приложениями.      Бонусом будет:      Опыт работы в аналогичной должности (предпочтительно наличие реализованных проектов).   Свободное владение английским языком (письменный и разговорный).   Знание методологий разработки и управления.   Навыки работы с инструментами планирования.      Чем вы будете заниматься:      Управление проектом: планирование, контроль и приемка проектных работ, решение организационных вопросов.   Управление проектной документацией: планы, отчеты, сопроводительные документы.   Подготовка сдачи этапов, сборка материалов/версий и др.   Управление командой, участие в обучении и аттестации специалистов.      Работа в компании Targem Games - это:      Разработка игр для современных платформ: PC, PS4, Xbox One, Linux, iOS, Android, VR и др.   Творческая, демократичная обстановка, комфортные условия труда, регулярные корпоративные мероприятия.   Уютный и современный офис недалеко от центра Екатеринбурга.   Возможность профессионального роста.   Оформление по ТК РФ, полный рабочий день с 10:00 до 19:00.   Частичная компенсация питания, собственный тренажерный зал, при желании - частичная компенсация занятий в фитнес клубе Gymnasium.      Миссия компании делать игры с удовольствием!  ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,78142.85714285714,1.0,46308.41121495328,помощник менеджера проекта,Любовь к компьютерным играм и желание работать в игровой индустрии. Законченное высшее образование (предпочтительно в сфере управления). Опыт организационной или...,"Управление проектом: планирование, контроль и приемка проектных работ, решение организационных вопросов. Управление проектной документацией: планы, отчеты, сопроводительные документы. ",0.6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Callibri,2019-12-03T06:48:58+0300,"  Callibri - IT B2B SaaS компания. Мы придумываем, разрабатываем, выпускаем, рекламируем, продаем и поддерживаем онлайн-сервисы, которые делают маркетинг, коммуникации и аналитику простыми, эффективными и понятными.  Благодаря этому у наших клиентов - предпринимателей становится больше времени и денег на то, чтобы совершенствовать свои продукты. И это окрыляет!     Мы прибыльная компания с рабочей бизнес-моделью, у нас более 4 000 клиентов по всей стране и их количество ежедневно растет.     Кто нам нужен?    Мы ищем человека, который будет сопровождать клиентов Callibri. Главная задача - повышение лояльности действующих клиентов Callibri, их удержание.    Что делать:      Консультировать действующих клиентов;   Удерживать клиентов, повышать процент продлений услуг;   Обрабатывать возражения, собирать и анализировать обратную связь по качеству сервиса.      Чего мы ждем от кандидата:      Опыт работы в должности специалиста по работе с клиентами или в продажах от 1 года;   Клиентоориентированность и коммуникабельность;   Знание интернет-маркетинга будет вашим неоспоримым плюсом;   Грамотная устная и письменная речь.      Условия:      Зарплата белая официальная 35 000 - 45 000 рублей;   Возможность повышения квалификации и дальнейшего роста;   5-дневная рабочая неделя, возможность выбрать удобный рабочий график;   Уютный офис с видом на набережную в самом центре, работа на Mac, вкуснейший кофе, сладости, фрукты, пятничный обед;   Место работы: г Екатеринбург, Химиков переулок, метро «Площадь 1905 года».     Ключевые навыки ",Полная занятость,Гибкий график,От 1 года до 3 лет,|B2B Продажи|Деловая коммуникация|Сопровождение клиентов|Телефонные переговоры|Ведение клиентской базы,3.0,45000.0,1.0,46308.41121495328,аккаунт менеджер,Опыт работы в должности специалиста по работе с клиентами или в продажах от 1 года. Клиентоориентированность и коммуникабельность. ,"Консультировать действующих клиентов. Удерживать клиентов, повышать процент продлений услуг. Обрабатывать возражения, собирать и анализировать обратную связь по качеству сервиса.",0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Екатеринбург,Прософт-Биометрикс,2019-11-29T17:03:31+0300,"   «Прософт-Биометрикс»   — ведущий российский разработчик систем информационной и технической безопасности и входит в число мировых лидеров в области высокотехнологичных биометрических решений.   Продукция компании, известная под торговой маркой BioSmart, имеет все необходимые лицензии и сертификаты для применения в России и за рубежом.   Для дальнейшего развития продаж в страны Европы мы открываем вакансию  Менеджер по продажам (ВЭД).      Задачи:      Оценка и развитие новых зарубежных рынков;   Осуществление продаж имеющимся зарубежным клиентам;   Проведение переговоров и презентаций на английском (немецком, чешском, французском языках);   Отчетность;   Ведение деловой переписки с иностранными контрагентами;   Сопровождение сделок от поиска клиента до осуществления поставок;   Участие в выставках (ОАЭ, Англия, Чехий, Германия, Сингапур, и др. )      Требования:      Законченное высшее образование;   Опыт продаж технологических продуктов или софта - от 1 года;   Хорошо развитые переговорные навыки;   Английский язык - Advanced. Знание других языков будет бонусом.      Мы предлагаем:      Интереснейшая работа - продажа востребованного, инновационного продукта, которым Вы будете гордиться, на рынках Европы, Америки, Азии;   Большая база &quot;теплых&quot; лидов;   Трудоустройство в полном соответствии с ТК РФ, расширенный соцпакет;   Высокий уровень оплаты труда(обсуждается на собеседовании);   Возможность карьерного роста (до руководителя продаж).      Ждем Ваши отклики!  ",Полная занятость,Полный день,От 1 года до 3 лет,|Английский язык|Ведение переговоров|Холодные продажи|Поиск и привлечение клиентов|Немецкий язык|Деловая этика|Развитие продаж|Планирование продаж|Проведение презентаций|B2B Продажи|Деловая переписка|Работа на выставках|Анализ рынка,3.0,150000.0,1.0,70000.0,менеджер по продажам,Законченное высшее образование. Опыт продаж технологических продуктов или софта - от 1 года. Хорошо развитые переговорные навыки. Английский язык - Advanced. ,"Оценка и развитие новых зарубежных рынков. Осуществление продаж имеющимся зарубежным клиентам. Проведение переговоров и презентаций на английском (немецком, чешском, французском...",0.4666666666666667,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1
Екатеринбург,ГК Академия,2019-11-27T07:24:36+0300," ГК Академия, производитель собственной продукции. Ищем специалистов для удаленной работы с оптово-розничными клиентами по распространения продукции по России.   Обязанности:       работа с текущии клиентами;       работа с новыми клиентами;       Ведение CRM.       Требования:       опыт работы в продажах;       уверенный пользователь ПК;       активность, внимательность, желание зарабатывать.       Условия:   - Удаленная работа   - Заработная плата: 20000 оклад + бонусы, выплата 2 раза в месяц   - график работы: Пн-пт 9.00 -18.00, сб, вс - выходной;     ",Полная занятость,Удаленная работа,От 1 года до 3 лет,,3.0,78142.85714285714,1.0,40000.0,менеджер по продажам,"Опыт работы в продажах. Уверенный пользователь ПК. Активность, внимательность, желание зарабатывать.",Работа с текущии клиентами. Работа с новыми клиентами. Ведение CRM.,0.5333333333333333,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,"Айтекс, Центр Информационных Технологий",2019-12-12T12:27:41+0300," Вы работаете менеджером по продажам? Вам не слишком нравится продукция или услуги, которые Вы продаете? Вам хотелось бы предлагать и продавать клиенту, то, чем он будет пользоваться, и останется доволен? У нас есть направление в котором уровень &quot;довольности&quot; клиентов по опросам отдела качества составляет более 95%. А оставшиеся до 100% это рекомендации к улучшению сервиса.    Плюсы вакансии &quot;Менеджер по продажам IT-услуг&quot;:      Быстрое обучение предмету(чтобы понять смысл и состав услуги- нужно всего 1-2 дня)   Небольшое количество продаваемых услуг(Всего несколько предлагаемых услуг)   Для успешной работы вовсе не требуется специального технического образования, изучения сложных технических терминов и т.д.   Большой круг потенциальных клиентов(компьютеры есть у всех организаций, а значит требуется их обслуживание)   Возможности для карьерного роста- в перспективе планируется формирование отдела продаж и нужен будет этому отделу руководитель   Возможность крайне быстро по сравнению с другими направлениями начинать самостоятельно продавать и достойно зарабатывать, то есть возможности для быстрого роста.   При самостоятельной работе-Нет ограничений по доходу: сколько продал- столько и получил!   Менеджер по продажам у нас- не ведет клиента! Его задача только продавать, вести клиента после сделки-не надо!          Обязанности :     Работа со справочниками, каталогами, базами предприятий и т.д.;   Предложение клиенту услуг и продуктов компании(по телефону по e-mail);   Презентация компании, услуг компании;   Осуществление обсуждений, консультаций с клиентом (по телефону, e-mail, skype, личные встречи);   Составление документов для продажи;   После оплаты передача проекта в производство.          Требования :     Хороший уровень общения;   Умение работать с ПК;   Устная и письменная грамотность;   Желание продавать.          Условия :     Пятидневная рабочая неделя;   Официальное трудоустройство;   Выезды на встречи к клиентам на такси за счет компании.   ",Полная занятость,Полный день,Нет опыта,,,78142.85714285714,,50000.0,менеджер по продажам it услуг,Хороший уровень общения. Умение работать с ПК. Устная и письменная грамотность. Желание продавать.,"Работа со справочниками, каталогами, базами предприятий и т.д.. Предложение клиенту услуг и продуктов компании(по телефону по e-mail). ",0.03333333333333333,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,МегаФон,2019-12-12T12:53:23+0300,"  Основные области ответственности:        Управление, модернизация, запуск продуктов IoT.       Поиск, разработка и развитие новых и существующих проектов IoT.       Проектное управление реализации IoT кейсов в рамках федерального центра компетенций.       Комплексная проработка проекта от выбора технического решения до сдачи клиенту.       Управление воронкой проектов IoT на территории филиала. Участие во встречах с клиентами.        Требуемые знания и опыт работы:      Высшее экономическое и/или техническое образование.   Опыт работы в телекоммуникационной сфере и интеграторском бизнесе не менее 3 лет.   Понимание принципов развития направления IoT.   Аналитический склад ума.   Умение систематизировать информацию, соблюдать дисциплину в отношении ведения документации.   Умение отстаивать собственную позицию.   Опыт публичных выступлений на выставках, конференциях, семинарах.   Опыт проведения переговоров с корпоративными клиентами.   Опыт продаж/реализации сложных телеком/IT-продуктов.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Ведение переговоров|Публичные выступления|Управление отношениями с клиентами|Работа на выставках,3.0,78142.85714285714,1.0,46308.41121495328,менеджер по продуктам м2м iot,Требуемые знания и опыт работы: Высшее экономическое и/или техническое образование. Опыт работы в телекоммуникационной сфере и интеграторском бизнесе не...,"Управление, модернизация, запуск продуктов IoT. Поиск, разработка и развитие новых и существующих проектов IoT. Проектное управление реализации IoT кейсов в...",0.03333333333333333,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Екатеринбург,Айдеко,2019-12-13T12:09:02+0300,"  Компания «Айдеко» - ведущий разработчик программного обеспечения в области информационной безопасности и сетевых технологий.    Наши продукты IDECO UTM - шлюз безопасности; система контентной фильтрации IDECO SELECTA; IDECO MESH - позволяет использовать интернет в любой точке покрытия Wi-Fi без потери качества сигнала.    Мы в поисках активных и талантливых сотрудников в отдел продаж. Наши менеджеры продают продукты информационной безопасности по всей России. Для нас важно постоянное обучение - мы проходим тренинги по продажам и личностные, ходим на выставки и конференции, постоянно обмениваемся опытом. У нас много возможностей для профессионального роста.      Обязанности:      Развитие продаж продуктов IDECO (крупные клиенты / b2b + b2g);   Развитие долгосрочных взаимоотношений с заказчиками;   Отчетность о проделанной работе.      Требования:      Успешный опыт в сфере продаж IT-решений;   Готовность к переговорам и достижению результата с клиентами;   Готовность периодически выезжать на встречи с заказчиками.      Будет преимуществом:      Базовые знания в ИТ - сфере, представление о работе локальных сетей и сети интернет;   Опыт работы с крупными клиентами.      Условия:      График работы: пятидневный; официальное трудоустройство;   Хороший оклад + высокий % от личного оборота;   Бесплатное обучение английскому языку с преподавателем (в офисе);   Чай, кофе, плюшки и сладости на оборудованной кухне;   Парковка перед зданием; просторный современный офис;   Адрес работы: ул. Кулибина.   ",Полная занятость,Полный день,От 3 до 6 лет,|B2B Продажи|B2G продажи|Планирование продаж,6.0,78142.85714285714,3.0,80000.0,ведущий менеджер по продажам программного обеспечения,Успешный опыт в сфере продаж IT-решений. Готовность к переговорам и достижению результата с клиентами. Готовность периодически выезжать на встречи...,Развитие продаж продуктов IDECO (крупные клиенты / b2b + b2g). Развитие долгосрочных взаимоотношений с заказчиками. ,0.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Екатеринбург,ИНСИС,2019-12-13T13:32:45+0300,"  О нас    Оператор «Инсис» предоставляет полный спектр услуг связи.   В портфеле «Инсис»: интернет, телефония, системная интеграция, а также продукты собственной разработки компании – облачное видеонаблюдение, виртуальная АТС, Wi-Fi хот-спот, облачный хостинг и цифровое телевидение.   Мы развиваемся и собственными силами создаем новые продукты. У нас нет бюрократии – мы не стоим месяцами в очереди к директору или в тех.отдел, чтобы воплотить в жизнь классную идею. Мы все фанаты своего дела и дружная команда, которая усиленно трудится и весело отдыхает. У нас есть репутация надежного партнера и поставщика телеком-услуг – и уральский характер.   Мы ищем неравнодушных и целеустремленных людей, которые будут вместе с нами развивать и продвигать современные телеком и IT-сервисы.    Прямо сейчас мы ищем «Менеджера по продажам   B  2  B  », г.Екатеринбург.     Эксперта, который помогает клиенту в выборе лучшего решения для развития бизнеса. Друга и надежного партнера, с которым будет комфортно работать долгое время.    Что нужно делать:      продавать клиентам новые услуги и сервисы, заключать договора и координировать подключение   проводить презентации по телефону/skype или при личной встрече   составлять коммерческие предложения, интересные и выгодные для клиентов   помогать клиенту в выборе лучшего решения для его бизнеса      Будет здорово, если:      ты любишь и умеешь работать с клиентами (консультирование, продажи, обслуживание)   ты энергичный, командный и пробивной   тебе не чужд азарт переговоров и ты стремишься достичь классных результатов      Мы гарантируем:      уровень дохода от 55 000 при выполнении плановых показателей (оклад 30 000 + премия), четкую и прозрачную систему мотивации, корпоративное обучение и внимательного наставника на испытательный срок   корпоративную сотовую связь и оплату транспортных расходов   приятные бонусы – Интернет на скорости от 50 Мбит/с и Цифровое телевидение (более 200 каналов)   корпоративный спорт: бассейн, волейбол, трейлраннинг   разнообразие корпоративных мероприятий: развлекательные, спортивные, туристические – на любой вкус   ",Полная занятость,Полный день,Нет опыта,|Навыки продаж|Поиск и привлечение клиентов|Телефонные переговоры|Холодные звонки|Деловое общение|Заключение договоров|Навыки презентации,,78142.85714285714,,55000.0,менеджер выездных продаж,"Ты любишь и умеешь работать с клиентами (консультирование, продажи, обслуживание). Ты энергичный, командный и пробивной. Тебе не чужд азарт переговоров...","Продавать клиентам новые услуги и сервисы, заключать договора и координировать подключение. Проводить презентации по телефону/skype или при личной встрече. ",0.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
