city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,c++,linux,git,qt,c/c++,ооп,stl,python,tcp/ip,boost,other
Новосибирск,ARQA Technologies,2019-12-13T08:15:27+0300," ARQA Technologies - разработчик сложных программных решений для финансового сектора (банков, инвестиционных и управляющих компаний). Наши продукты QUIK и QORT используются более 300 клиентами в России и западных странах.   Головной офис компании находится в тихом центре Новосибирска, в шаговой доступности от транспортной развязки. Города присутствия – Москва, Лондон. На данный момент, в компании работает более 200 человек.        В зависимости от Ваших навыков и опыта мы будем рады предложить участие в решении разнообразных задач – от системного программирования, разработки бизнес-логики до реализации многофункционального пользовательского интерфейса.         Мы ожидаем:      Законченное высшее образование.   Качественное знание и понимание базовых алгоритмов computer science.   Опыт и хорошие знания C++, MS VS, WinApi.   Навыки отладки и оптимизации ПО.   Умение разбираться и работать с чужим кодом.   Навыки командной работы.      Будет плюсом:      Знание MS SQL или другой СУБД.          Мы предлагаем:      Официальное трудоустройство и соблюдение законодательства о труде.   Ежегодные отпуска 31 календарный день, больничные и т.д.   ДМС, частичную компенсацию занятий спортом.   Уютный офис в тихом центре.   Насыщенную корпоративную жизнь в коллективе единомышленников.   Гибкий график работы.   Для сотрудников со стажем - возможность получить ссуду на первоначальный взнос при покупке жилья.   ",Полная занятость,Гибкий график,От 1 года до 3 лет,|C++|MS Visual Studio,3.0,72068.75,1.0,71355.0,разработчик с++,"Законченное высшее образование. Качественное знание и понимание базовых алгоритмов computer science. Опыт и хорошие знания C++, MS VS, WinApi. ",Без обязанностей,0.0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Новосибирск,AKCP,2019-11-18T06:55:57+0300," AKCess Pro Limited ищет опытных разработчиков ПО для постоянной работы в нашем Новосибирском центре.   Наша компания является старейшим и крупнейшим производителем решений для мониторинга условий окружающей среды или работы систем безопасности.   Нашими заказчиками являются такие компании как: NASA, Sony, Coca-Cola, HSBC, ФБР и ВВС США.    Рабочие обязанности:    Разработка клиент-серверных решений компании на языке C++ для Windows и Linux платформ. Ведение отчётности и планирования работы с использованием средств управления проектом и отслеживания ошибок. Участие в разработке и проверке кода совместно с вашими коллегами.    Профессиональные требования:    Степень бакалавра в области микроэлектроники, информатики или смежных областей. Хороший навык чтения и письма на Английском языке. Не менее 6 лет опыта в разработке программного обеспечения. Крепкие познания в - языке программирования C++ - классических алгоритмах и структурах данных - принципах ООП и ООД - протоколах сетевого взаимодействия - разработке многопоточных приложений   Знакомство с разработкой для SoC (System On Chip) платформ, опыт в создании драйверов уровня ядра для Windows или Linux считается плюсом для соискателя.    Условия работы:  Полная занятость - 40 рабочих часов в неделю. Возможность задать гибкий рабочий график. Соблюдение официального рабочего календаря. Рабочий офис в Новосибирском Академгородке.     ",Полная занятость,Гибкий график,Более 6 лет,|C/C++|Git|Redmine|Linux|ООП,,72068.75,6.0,170000.0,разработчик с++,"Степень бакалавра в области микроэлектроники, информатики или смежных областей. Хороший навык чтения и письма на Английском языке. Не менее 6...",Разработка клиент-серверных решений компании на языке C++ для Windows и Linux платформ. Ведение отчётности и планирования работы с использованием...,0.8333333333333334,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1
Новосибирск,Springs Tech,2019-12-02T11:12:24+0300," Springs Tech – компания, располагающаяся в технопарке Новосибирского Академгородка. Мы работаем с зарубежными партнёрами и занимаемся задачами виртуализации.   Сейчас мы делаем большой и интересный проект – платформу для запуска Андроид-игр на настольном ПК. Это сложный R&amp;D проект с большим потенциалом, он длится уже больше 2 лет и сейчас имеет внушительную пользовательскую аудиторию. На проекте есть полный спектр задач от backend до UI, начиная от простых задач до полномасштабных исследований в совершенно новых областях. Мы смотрим в будущее и готовы воплощать самые современные и эффективные практики. Сейчас мы используем Git, код ревью, тесты, JIRA, CI.   Наш офис расположен в месте с отличной инфраструктурой – Академпарке. Офис классического типа, состоит из небольших кабинетов, не опен спейс. У нас тихие условия работы, удобные рабочие места и современное железо. У нас нет ненужной бюрократии, мы готовы обсуждать идеи разработчиков и поощрять их. В нашей команде у каждого есть возможность влиять на судьбу проекта и воплощать в жизнь свои идеи.   Для расширения команды мы ищем начинающего C++ разработчика.    Требования    • Знание основ языка C++   • Умение работать с git   • Базовое знание английского языка (письменно)    Будет плюсом    • Опыт работы с Qt   • Знакомство с Android на любом уровне (Android SDK, NDK, AOSP)   • Знание Java или C# или опыт работы с любым из web frameworks (Angular, React, Vue)    Условия    • Полностью белая заработная плата, зарплатная вилка указана после вычета налогов, то есть &quot;на руки&quot;   • Помощь в изучении новых языков программирования, технологий, инструментов разработки   • Демократичная атмосфера, минимум менеджмента, гибкий рабочий график   • Офис в Технопарке Академгородка ",Полная занятость,Полный день,Нет опыта,|Android|Java|Git|Atlassian Jira|C++|Qt,,72068.75,,50000.0,с++ junior разработчик,Знание основ языка C++. Умение работать с git. Базовое знание английского языка (письменно). Будет плюсом. Опыт работы с Qt. ,Без обязанностей,0.36666666666666664,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Новосибирск,2ГИС,2019-12-09T06:23:18+0300," Мы команда которая создаёт алгоритм поиска для всех продуктов 2ГИС. Помогаем миллионам наших пользователей быстро и точно находить фирмы, адреса, маршруты по всей России и многим странам зарубежья.   Мы работаем с данными на разных языках. Достигаем высоких показателей в точности и скорости наших алгоритмов. Храним наши данные максимально эффективно. Наш код работает и на мобильных устройствах и на серверах и на обычных компьютерах.   Чтобы поиск находил точнее, мы создаём системы анализа данных. Они помогают проверять и поддерживать качество нашей информации.   Мы имеем высокоорганизованный процесс разработки с непрерывной интеграцией и быстрой доставкой в продукты. Используем современные технологии на всех этапах разработки. Разрабатывать можно под любой OS с удобным для вас компилятором и IDE.   Перед разработчиками всегда стоят интересные алгоритмические задачи, требующие хороших знаний структур данных и теории алгоритмов.    Кого мы ищем    Разработчика с опытом разработки на С++, знанием C++11/14/17, приветствуются знание python, SQL, навыки по обработке больших массивов данных.   Тем, кто узнал в требованиях себя: будет здорово, если вдобавок ко всему вы окончили технический ВУЗ, работали с CI-системами, знакомы с системами контроля версий (git).   Если чего-то не умеете, но готовы учиться и хотите приносить пользу людям — присылайте резюме, давайте общаться.    Немного об R&amp;D 2ГИС    В Новосибирске у нас два больших офиса: этаж в Технопарке и одиннадцать этажей в Сан-Сити. Ты будешь работать в Сан-Сити. У нас нет дресс-кода и строгого графика. Кто-то приходит в 9, кто-то в 10, а кто-то когда удобно ему и команде. Главное, чтобы ты выполнял задачи в срок и был на связи с коллегами.   Мы используем современные технологии и любим о них говорить. Помимо разработки мы стараемся побольше рассказывать о нашем продукте миру, поэтому пишем статьи, выступаем на конференциях и сами их организуем. Еще мы стараемся регулярно устраивать тимбилдинги, так как считаем, что хорошие отношения в команде — залог продуктивной работы.   Заработную плату готовы обсуждать индивидуально.     ",Полная занятость,Полный день,От 1 года до 3 лет,|C++|MS SQL|Python|Git,3.0,72068.75,1.0,71355.0,разработчик с++,"Разработчика с опытом разработки на С++, знанием C++11/14/17, приветствуются знание python, SQL, навыки по обработке больших массивов...",Без обязанностей,0.13333333333333333,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
Новосибирск,Кадровое агентство Алексея Сухорукова,2019-12-03T10:38:48+0300," Ведущий разработчик программного обеспечения для промышленного сектора ищет в команду С++ Developer. Компания создает гибкие системы электронного управления, которые позволяют предприятиям перейти на полностью автоматизированное производство.   Рабочее место расположено в немецком городе Лёррах, неподалеку от границы со Швейцарией и Францией. Его окружают Шварцвальдский лес, озёра Рейнской долины и замки. Сам город известен как родина шоколада Milka, здесь и сейчас расположена одна из фабрик Mondelēz International, на которой его производят.    Ваши задачи:        Программирование, обслуживание и документирование ПО производственного оборудования (C++11, STL, Boost, Windows10, Embarcadero RAD Studio 10.2, Doxygen)       Программирование, обслуживание и документирование ПО микроконтроллера (C++, C, Assembler, Eclipse, Keil uVision, Arm, XC167, x86)       Разработка приложений обработки изображений (Halcon 13)       Разработка в CoDeSys       Программирование базы данных приложений (SQL, dBase)       Подключение и программирование баз данных (MSSQL Server)       Проектирование интерфейсов визуализации (HMI) для новых систем        От вас потребуется:        Опыт коммерческой разработки от 3 лет       Знание С++ 11 на уровне Senior       Опыт работы с технологическим стеком проекта (см. в задачах)        Обязательно нужны:         Профильное высшее образование       Английский язык на уровне С2 и выше       Готовность к командировкам (Европа)        Вас ожидает:        Заработная плата 50-55к евро в год (повышение и бонусы по результатам работы)       Гибкий график       Помощь с релокацией        А также:         Работа в перспективном секторе экономики и с передовыми технологиями       Амбициозная дружная команда       Матричная иерархия, с возможностью влияния на рабочие процессы в команде на любой должности     ",Полная занятость,Гибкий график,От 3 до 6 лет,|C++|STL|Assembler|Eclipse|C/C++,6.0,4600.0,3.0,4100.0,с++ разработчик,Опыт коммерческой разработки от 3 лет. Знание С++ 11 на уровне Senior. Опыт работы с технологическим стеком проекта (см. ,"Программирование, обслуживание и документирование ПО производственного оборудования (C++11, STL, Boost, Windows10, Embarcadero RAD Studio 10.2, Doxygen). ",0.3333333333333333,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
Новосибирск,Movavi,2019-12-10T08:03:34+0300," Новосибирская  IT-компания Movavi  создает и продает программы для любительской обработки мультимедиа.   Movavi Video Editor, Photo Editor, Video Converter, Screen Capture - одни из самых популярных продуктов в мире, ими пользуются в 150 странах. Наши программы помогают миллионам людей легко обрабатывать фото и видео, не требуя специальных знаний и навыков.    Мы счастливы представлять Новосибирск на мировой IT-карте! Приглашаем тебя присоединиться к нашей команде и вместе с нами создавать самый популярный софт для мультимедиа!     Чем предстоит заниматься:      разработка в команде кросс-платформенных приложений под Windows и Mac;   помощь в решении технических проблем другим членам команды.      Для успешного выполнения задач тебе потребуется:      успешный опыт разработки приложений на C++ от 5-ти лет;   уверенные знания C/C++, STL, Qt, boost;   опыт кросс-платформенной разработки (Windows/MacOS/Linux).      Будет круто, если:      есть опыт работы с QML;   у тебя есть опыт многопоточного и сетевого программирования.      Работа в Movavi - это:        команда профессионалов, готовых делиться знаниями и опытом;       индивидуальный подход к профессиональному росту и развитию внутри компании;       официальное трудоустройство с первого рабочего дня;       белая заработная плата + компенсация питания и спорта;       удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;;       занятия йогой и английским языком, не выходя из офиса;       здоровье с ДМС;       приятная рабочая атмосфера, общение на &quot;ты&quot;;       бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя.        Если ты не получил ответ на отклик в течение   3-х рабочих дней : 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам.    Хочешь 70K? Это не розыгрыш. Мы готовы тебе их дать!      Что нужно сделать:  Направь резюме своего друга или его контакты  (см.контактную информацию) . В теме письма обязательно укажи: Рекомендация_ФИО друга. И жди свой гонорар. Все просто – рекомендуй и зарабатывай! * Друг должен знать, что его рекомендуют. Важно: выплата производится после того, как твой друг успешно пройдет испытательный срок. Есть вопросы? Пиши. ",Полная занятость,Гибкий график,Более 6 лет,|C++|Qt|STL,,72068.75,6.0,150000.0,senior с++ разработчик разработчик с++,"Успешный опыт разработки приложений на C++ от 5-ти лет. Уверенные знания C/C++, STL, Qt, boost. Опыт кросс-платформенной...",Разработка в команде кросс-платформенных приложений под Windows и Mac. Помощь в решении технических проблем другим членам команды.,0.1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
Новосибирск,СКБ Контур,2019-12-09T06:42:11+0300,"  Кто мы и чем занимаемся    Контур разрабатывает продукты для бизнеса. Много. И они все разные, потому что у нас почти 2 000 000 клиентов и продуктовая, а не заказная разработка.   Мы все время экспериментируем, развиваем наши сервисы и постоянно запускаем новые. Это у нас отлично получается :)   Сейчас мы ищем C++-разработчика в команду инфраструктурной разработки. Эта команда создает инструменты для разработчиков и решает межфункциональные системные задачи.    Проект и задачи    Контур.Плагин — это расширение для браузеров, выполняющее криптографические операции в сервисах СКБ Контур. У него больше 1 млн установок, и каждый день им пользуется порядка 250 000 человек. Все они работают под  Windows .   Сейчас к выходу готовится кроссплатформенная версия Плагина, и перед командой стоят задачи по добавлению функциональности автообновления на  macOS  и  Linux  и возможности сбора телеметрических данных. На первом этапе предстоит участвовать в решении именно этих задач.   В дальнейшем в основные обязанности будет входить:     Поддержка и развитие Плагина, упрощение работы с ним   Помощь с задачами Кабинету Удостоверяющего центра      Стек    На  C++  написана основная часть Плагина и клиент для автообновлений под  Windows . Другая часть и тесты разработаны на  JavaScipt . Также используем  Node.js  для написания билд-скриптов и вспомогательных утилит,  Python  — для инструмента по автоматизации тестирования на множестве ОС, а  C#  — для backend’a сервиса автообновлений.    Для нас важно:      Опыт работы в команде промышленной разработки не менее года   Знание C++ и желание писать большую часть кода на нем   Знакомство или желание познакомиться с большей частью технологий из нашего стека      Будет преимуществом:      Представление о криптографии с открытым ключом   Понимание принципов многопоточной и асинхронной работы   Опыт кроссплатформенной разработки (Unix/Linux)      Мы предлагаем:      Разработку под разные платформы — Windows, Linux, macOS и возможность узнать, как устроены альтернативные ОС, познакомиться со своим «железом» ближе   Свободу выбора технологий и подходов и возможность использовать современные стандарты (С++11/14/17)   Поездки на IT-конференции, митапы, учебные курсы за счет компании, в том числе спикером   Внутренние профессиональные сообщества и обмен опытом между командами   Просторный и уютный офис с зонами отдыха, панорамным видом на город, душем       Корпоративные мероприятия, командные выезды и движухи   Гибкий график работы   ",Полная занятость,Гибкий график,От 1 года до 3 лет,|Python|Linux|C++|Bash|Средства криптографической защиты информации,3.0,72068.75,1.0,71355.0,middle с++ разработчик,Опыт работы в команде промышленной разработки не менее года. Знание C++ и желание писать большую часть кода на нем. ,"Поддержка и развитие Плагина, упрощение работы с ним. Помощь с задачами Кабинету Удостоверяющего центра.",0.13333333333333333,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
Новосибирск,ДескАлертс,2019-11-25T07:47:47+0300," Наш продукт уже более 8 лет делает очень полезное дело - обеспечивает критически важные коммуникации внутри по-настоящему больших структур: мировые компаний более 1000 сотрудников.   Мы наш продукт любим, бережем, совершенствуем его, и в нашей большой команде работают только преданные своему делу люди, с головами и руками на правильных местах.  Сейчас нужен\нужна +1.     На ближайшие полгода основной план команды такой:      Переработка архитектуры проекта   Развитие функционала продукта   Планомерное уничтожение техдолга.      Если чуть детальнее:  доработка интеграции протокола WebSocket в приложение, избавление от части легаси кода, рефакторинг, создание прототипа кросс-платформенного аналога приложения с использованием QT.    Все это объективно и неизбежно приведет к тому, что продукт укрепится в позиции сопряженного лидера рынка  (как Pepsi и Coca-cola :))    Стек:  C/C++, SQL, git, SQLite3    Процессы и инструменты:  очередной авторский коктейль из скрама и канбана, redmine, teamcity, bitbucket    Что необходимо знать, иметь и уметь, чтобы получить наш оффер:      C/C++, Qt   протокол WebSocket   SQL, иметь представление о СУБД SQLite   знать структуры данных и базовых алгоритмов   представлять, как работают службы Windows   спокойно работать с легаси кодом и быть в готовности к рефакторингу      Каким человеком нужно быть, чтобы комфортно чувствовать себя в нашем обществе и с нашими задачами?      открытым: ко всему новому, к изменениям, к предложениям, к конструктивной критике   стремящимся развиваться: следить за трендами IT, надоедать предложениями об улучшениях в продукте и процессах, приносить в команду новые знания и применять их на практике   уметь рассказать сложное простым языком   уметь выдавать качественный результат стабильно, в независимости от погоды, цен на нефть и пробок на дорогах      А что взамен?      участие в эволюции действительно востребованного международного монопродукта     работу в команде умных и веселых людей, которым не все равно, что происходит вокруг, и которые очень любят свой продукт       возможность развиваться и узнавать новое на всяких профильных ивентах в России и за рубежом       возможность говорить и быть услышанным и понятым       гибкие условия работы (от графика до процессов и бонусов)       празднование побед с размахом - вплоть до корпоративных каникул на берегу теплых морей. А побеждаем мы часто)        Мы решили провести эксперимент и попробовать обойтись без тестового задания) Так что, если у тебя есть нужные скиллы и желание найти любимую работу, и ты хочешь лично поговорить об этом, то откликайся на вакансию и приходи знакомиться!     Если ты пришлешь пример кода или линк на свой открытый аккаунт на гитхабе, это существенно сократит сроки получение приглашения к личному знакомству.  ",Полная занятость,Полный день,От 1 года до 3 лет,|SQLite|Qt|Git|SQL|C++,3.0,72068.75,1.0,71355.0,разработчик с++,"SQL, иметь представление о СУБД SQLite. Знать структуры данных и базовых алгоритмов. Представлять, как работают службы Windows. Спокойно работать с...","Переработка архитектуры проекта. Развитие функционала продукта. Планомерное уничтожение техдолга. Если чуть детальнее: доработка интеграции протокола WebSocket в приложение, избавление от...",0.6,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Новосибирск,NPM,2019-12-13T16:10:24+0300," NPM — современная российская компания с новейшим производственным комплексом, базирующаяся в городе Новосибирске. Компания специализируется на производстве оборудования для розлива пива, газированных напитков, чистой воды и молока. NPM — это инновационная компания, внедряющая в массовое производство свои собственные интеллектуальные разработки. На сегодня большинство выпускаемых NPM продуктов уникальны как в России, так и в мире.   Описание проекта:   На новый уникальный проект в сфере Internet of Things (IoT, интернет вещей) по интернетизации оборудования по розливу напитков (до 3 млн. девайсов только в России) компания NPM приглашает в компанию Ведущего С++ разработчика   Мы ждем от кандидатов:       Опыт работы от 3-х лет       Владение С++ на высоком уровне       Знание Qt (сетевое взаимодействите, многопоточность)       Знание ООП и паттернов проектирования       Опыт написания и применения автотестов       Опыт работы с БД       Опыт работы под Linux       Задачи:       Разработка клиент-серверного приложения для IoT платформы (в перспективе высокие нагрузки)       Рефакторинг кода, развитие и улучшение текущего продукта       Работа и оптимизация данных в БД       Обучение, найм и формирование команды разработчиков       Плюсом будет:       Знание и опыт работы с Python или желание изучать Python       Знакомство с JavaScript       Преимущества работы у нас:       Работа в современной, активно развивающейся Компании мирового уровня в команде профессионалов.       Возможность реализации своих знаний и навыков в инновационных проектах.       Возможность повышения уровня компетенций за счет обучения в Компании.       Удобное расположение офиса — 10 минут от крупных транспортных развязок правого и левого берегов.       Официальное трудоустройство согласно ТК РФ.       Конкурентный, полностью декларируемый уровень заработной платы.       Для участия в конкурсе необходимо откликнуться на вакансию. Резюме рассматривается не более 7 дней. В случае, если Вам не ответили в течение двух недель, был выбран другой кандидат. Но мы всегда открыты для новых интересных идей и людей, поэтому каждый кандидат попадает в нашу базу и рассматривается в случае появления аналогичной вакансии. ",Полная занятость,Полный день,От 1 года до 3 лет,|Python|JavaScript|Linux|ООП|C++|Git,3.0,72068.75,1.0,71355.0,senior с++ разработчик,"Опыт работы от 3-х лет. Владение С++ на высоком уровне. Знание Qt (сетевое взаимодействите, многопоточность). Знание ООП и паттернов...","Разработка клиент-серверного приложения для IoT платформы (в перспективе высокие нагрузки). Рефакторинг кода, развитие и улучшение текущего продукта. ",0.0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1
Новосибирск,AKCP,2019-11-25T06:09:36+0300," AKCess Pro Limited (akcp.com/) is looking for Experienced Software Development Engineers to work at our Novosibirsk software development center.   We are the oldest and largest multinational manufacturer of SNMP-based environmental and security monitoring solutions. Our customers include NASA, Sony, Coca-Cola, HSBC, the FBI and United States Air Force.   Responsibilities:   Development of company&#39;s client/server software written in C++ for Windows and Linux platforms Reporting of work progress using project management and issue tracking tools. Taking part in design and code review with you colleagues.   Requirements:   BS Degree in Electronic Engineering, Computer Science or a related field. At least 6 years of experience in Software engineering. Good writing/reading skill in English. Strong knowledge of - C++ programming language, - classic algorithms and data structures, - principles of OOP/OOD - network communication protocols - multi-threaded applications design   Familiarity with SoC (System On Chip) platforms development, experience in Windows and Linux kernel drivers development considered as a plus for the applicant.   Conditions:   Full time - 40 work hours per week. Flexible work schedule. Compliance with the official working calendar. Office in Novosibirsk Akademgorodok.     ",Полная занятость,Полный день,Более 6 лет,|C/C++|MS Visual Studio|Linux|Git|GCC,,72068.75,6.0,3000.0,с++ разработчик,"BS Degree in Electronic Engineering, Computer Science or a related field. At least 6 years of experience in Software engineering. ",Development of company&#39;s client/server software written in C++ for Windows and Linux platforms. Reporting of work progress using...,0.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1
Новосибирск,Форвард,2019-12-13T10:29:27+0300,"  Группа компаний Форвард  – лидер в области разработки программных и аппаратных симуляторов автомобилей и различной спецтехники, а также программного обеспечения для теоретического обучения вождению, безопасности дорожного движения и т.д.   Мы – увлеченная команда профессионалов, разрабатываем и применяем игровые технологии для создания высококачественных и реалистичных продуктов, которые помогают обучать специалистов и пользователей по всему миру.   Наша продукция поставляется как по всей России, так и за рубеж – в США, различные страны Европы и т.д.   Вас ждет широкий спектр задач – разработка редактора уровней и учебных заданий, графики, искусственного интеллекта, сетевого взаимодействия, работа с такими технологиями, как Oculus Rift, HTC Vive, Steam, Havok Physics и т.д. Опытная команда поможет изучить новое и прокачать Ваши навыки.   Приглашаем стать частью нашей команды!   Нам интересно Ваше:     Знание основ C++ и C#;   Принципы и методы ООП;   Основы линейной алгебры и аналитической геометрии;   Понимание базовых структур данных и алгоритмов.      Будет плюсом:      Работа с различными .NET-технологиями - WPF и т.д.   Опыт работы в Microsoft Visual Studio, с системами контроля версий (SVN, Git и т.д.);   Интерес к разработке компьютерных игр и симуляторов;   Наличие собственных проектов игр/мультимедийных программ;   Опыт программирования 3D графики (DirectX, OpenGL), работы с графическими «движками»;   Опыт работы с игровыми движками – Unreal Engine, Unity и т.д.;   Интерес к автомобильной тематике;   Технический английский (чтение документации).      Мы предлагаем:      Молодой, профессиональный, дружелюбный коллектив;   Комфортный офис в центре города, 5 минут от метро «Гагаринская»;   Опытные коллеги и наставники;   Удобное и современное рабочее место;   Официальное трудоустройство, белая зарплата;   Возможность совмещения работы с учебой;   Профессиональный и карьерный рост;   Доступ к современному VR-оборудованию, игровым рулям и т.д.;   Возможность участия в семинарах и тренингах;   Кухня с кофемашинами, разными «вкусняшками» для всегда позитивного настроения;   Компенсация занятий спортом.     Уровень заработной платы определяется по результатам собеседования. ",Полная занятость,Полный день,Нет опыта,|C++|ООП|C#,,40000.0,,25000.0,разработчик с++ с# junior,Знание основ C++ и C#. Принципы и методы ООП. Основы линейной алгебры и аналитической геометрии. Понимание базовых структур данных и...,"Группа компаний Форвард – лидер в области разработки программных и аппаратных симуляторов автомобилей и различной спецтехники, а также программного обеспечения для...",0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
