city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,английский язык,работа в команде,консультирование,1с: предприятие 8,sap,sql,sap erp,erp-системы на базе 1с,1с программирование,sap bw,other
Екатеринбург,Строительный Двор,2019-12-03T11:22:57+0300,"   Строительный Двор - крупнейший поставщик строительных и отделочных материалов с 1993 года!     16 городов, 54 розничных магазинов, более 2 000 сотрудников.   У нас микросервисная архитектура и agile подход к разработке, нет менеджеров и начальников, у нас есть самоорганизованные команды! Открытость экспериментам и новым инструментам!  Мы любим web и у нас всегда есть интересные задачи!     Требования:      не полное высшее образование;   опыт внедрения SAP в роли консультанта приветствуется;   английский язык на уровне чтения и понимания документации;   доброжелательность, умение устанавливать контакт с людьми;   реализация и поддержка бизнес процессов со стороны FI.      Обязанности:      участие в проектах реорганизации/оптимизации бизнес процессов;   анализ функциональных требований, разработка концептуальных дизайнов бизнес-процессов;   подготовка проектных решений по соответствующим функциональным областям;   настройка системы по соответствующим функциональным направлениям;   реализация бизнес-процессов в SAP ERP;   разработка инструкций пользователей по работе в SAP ERP;   обучение ключевых и конечных пользователей;   разработка сценариев тестов системы и процессов, тестирование;   подготовка функциональных спецификаций на разработки.      Условия:      официальная заработная плата, уровень обсуждается на собеседовании;   возможность работать удаленно (офис находится в Тюмени);   официальное трудоустройство;   система наставничества;   современный классный офис со своей столовой;   насыщенная корпоративная жизнь;   дополнительный официальный день отпуска за каждый год работы в компании.      Стань частью нашей команды! Мы ждём твоё резюме!  ",Полная занятость,Гибкий график,От 1 года до 3 лет,|SAP ERP|SAP FI,3.0,78000.0,1.0,49100.0,sap консультант fi,Не полное высшее образование. Опыт внедрения SAP в роли консультанта приветствуется. Английский язык на уровне чтения и понимания документации. ,"Участие в проектах реорганизации/оптимизации бизнес процессов. Анализ функциональных требований, разработка концептуальных дизайнов бизнес-процессов. Подготовка проектных решений по соответствующим...",0.3333333333333333,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Екатеринбург,Нэти,2019-11-27T15:54:19+0300,"  Мы ищем консультанта с уверенным знанием контуров продаж, закупок, логистики MDAX для удаленной работы.     Какой нужен опыт и навыки:      Опыт внедрения или сопровождения Microsoft Dynamics AX 2012 в качестве консультанта от 2 лет.   Реальные результаты внедрения, сопровождения Microsoft Dynamics AX.   Практические навыки написания технических заданий на модификации.   Креативный подход в тестировании модификаций.   Проактивность в работе с пользователями, развитые устные и письменные коммуникативные навыки.      Что нужно знать:      Функциональность контуров продаж, закупок, складской логистики.   Базовое знание бухгалтерского учета ТМЦ.   Будет плюсом знание финансового контура (ГК, бюджетирование, Банк и касса, ОС) и различных вариантов расчета себестоимости, производственного контура.   Принципы проектного управления.   Наличие сертификатов приветствуется.      Что вы будете делать:      Сопровождать Microsoft Dynamics AX на нескольких предприятиях (удаленное сопровождение).   Принимать задачи от пользователей и писать спецификации на разработку.   Тестировать модификации.   Настраивать системы.   Консультировать, поддерживать и обучать пользователей.   Писать инструкции пользователям.      Условия:      Работа из дома (удаленное взаимодействие с заказчиками и программистами).   Возможность и желание ездить в командировки приветствуется и оплачивается.   Если вы знаете английский/немецкий язык, мы можем предложить участие в международных проектах.   Доход от 80 000 руб. в зависимости от квалификации — з/п белая, два раза в месяц, без задержек.   Переработки обычно не требуются, но оплачиваются по повышенной ставке.   Возможность сдвинуть свой график на удобное время.   У нас вы не останетесь узким специалистом — постоянная работа с разными модулями и технологиями вам обеспечена.   Всегда есть, с кем посоветоваться. Большая База знаний.   ",Полная занятость,Удаленная работа,От 1 года до 3 лет,,3.0,68600.0,1.0,80000.0,ведущий консультант miсrosoft dynamiсs ax,"Опыт внедрения или сопровождения Microsoft Dynamics AX 2012 в качестве консультанта от 2 лет. Реальные результаты внедрения, сопровождения Microsoft Dynamics...",Сопровождать Microsoft Dynamics AX на нескольких предприятиях (удаленное сопровождение). Принимать задачи от пользователей и писать спецификации на разработку. Тестировать модификации. ,0.5333333333333333,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Лига Цифровой Экономики,2019-12-09T10:16:48+0300,"  Консультант SAP SD  на проект для заказчика в сфере производства.    Обязанности:      Постановка задач разработчикам   Написание документации   Проведение тестирования   Ведение переговоров с заказчиком      Требования:      Опыт работы в роли консультанта SAP SD   Опыт работы с функционалом &quot;Расчет цены - Проверка доступности и передача потребности - Продажа - Фактурирование - Отгрузка&quot;     Условия:     Трудоустройство в соответствии с ТК РФ   ДМС со стоматологией, скидки на фитнес 50%, оплачиваемая мобильная связь, скидки на изучение английского языка и многое другое   Гибкий график работы   Развитая система внутренних тренингов и возможность обучатся на внешних курсах   Рост и развитие в команде профессионалов.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,68600.0,1.0,49100.0,консультант sap sd,Опыт работы в роли консультанта SAP SD.,Консультант SAP SD на проект для заказчика в сфере производства. Постановка задач разработчикам. Написание документации. Проведение тестирования. Ведение переговоров с...,0.13333333333333333,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,Кантри,2019-12-04T14:46:27+0300," Производственная компания. Есть БП, КА и ЗУП. Несколько организаций. Одна ведется в БП, другая в КА, а ЗУП отдельно. В планируем переход на 1С ЕРП   Задачи   · Консультация пользователей, помощь в работе.   · Общение с программистами по доработкам   · Работа с ИТС   Необходимые навыки.   · Опыт работы в 1С.   · Знание типового функционала программ семейства 1С Предприятие 8.   · Понимание бух.учета и документооборота;    Условия:    Достойная, своевременная, официальная заработная плата. - Официальное трудоустройство согласно ТК РФ - Соц. пакет согласно ТК РФ (оплачиваемые больничный лист и отпуск - 28 дн.) - Повышения своей квалификации, обучение. - Деловая, доброжелательная обстановка в коллективе. - Комфортное рабочее место и удобное месторасположения.   Офис. Пр.Маркса   Резюме на электронную почту. ",Полная занятость,Гибкий график,От 1 года до 3 лет,|1С: Предприятие 8,3.0,60000.0,1.0,40000.0,консультант 1с,Необходимые навыки. Опыт работы в 1С. Знание типового функционала программ семейства 1С Предприятие 8. Понимание бух.учета и документооборота.,"Производственная компания. Есть БП, КА и ЗУП. Несколько организаций. Одна ведется в БП, другая в КА, а ЗУП отдельно. ",0.3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Новосибирск,Хамелеоннейл,2019-12-03T06:32:40+0300,"  HAMELEON  - Флагман в индустрии красоты и ногтевом бизнесе. Более 6 лет на российском рынке.    Обязанности:      Помощь пользователям в решении возникающих вопросов.   Настройка отчетов.. .   Удаленно из офиса решать проблемы, связанные с 1С в магазинах.   Умение работать с торговым оборудованием (если такого умения нет, научим самостоятельно).            Требования:     Наличие сертификатов (УТ 11.4, Розница 2.2, Бухгалтерия 3.0, ЗУП 3.1). приветствуется..   Опыт работы от года консультантом.      Готовы предложить:      Официальное трудоустройство   Своевременную оплату труда   Дружный коллектив     Офис находится в р.п. Кольцово.     ",Частичная занятость,Гибкий график,От 3 до 6 лет,|1С: Бухгалтерия|1С: Розница|1С программирование|1С: Управление Торговлей|1С: Зарплата и управление персоналом,6.0,87500.0,3.0,65000.0,консультант 1с,"Требования: Наличие сертификатов (УТ 11.4, Розница 2.2, Бухгалтерия 3.0, ЗУП 3.1). приветствуется.. Опыт работы от года...","Помощь пользователям в решении возникающих вопросов. Настройка отчетов.. . Удаленно из офиса решать проблемы, связанные с 1С в магазинах. ",0.3333333333333333,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Новосибирск,"Северсталь, Москва",2019-12-04T08:58:02+0300,"  Компания «Северсталь-Инфоком» - центр информационных и коммуникационных технологий крупнейшего горнодобывающего и сталелитейного холдинга «Северсталь».      «Северсталь-Инфоком» сегодня это:       27-летний опыт   IT экспертизы     10 филиалов по России     более 1000 сотрудников       «Северсталь-Инфоком» стала первой в России компанией, чей клиентский центр экспертизы в области SAP прошел сертификацию на уровне Advanced. Всего в мире на данный момент сертифицировано около 15 компаний. Совместно с компанией SAP мы участвуем в доработке официальных релизов, тестировании, семинарах, форумах и конференциях. Северсталь входит в число стратегических клиентов компании SAP AG. Наши сотрудники регулярно получают возможность общения с западноевропейскими и американскими экспертами по программе SAP MaxAttention.     Мы ищем кандидатов, которые получают удовольствие от эффективной командной работы, направленной на сопровождение и совершенствование внутренних бизнес-процессов компании. Мы не боимся амбициозных целей и верим, что каждое наше действие должно приносить результат.         Вам предстоит заниматься:      Настройка систем SAP CRM/C4C;   Поддержка и развитие существующего функционала по SAP CRM;   Участие в проектах внедрения SAP CRM/C4C.     Требования:     Участие как минимум в одном полном цикле проекта внедрения системы SAP CRM;   Опыт настройки стандартной функциональности CRM (WebClient UI; Sales; Marketing);   Опыт настройки модуля CRM не менее 3-х лет;   Знание интеграции SAP CRM с системами ERP, HR, BI;   Знание языка программирования ABAP/4 на уровне чтения, анализа и отладки кода.     Мы предлагаем:     Официальное трудоустройство по ТК РФ;   Официальная заработная плата;   ДМС, страхование жизни;   Постоянный трудовой договор;   График работы 5/2;   Офис находится м.Войковская (5 мин. на общественном транспорте, 20 мин. пешком);   Возможность изучать английский язык.   ",Полная занятость,Полный день,От 1 года до 3 лет,|SAP CRM|SAP ERP,3.0,87500.0,1.0,65000.0,консультант сrm с4с,27-летний опыт IT экспертизы. 10 филиалов по России. Более 1000 сотрудников. Участие как минимум в одном полном цикле проекта...,Настройка систем SAP CRM/C4C. Поддержка и развитие существующего функционала по SAP CRM. Участие в проектах внедрения SAP...,0.3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
Новосибирск,"Северсталь, Москва",2019-12-04T08:58:08+0300,"  Компания «Северсталь-Инфоком» - центр информационных и коммуникационных технологий крупнейшего горнодобывающего и сталелитейного холдинга «Северсталь».     «Северсталь-Инфоком» сегодня это:       27-летний опыт   IT экспертизы     10 филиалов по России     более 1000 сотрудников       «Северсталь-Инфоком» стала первой в России компанией, чей клиентский центр экспертизы в области SAP прошел сертификацию на уровне Advanced. Всего в мире на данный момент сертифицировано около 15 компаний. Совместно с компанией SAP мы участвуем в доработке официальных релизов, тестировании, семинарах, форумах и конференциях. Северсталь входит в число стратегических клиентов компании SAP AG. Наши сотрудники регулярно получают возможность общения с западноевропейскими и американскими экспертами по программе SAP MaxAttention.     Мы ищем кандидатов, которые получают удовольствие от эффективной командной работы, направленной на сопровождение и совершенствование внутренних бизнес-процессов компании. Мы не боимся амбициозных целей и верим, что каждое наше действие должно приносить результат.         Вам предстоит заниматься:      Участие в проектах развития и внедрения новой функциональности   Настройка системы, разработка дополнительной функциональности, новых отчетов, тестирование;   Подготовка документации;   Обучение.     Требования:     Знание настроек SD в SAP ERP;   Знание стандартных бизнес-процессов SAP SD;   Опыт разработки отчетной документации (ПР, ТКП, функциональных спецификаций на разработку, описание настроек и разработок, сценариев тестирования и проч.);   Ответственность, ориентация на задачи, требования и решение проблем;   Аналитическое мышление;   Отличные коммуникативные навыки, работа в команде.      Условия:      Комфортный офис в центре города;   Огромный опыт взаимодействия с бизнес-пользователями разных функций холдинга;   Карьерный рост, бесплатное обучение, повышение квалификации ежегодно;   Компенсация сотовой связи;   ДМС (включая стоматологию, 100% оплата больничного до 10 дней).   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,87500.0,1.0,65000.0,младший консультант sap sd,27-летний опыт IT экспертизы. 10 филиалов по России. Более 1000 сотрудников. Знание настроек SD в SAP ERP. ,"Участие в проектах развития и внедрения новой функциональности. Настройка системы, разработка дополнительной функциональности, новых отчетов, тестирование. Подготовка документации. Обучение.",0.3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,Холдинг Российские мясопродукты,2019-12-12T05:21:24+0300,"  Сибирская продовольственная компания -  динамично и успешно развивающаяся компания, один из крупнейших производителей колбас и мясных деликатесов на отечественном рынке.   Приглашаем к сотрудничеству  Консультанта 1С.     Обязанности:      Прием внутренних звонков сотрудников (первая линия поддержки).   Консультирование сотрудников по вопросам работы в программе 1С по телефону или через удаленное подключение в рамках разработанных инструкций по работе с 1С.   Фиксировать и передавать выявленные проблемы, не входящие в типовые решения, программистам.   Принимает участие в проверке нового функционала в базах 1С (тестирование на уровне пользователя, обратная связь с разработчиками).      Требования:      Высшее образование (информационные технологии, техническое).   Опыт работы с 1С:8   Знание типовых конфигураций 1С:8   Умение объяснять пользователям работу программы.     Условия:     Работа в крупной производственной компании.   Официальное трудоустройство. Заработная плата всегда своевременна, она понятна и прозрачна.   График работы: сменный график 2 дневные смены/2 ночные смены/4 выходных   Наша производственная площадка расположена в минутной шаговой доступности от остановки &quot;ДК Кирова&quot;.   Дружественная цена на всю нашу продукцию.      В случае положительного рассмотрения вашего резюме на нашу вакансию - мы перезвоним Вам или отправим приглашение в течение двух недель.  ",Полная занятость,Сменный график,Нет опыта,|Консультирование клиентов по телефону|Пользователь ПК|Работа в команде|1С: Предприятие 8|Коммуникабельность|Системное мышление,,40000.0,,65000.0,консультант 1с,"Высшее образование (информационные технологии, техническое). Опыт работы с 1С:8. Знание типовых конфигураций 1С:8. Умение объяснять пользователям...",Прием внутренних звонков сотрудников (первая линия поддержки). Консультирование сотрудников по вопросам работы в программе 1С по телефону или через...,0.03333333333333333,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
Новосибирск,КОРУС Консалтинг СНГ,2019-12-04T14:38:28+0300," Компания &quot;КОРУС Консалтинг СНГ&quot; приглашает сотрудника на позицию « Консультант по внедрению » .    Если вы настойчивы и ответственны, способны преодолевать трудности и работать на результат – мы ждём вас! Мы – команда профессионалов своего дела и любителей получать удовольствие от работы и от жизни.        Обязанности :     Реализация проектов интеграции между учетными систем клиентов с сервисами электронного документооборота;   определение и согласование целей и основных этапов проектов с заказчиком и внутренними департаментами Компании;   подготовка документации по проектам, сбор требований;   оказание консультаций заказчикам;   деловая переписка с партнерами/клиентами, включая международные команды;   постановка задач на разработку в Jira, контроль выполнения;   работа со структурированными данными, xml файлами и спецификациями;   проведение функционального тестирования.          Требования :     профильное техническое образование – информационные системы/компьютерные технологии и т.п.;   опыт работы в IT области от 1 года;   знание основ проектного управления;   умение формулировать требования заказчика и фиксировать их письменно. Знание BPMN нотации будет преимуществом;   способность разбираться в технической документации;   знание форматов передачи данных, способность чтения XML файлов;   хорошие коммуникативные навыки и способность грамотно излагать свои мысли;   знание принципов работы FTP, AS2, VPN, Web-services будет преимуществом;   письменный и устный английский язык не ниже уровня intermediate;   готовность к редким непродолжительным командировкам.      Что вас ожидает:      мы применяем в работе проверенные технологии и подходы разработки, при этом следуем передовым тенденциям IT-мира (agile, CI/CD);   мы - компания-лидер коммерческого электронного документооборота в России;   заработная плата обсуждается индивидуально;   бонусы по результатам работы;   свободное начало рабочего дня (с 8 до 10), отсутствие дресс-кода;   кабинетная командная рассадка;   ДМС после окончания испытательного срока;   выгодные условия по продуктам Сбербанка;   полное соблюдение норм ТК РФ;   возможности профессионального и карьерного роста ограничиваются только желанием;   высокий внутренний и внешний темп жизни компании.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Atlassian Jira|Английский язык|Управление проектами|Работа в команде|XML,3.0,87500.0,1.0,65000.0,консультант по внедрению,Профильное техническое образование – информационные системы/компьютерные технологии и т.п.. Опыт работы в IT области от 1 года. ,Реализация проектов интеграции между учетными систем клиентов с сервисами электронного документооборота. Определение и согласование целей и основных этапов проектов с...,0.3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Новосибирск,Softline,2019-12-02T09:59:59+0300,"   В проектную команду на реализацию 5ти-летней программы по цифровой трансформации, реинжинирингу бизнес-процессов в проектировании, строительстве и эксплуатации в крупнейшем промышленном предприятии России ищем эксперта.      Есть возможности проявить себя и развиться в ролях: архитектора решений, технического/бизнес консультанта, руководителя команды разработки     Востребован опыт работы с инструментами программной разработки Bentley Systems: OpenPlant, OpenRoads, ProStructures, OpenBuildings, ProjectWise, Navigator, Raceway and Cable Management (BRCM) для комплексного проектирования промышленных строительных объектов.     Основные задачи и обязанности:      Консультирование сотрудников заказчика по 3D проектированию в САПР.   Анализ, моделирование и описание бизнес-процессов, написание технических заданий / user stories.   Сбор и формализация бизнес-требований заказчика.   Разработка технического задания и документации по проекту.       Требования:      Опыт 3D проектирования в строительных САПР.   Участие в проектах внедрения информационных систем.   Готовность к командировкам.   Понимание процессов проектирования строительных объектов.      Преимуществом будет:      Знание программных продуктов Bentley Systems.      Личные качества:      Умение и желание общаться с людьми, грамотная устная и письменная речь.   Аналитический склад ума, умение выделять главное из потока информации.   Системность, аккуратность, пунктуальность.   Самостоятельность, ориентация на результат.   ",Полная занятость,Полный день,От 1 года до 3 лет,|САПР|Bentley|Бизнес-анализ|Проектная документация,3.0,200000.0,1.0,100000.0,технический консультант по внедрению сапр bim,Опыт 3D проектирования в строительных САПР. Готовность к командировкам. Понимание процессов проектирования строительных объектов. Преимуществом будет: Знание программных продуктов...,"Консультирование сотрудников заказчика по 3D проектированию в САПР. Анализ, моделирование и описание бизнес-процессов, написание технических заданий / user stories. ",0.36666666666666664,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Новосибирск,АК АЛРОСА,2019-11-25T10:08:05+0300," Обязанности:     участие в процессе сопровождении систем SAP;   выполнение\ курирование процессов обучения, сопровождения, разработки инструкций.      Требования:      высшее образование или среднее специальное образование;   опыт внедрения или сопровождения SAP решений по закрепленному направлению не менее одного года (полной занятости);   опыт подготовки операционных инструкций, обучения и поддержки пользователей;   практические навыки работы с продуктами поддержки пользователей;   значительный опыт использования продуктов MS Office (Excel, Word) (уровень: продвинутый пользователь).   стрессоустойчивость, ориентированность на пользователя и работу в команде.      Условия:      работа в крупнейшей компании-лидере отрасли;   социальный пакет и гарантии.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,87500.0,1.0,65000.0,консультант sap mm sd,Высшее образование или среднее специальное образование. Опыт внедрения или сопровождения SAP решений по закрепленному направлению не менее одного года (полной...,"Участие в процессе сопровождении систем SAP. Выполнение\ курирование процессов обучения, сопровождения, разработки инструкций.",0.6,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,Нэти,2019-11-27T15:54:19+0300,"  Мы ищем консультанта с уверенным знанием контуров продаж, закупок, логистики MDAX для удаленной работы.     Какой нужен опыт и навыки:      Опыт внедрения или сопровождения Microsoft Dynamics AX 2012 в качестве консультанта от 2 лет.   Реальные результаты внедрения, сопровождения Microsoft Dynamics AX.   Практические навыки написания технических заданий на модификации.   Креативный подход в тестировании модификаций.   Проактивность в работе с пользователями, развитые устные и письменные коммуникативные навыки.      Что нужно знать:      Функциональность контуров продаж, закупок, складской логистики.   Базовое знание бухгалтерского учета ТМЦ.   Будет плюсом знание финансового контура (ГК, бюджетирование, Банк и касса, ОС) и различных вариантов расчета себестоимости, производственного контура.   Принципы проектного управления.   Наличие сертификатов приветствуется.      Что вы будете делать:      Сопровождать Microsoft Dynamics AX на нескольких предприятиях (удаленное сопровождение).   Принимать задачи от пользователей и писать спецификации на разработку.   Тестировать модификации.   Настраивать системы.   Консультировать, поддерживать и обучать пользователей.   Писать инструкции пользователям.      Условия:      Работа из дома (удаленное взаимодействие с заказчиками и программистами).   Возможность и желание ездить в командировки приветствуется и оплачивается.   Если вы знаете английский/немецкий язык, мы можем предложить участие в международных проектах.   Доход от 80 000 руб. в зависимости от квалификации — з/п белая, два раза в месяц, без задержек.   Переработки обычно не требуются, но оплачиваются по повышенной ставке.   Возможность сдвинуть свой график на удобное время.   У нас вы не останетесь узким специалистом — постоянная работа с разными модулями и технологиями вам обеспечена.   Всегда есть, с кем посоветоваться. Большая База знаний.   ",Полная занятость,Удаленная работа,От 1 года до 3 лет,,3.0,87500.0,1.0,80000.0,ведущий консультант miсrosoft dynamiсs ax,"Опыт внедрения или сопровождения Microsoft Dynamics AX 2012 в качестве консультанта от 2 лет. Реальные результаты внедрения, сопровождения Microsoft Dynamics...",Сопровождать Microsoft Dynamics AX на нескольких предприятиях (удаленное сопровождение). Принимать задачи от пользователей и писать спецификации на разработку. Тестировать модификации. ,0.5333333333333333,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,ЮниКо Металл,2019-12-10T13:28:26+0300,"  ЮниКо Металл - это более 25 000 квадратных метров производственных площадей, это более 300 работников разных специальностей, которые ежедневно воплощают в жизнь мечты наших клиентов, расширяя их жизненное пространство.     Мы – лидирующие производители, выпускающие отопительные печи, торгово-выставочное оборудование, кронштейны для бытовой техники на территории РФ.      В связи с расширением производства и внедрением новых инструментов управления в нашу дружную команду ждем программиста!      Задачи:    • Оказание поддержки пользователей корпоративных систем на базе решений 1С: управление торговлей ред.11, 1С:УПП ред.1.3,   • Создание внешних отчетов и обработок;   • Разработка пользовательских инструкций;    Пожелания:    • Высшее образование по направлениям: прикладная математика, информатика, компьютерная электроника, математические методы в экономике, экономика, бухгалтерский учет;   • Иметь уверенные знания предметной области;   • Обучаемость, коммуникабельность, дисциплинированность.    Мы предлагаем:    • Наставничество для начинающих специалистов;   • Возможность приобретения навыков работы в крупной компании: иерархия управления, требования служб безопасности, взаимодействие со службами поддержки Клиента и т.д;   • Комфортный офис;   • Участие в корпоративных тимбилдингах, конференциях, конкурсах;   • Посещение спортивного тренажерного зала на территории работодателя;    Условия:      график работы 5/2 с 8 до 17 или с 9 до 18;   рабочее место на территории работодателя.       ",Полная занятость,Полный день,От 1 года до 3 лет,|1С: Зарплата и управление персоналом|1С программирование|ERP-системы на базе 1С|Производственное планирование|1С: Документооборот|1С: Бухгалтерия и склад|Консультирование|Техническая поддержка,3.0,50000.0,1.0,40000.0,консультант 1с,"Высшее образование по направлениям: прикладная математика, информатика, компьютерная электроника, математические методы в экономике, экономика, бухгалтерский учет. Иметь уверенные знания предметной...","Оказание поддержки пользователей корпоративных систем на базе решений 1С: управление торговлей ред.11, 1С:УПП ред.1.3. ",0.1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
