city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,python,sql,linux,ms sql,английский язык,управление проектами,работа с базами данных,ms powerpoint,математическая статистика,data mining,other
Екатеринбург,Банк Открытие,2019-12-04T18:01:38+0300," Требования:  • Образование высшее; • Опыт работы с базами данных (Oracle / MS SQL), опыт разработки SQL не менее 3х лет; • Опыт работы с корпоративным хранилищем данных или АБС; • Опыт оптимизации запросов и работы с большими объемами данных; • Опыт работы с ETL Informatica, Exadata будет преимуществом.   Обязанности:  • Участие в проекте внедрения единого хранилища данных; • Разработка и участие во внедрении релизов для новых версий модели данных и новых отчетов; • Разработка механизмов интеграции между системами банка и корпоративным хранилищем; • Разработка решения на основе ТЗ в корпоративном хранилище, разработка механизмов обработки разных слоев данных; • Оценка трудоёмкости работ по бизнес-требованиям заказчика, поиск оптимального пути решения задачи вместе с аналитиком; • Согласование технического задания.   Мы предлагаем Вам:  • Стать частью крупного, динамично развивающегося банка; • Работу в команде единомышленников, неравнодушных к передовым технологиям и практикам; • Неограниченные возможности для совершенствования ваших навыков и знаний, обучаясь у лучших и решая сверхамбициозные задачи; • Позитивную рабочую атмосферу, дружный коллектив; • Удобное расположение офисов в центре Москвы; • Достойную и конкурентную заработную плату, квартальные и годовые премии, размер которых зависит от результатов вашей работы; • Разнообразный социальный пакет: ДМС, страхование жизни, страхование для выезжающих за границу, льготные условия приобретения банковских продуктов, скидки в фитнес-клубах и в компаниях-партнерах; • Место работы: г. Екатеринбург, ул. Чебышева, или г. Екатеринбург, ул. Уральских Рабочих.",Полная занятость,Полный день,От 3 до 6 лет,,6.0,101400.0,3.0,68571.42857142858,data science,"Образование высшее. Опыт работы с базами данных (Oracle / MS SQL), опыт разработки SQL не менее 3х лет. ",Участие в проекте внедрения единого хранилища данных. Разработка и участие во внедрении релизов для новых версий модели данных и новых...,0.3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Холдинг «Аэропорты Регионов»,2019-11-15T15:38:39+0300," Сегодня  «Аэропорты Регионов»  - ведущий аэропортовый холдинг России. Наша штаб - квартира расположена в Екатеринбурге, а также имеется представительство в Москве. Стратегический инвестор холдинга - Группа компаний &quot;Ренова&quot;   В настоящий момент в холдинг входят семь аэропортов:     Международный аэропорт &quot;Кольцово&quot;, г. Екатеринбург,   Международный аэропорт &quot;Курумоч&quot;, г. Самара,   Международный аэропорт &quot;Платов&quot;, г. Ростов-на-Дону,   Международный аэропорт &quot;Стригино&quot;, г. Нижний Новгород,   Международный аэропорт &quot;Гагарин&quot;, г. Саратов,   Международный аэропорт Петропавловск-Камчатский (Елизово), г. Петропавловск-Камчатский,   Аэропорт &quot;Новый Уренгой&quot;, г. Новый Уренгой     В настоящее время   в Управляющей компании Холдинга в г. Екатеринбург   открыта вакансия  Архитектор корпоративной сети передачи данных .    Обязанности:      Проведение аудита корпоративной сети Холдинга   Обеспечение бесперебойной работы системы передачи данных Холдинга (7 действующих аэропортов страны)   Определение стандартов сети Холдинга – принципы построения, выбор вендоров   Контроль и помощь при внедрении сетевых решений как в действующий аэропортах Холдинга, так и на этапе строительства новых аэропортов   Участие в проектах развития систем передачи данных Холдинга   Участие в устранении нештатных ситуаций в системе передачи данных Холдинга   Обеспечение высокой безопасности корпоративной сети Холдинга, взаимодействие с отделом Информационной безопасности   Взаимодействие с подрядчиками и производителями оборудования     Требования:     Опыт работы в области строительства и проектирования сетей не менее 5 лет   Опыт работы в крупных регионально-распределенных компаниях, системных интеграторах, операторах связи   Опыт проектирования корпоративных сетей с количеством устройств более 1000   Опыт взаимодействия с производителями оборудования   Опыт работы с решениями в области сетевой безопасности   Отличные знания оборудования CISCO   Наличие сертификата CISCO – не ниже CCNP   Знание сетевых протоколов   Владение английским языком – чтение технической литературы   Высокое внимание к деталям, ориентация на результат, желание развиваться как эксперт в области корпоративных сетей, ответственность     Условия:     Достойная заработная плата: окончательный уровень обсуждается с успешным кандидатом   Работа в крупном Холдинге   Оформление согласно ТК РФ   Белая заработная плата   ДМС   ",Полная занятость,Полный день,От 3 до 6 лет,|Ориентация на результат|Системное мышление|Cisco,6.0,101400.0,3.0,68571.42857142858,data science,"Опыт работы в области строительства и проектирования сетей не менее 5 лет. Опыт работы в крупных регионально-распределенных компаниях, системных...",Проведение аудита корпоративной сети Холдинга. Обеспечение бесперебойной работы системы передачи данных Холдинга (7 действующих аэропортов страны). Определение стандартов сети Холдинга...,0.9333333333333333,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,Банк Открытие,2019-12-07T18:56:58+0300,"  Обязанности:      Участие в проекте внедрения Единого Хранилища Данных;   Анализ структуры и состава данных в корпоративном хранилище (ORACLE);   Анализ структуры данных в системах банка на уровне интерфейса и баз данных;   Согласование модели хранения данных и структур витрин данных для бизнес-подразделений;   Уточнение, детализация требований, формирование технических заданий на доработку хранилища данных аналитических систем и процедур переноса данных между системами, на доработку ранее реализованных витрин и разработку новых витрин данных;   Разработка механизмов интеграции между системами банка и корпоративным хранилищем;   Формирование документации по реализованному функционалу.      Требования:      Опыт работы в банковской сфере не менее 2-х лет (допустимо: опыт работы в компаниях разработчиках банковского программного обеспечения);   Опыт работы с хранилищем данных или АБС. Желателен опыт работы с СУБД ORACLE, знание SQL;   Опыт описания бизнес-требований, разработки технических заданий к банковскому программному обеспечению;       Желателен опыт работы с основными банковскими системами (ЦФТ, 3Card, OW4);   Желателен опыт работы с корпоративным хранилищем данных, с механизмами ETL Informatica, ODI.      Мы предлагаем вам:      Стать частью крупного, динамично развивающегося банка;   Работу в команде единомышленников, неравнодушных к передовым технологиям и практикам;   Неограниченные возможности для совершенствования ваших навыков и знаний, обучаясь у лучших и решая сверхамбициозные задачи;   Позитивную рабочую атмосферу, дружный коллектив;   Удобное расположение офисов в центре города;   Достойную и конкурентную заработную плату, квартальные и годовые премии, размер которых зависит от результатов Вашей работы;   Разнообразный социальный пакет: ДМС, страхование жизни, страхование для выезжающих за границу, льготные условия приобретения банковских продуктов, скидки в фитнес-клубах и в компаниях-партнерах;   Ст.м. площадь 1905 года, улица Чебышева   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,101400.0,1.0,68571.42857142858,data science,Опыт работы в банковской сфере не менее 2-х лет (допустимо: опыт работы в компаниях разработчиках банковского программного обеспечения). ,Участие в проекте внедрения Единого Хранилища Данных. Анализ структуры и состава данных в корпоративном хранилище (ORACLE). Анализ структуры данных в...,0.2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,СКБ Контур,2019-11-25T12:44:27+0300," СКБ Контур разрабатывает ПО, которое экономит время и деньги более чем миллиону бизнесменов и компаний по всей стране. Мы решаем сложные бизнес-задачи: автоматизируем документооборот, бухгалтерию, отчетность — все, без чего нельзя обойтись и что требует много сил и времени. Мы делаем эти процессы простыми и быстрыми, а сервисы — удобными для клиента.   Важным направлением развития компании является предоставление инфраструктуры в виде сервиса для продуктовых команд. Одной из составных частей инфраструктуры является сервис баз данных. Сейчас его курирует команда из шести человек, но задач становится все больше, поэтому для усиления мы ищем еще одного коллегу.        Задачи:      Организация и развитие сервиса БД для команд разработки. Это больше чем сопровождение нескольких кластеров БД. Необходимо сопровождать кластеры БД, которые удовлетворяют требованиям к отказоустойчивости и производительности, имеют запас прочности и могут масштабироваться горизонтально.   Накопление экспертизы по сопровождению конкретного вида БД и превращение ее в сервис, то есть автоматизация + внедрение на всех кластерах этого вида БД.   Поддержка рабочих контактов с командами разработки по сопровождению кластеров БД для обмена обратной связью, разбора проблемных ситуаций.   Работа в команде: обмен опытом, совместное владение и управление знаниями, формирование целей развития группы БД.          Нам хотелось бы, чтобы новый инженер имел опыт:      сопровождения популярной NoSQL БД MongoDB;   работы с ОС Linux;   автоматизации процессов сопровождения (Ansible, скрипты автоматизации на Bash, Python и т. д.);   работы в системе контроля версий Git.          Мы стремимся:      Накапливать экспертизу по ключевым базам данных, использующимся в компании   Автоматизировать свои задачи   Сделать сервис самообслуживания для команд разработки, чтобы они концентрировались на своих задачах   К проактивной позиции и ценим умение предвидеть сложности и работать на опережение          От нас:      Поездки на IT-конференции, митапы, учебные курсы за счет компании, в том числе спикером   Внутренние профессиональные сообщества, летучки и обмен опытом между командами   Просторный и уютный офис с зонами релакса, кухней (фрукты-овощи, печенье, пирожки и чай-кофе прилагаются)   Расширенный соцпакет: добровольное медицинское страхование, компенсация стоимости обедов, подарки детям на праздники   Тренажерные залы, велопарковка, душ   Скидки для контуровцев: от квестов и настолок до METRO и спортмагазинов   Корпоративные мероприятия (Новый год, летний праздник — мы даже свой мюзикл делали), командные выезды и движухи   Гибкий график работы   Уровень заработной платы, который зависит от ваших технических знаний и навыков          Место работы    Мы работаем в собственном 10-этажном стильном и комфортном офисе на Широкой Речке. Пусть вас не пугает месторасположение, ведь для сотрудников у нас организован корпоративный трансфер из разных районов, а для автомобилистов большая парковка. Например, дорога из центра занимает 20 минут, потому что путь идет против пробок. У нас собственное футбольное поле и баскетбольная площадка, пруд с утками, зоны для пикников, а внутри — музыкальная студия, техническая библиотека, тренажерки и много всего другого. Тем временем мы уже строим вторую очередь. Да что рассказывать, приезжайте, посмотрите сами :)     ",Полная занятость,Полный день,От 1 года до 3 лет,|Python|Linux|Bash|Организация мероприятий|Организаторские навыки|MongoDB|NoSQL,3.0,101400.0,1.0,68571.42857142858,data science,"Работа в команде: обмен опытом, совместное владение и управление знаниями, формирование целей развития группы БД. К проактивной позиции и ценим...","Организация и развитие сервиса БД для команд разработки. Это больше чем сопровождение нескольких кластеров БД. Необходимо сопровождать кластеры БД, которые...",0.6,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
Екатеринбург,СКБ-Банк,2019-12-02T06:47:47+0300,"  Что мы ждем от вас:        Высшее образование (желательно техническое).       Опыт работы с системами: хранилище данных, BI, системы отчетности.     Знание PL/SQL.   Желателен опыт работы в кредитной организации.   Желательно знание Oracle BI, инструментов ETL (Informatica, Pentaho DI).      Что предстоит делать:      Разработка витрин данных и аналитической отчетности на базе Хранилища данных.   Сопровождение витрин данных: оптимизация, пересчет, предоставление прав доступа.   Работа со сбоями – выяснение причин, устранение, исключение повторения.   Моделирование решений при разработке витрин данных и аналитической отчетности.   Документирование разработанных решений.      Что мы предлагаем:      Работа в банке федерального масштаба (офисы во всех регионах России).   Официальное трудоустройство согласно ТК РФ.   Заработная плата по результатам собеседования.   Социальный пакет.   Компенсация оплаты за бассейн.   Профессиональное обучение, возможность повышения квалификации.   Карьерный рост.   Возможность участвовать в развитии, предлагать идеи и технологии.   Услуги СКБ-банка на льготных условиях.   Интересная корпоративная жизнь.   Офис в центре города.   График работы с пн по пт с 8.30-17.30.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,101400.0,1.0,68571.42857142858,data science,"Высшее образование (желательно техническое). Опыт работы с системами: хранилище данных, BI, системы отчетности. Знание PL/SQL. Желателен опыт работы в...","Разработка витрин данных и аналитической отчетности на базе Хранилища данных. Сопровождение витрин данных: оптимизация, пересчет, предоставление прав доступа. ",0.36666666666666664,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,"МОТИВ, телекоммуникационная группа",2019-11-27T07:14:50+0300," Обязанности:     настройка сетевого оборудования ИТ инфраструктуры;   устранение инцидентов на оборудовании СПД;   сопровождение систем управления и мониторинга оборудованием СПД;   консультирование сотрудников смежных отделов по вопросам сетевых технологий;   выполнение заявок по предоставлению необходимых доступов к ИТ-ресурсам;   монтаж кабельных коммуникаций;   выезд на площадки компании для выполнения пуско-наладочных работ.     Требования:     знать принципы построения сетей передачи данных;   знать сетевые протоколы сети передачи данных и принципы построения IP сетей;   знать основы технологий маршрутизации сетевого трафика;   знать основные стандарты, применяемые в сфере ИТ;   опыт инсталляции и конфигурирования оборудования СПД;   желательно умение опыта администрирования сетевого оборудования CISCO, Juniper, Extreme Networks.     Условия:       трудоустройство в полном соответствии с требованиями ТК РФ;       заработная плата: оклад (сумму обсуждаем с финальными кандидатами);       график работы: 5/2 с 9.00 до 18.00;       адрес офиса: ул. Мамина-Сибиряка (м. Динамо);       компенсация сотовой связи для Вас и Ваших близких.     ",Полная занятость,Полный день,От 1 года до 3 лет,|Администрирование сетевого оборудования|Cisco|TCP/IP|Настройка сетевых подключений|Монтаж оборудования,3.0,101400.0,1.0,68571.42857142858,data science,Знать принципы построения сетей передачи данных. Знать сетевые протоколы сети передачи данных и принципы построения IP сетей. Знать основы технологий...,Настройка сетевого оборудования ИТ инфраструктуры. Устранение инцидентов на оборудовании СПД. Сопровождение систем управления и мониторинга оборудованием СПД. Консультирование сотрудников смежных...,0.5333333333333333,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,Автомобильный Холдинг «Оками»,2019-12-03T15:28:29+0300," ОКАМИ - это крупный автомобильный холдинг на Урале, который насчитывает 12 автоцентров. У нас сейчас работает более 1000 человек.   ОКАМИ - это компания, которая проверена друзьями, Мы гордимся нашим многолетним опытом работы на автомобильном рынке.   Приглашаем в IT-команду в автоцентр Оками Запад начинающего программиста - администратора баз данных   ОТ НАС:       интересные задачи       получение разностороннего опыта в различных конфигурациях 1С       возможность дальнейшего роста до опытного программиста 1С       хорошая и своевременная зарплата 2 раза в месяц       МЫ ЖДЕМ ОТ ВАС:       опыт работы в 1С от 1 года       желание прокачать опыт в программировании 1С       базовую ориентацию в оперативном учете       качественную поддержку пользователей       ЧТО НЕОБХОДИМО ДЕЛАТЬ:       администрирование баз данных 1С       доработка баз 1С на начальном уровне       работа с пользователями на понятном языке       ЧТО МЫ ДАЕМ:       карьерное и профессиональное развитие в работе с 1С       корпоративные мероприятия (спорт, подарки детям и пр.)       заработная плата на испытательный срок - 50 000 рублей (срок исп.срока обсуждается индивидуально);       скидки для сотрудников на приобретение и обслуживание автомобиля       выгодные реферальные программы &quot;Приведи друга&quot;       просторная парковка       транспортная доступность (в 5 минутах ходьбы от автоцентра автобусная остановка)       график работы - пятидневка с 9.00 до 18.00       адрес места проведения первичного собеседования:ул. Сибирский тракт 24Б.       адрес места работы - Металлургов 80 (напротив ТЦ МЕГА)       Присылайте резюме! Мы ждем вас в свою команду! ",Полная занятость,Полный день,От 1 года до 3 лет,|1С: Склад|1С: Зарплата и управление персоналом|1С: Бухгалтерия|1С: Предприятие 8|1С: Торговля,3.0,55000.0,1.0,55000.0,data science,Опыт работы в 1С от 1 года. Желание прокачать опыт в программировании 1С. Базовую ориентацию в оперативном учете. ,Администрирование баз данных 1С. Доработка баз 1С на начальном уровне. Работа с пользователями на понятном языке.,0.3333333333333333,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,СКБ Контур,2019-12-02T12:45:15+0300," СКБ Контур более 20 лет занимается разработкой сервисов для бизнеса. У нас больше 30 продуктов и 60 команд разработки. Помимо веб-сервисов наши команды разработки создают приложения для автоматизации внутренних процессов. У таких команд бывают разные потребности в хранении и использовании данных, поэтому необходимо найти свое решение.   Для таких задач у нас есть группа администрирования баз данных, куда мы и ищем коллегу.    Наши ожидания:        Понимание принципов работы и особенностей СУБД (MS SQL, PostgreSQL)       Опыт работы с системами виртуализации, желательно на Hyper-V       Опыт работы с системами мониторинга; круто, если это Zabbix       Знание и опыт написания запросов на T-SQL       Понимание принципов работы с сетевыми протоколами (в частности, с IPV4)        Про задачи:        Разворачивание и настройка БД под требования команд разработки       Развитие и поддержание баз данных MSSQL и не только (конфигурирование, сопровождение, архивирование и восстановление, мониторинг, диагностика и повышение производительности)       Настройка доступа пользователей к базам данных        Условия работы:        Белая зарплата всегда вовремя       Дополнительное медицинское страхование       Компенсация или рассрочка оплаты занятий спортом       Уют в офисах и частичная оплата питания       Место работы: ул. Народной Воли.     ",Полная занятость,Полный день,От 1 года до 3 лет,|PostgreSQL|MS SQL|SQL|Работа с базами данных|Transact-SQL,3.0,101400.0,1.0,68571.42857142858,data science,"Понимание принципов работы и особенностей СУБД (MS SQL, PostgreSQL). Опыт работы с системами виртуализации, желательно на Hyper-V. ","Разворачивание и настройка БД под требования команд разработки. Развитие и поддержание баз данных MSSQL и не только (конфигурирование, сопровождение, архивирование...",0.36666666666666664,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
Екатеринбург,Сбербанк,2019-12-04T15:50:25+0300,"  Главное о Сбербанке:  Сотни тысяч наших сотрудников одновременно создают тот эффект, который ощущает почти каждый взрослый житель России, открывая приложение или заходя в отделение банка. Масштабы компании и система поддержки сотрудников открывают возможности для карьеры в любом направлении и с любым уровнем амбиций.   Наша новая цель  — создать вокруг клиентов дружелюбную и надежную платформу сервисов, открывающую новый опыт потребления финансовых (и не только) услуг. У нас огромные возможности, большое желание меняться. Мы готовы принять талантливых и энергичных коллег для воплощения всех наших планов.     Вам предстоит:      Заниматься постановкой задач анализа данных;  Принимать активное участие в разработке предсказательных моделей;  Аналиировать даннын, проверять гипотезы;  Заниматься экспертной поддержкой и менторством над Data Science командой.      Команда ожидает, что вы:      Имеете высшее образование (предпочтительные направления математика, экономика, информатика);  Обладаете уверенными знаниями Python или R, базового стека библиотек анализа данных и ML;  Ранее занимались моделеми машинного обучения и ввода в эксплуатацию от 1 года;  Отлично знаете SQL в любой из промышленных СУБД;  У вас есть знания в теории вероятности, математической статистики.      Мы предлагаем:         Условия работы:  бессрочный трудовой договор, офис в центре города, гибкий график работы пн-пт, отсутствие строгого дресс-кода;       Уровень заработной платы , который зависит от ваших технических знаний и навыков, состоит из оклада и годового премирования;        Заботу о здоровье:   корпоративную программу ДМС (включает стоматологию, обследования, лечение заболеваний и т.д.), бесплатный тренажерный зал, страхование жизни, посещение корпоративного санатория в Крыму одному или с семьей;       Знания:   индивидуальный план обучения с учебными курсами и поездками на конференции за счет работодателя, а еще у Вас будет возможность попробовать себя в роли спикера или ментора;         Корпоративные мероприятия:   Новый год, командные выезды, участие в интеллектуальных играх. Еще мы помним о Ваших детях и дарим подарки на новый год;       Особые условия для сотрудников:  льготные условия кредитования, специальные курсы обмена валюты, дисконт-программы от партнеров банка.     Если вам нравится идея превратить «главный» банк России в передовую сервисную экосистему, будем  рады увидеть вас в команде !  ",Полная занятость,Полный день,Нет опыта,,,101400.0,,68571.42857142858,data science,"Имеете высшее образование (предпочтительные направления математика, экономика, информатика). Обладаете уверенными знаниями Python или R, базового стека библиотек анализа данных и...","Заниматься постановкой задач анализа данных. Принимать активное участие в разработке предсказательных моделей. Аналиировать даннын, проверять гипотезы. Заниматься экспертной поддержкой и...",0.3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Сбербанк,2019-12-05T09:16:14+0300,"  Главное о Сбербанке:  Сотни тысяч наших сотрудников одновременно создают тот эффект, который ощущает почти каждый взрослый житель России, открывая приложение или заходя в отделение банка. Масштабы компании и система поддержки сотрудников открывают возможности для карьеры в любом направлении и с любым уровнем амбиций.      <u>Предстоит:</u>   Работать с моделями, направленными на улучшение процессов работы с юридическими лицами и индивидуальными предпринимателями от микро бизнеса до крупного. Основными продуктами банка для юридических лиц являются банковские услуги (кредиты, РКО, депозиты и тд), а также аналитические услуги и юридическое сопровождение бизнеса.      <u>Команда ожидает:</u>    знание математической статистики, теории вероятностей и желание развиваться в этом направлении;  знание принципов машинного обучения и желание развиваться в этом направлении;  опыт получения и обработки сырых данных;  умение анализировать большие объемы данных, видеть скрытые тенденции и закономерности и описывать их;  хорошее знание Python и пакетов для научных вычислений;  знание английского языка на уровне чтения профессиональной литературы;  самостоятельность   Приветствуется:   опыт участия в соревнованиях по машинному обучению;  хорошая алгоритмическая подготовка;  опыт разработки и внедрения информационных систем       <u>Мы предлагаем:</u>     Условия работы:  бессрочный трудовой договор, офис в центре города, гибкий график работы пн-пт, отсутствие строгого дресс-кода;   Уровень заработной платы , который зависит от ваших технических знаний и навыков, состоит из оклада и годового премирования;   Заботу о здоровье:  корпоративную программу ДМС (включает стоматологию, обследования, лечение заболеваний и т.д.), бесплатный тренажерный зал, страхование жизни, посещение корпоративного санатория в Крыму одному или с семьей;   Знания:  индивидуальный план обучения с учебными курсами и поездками на конференции за счет работодателя, а еще у Вас будет возможность попробовать себя в роли спикера или ментора;   Корпоративные мероприятия:  Новый год, командные выезды, участие в интеллектуальных играх. Еще мы помним о Ваших детях и дарим подарки на новый год;   Особые условия для сотрудников:  льготные условия кредитования, специальные курсы обмена валюты, дисконт-программы от партнеров банка.      Если вам нравится идея превратить «главный» банк России в передовую сервисную экосистему, будем  рады увидеть вас в команде !  ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,101400.0,3.0,68571.42857142858,data science,"Знание математической статистики, теории вероятностей и желание развиваться в этом направлении. Знание принципов машинного обучения и желание развиваться в этом...","Работать с моделями, направленными на улучшение процессов работы с юридическими лицами и индивидуальными предпринимателями от микро бизнеса до крупного. ",0.26666666666666666,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,"Новая больница, Медицинское объединение",2019-12-09T13:19:52+0300," Медицинское объединение &quot;Новая больница&quot; приглашает на постоянную работу  инженера-программиста (администратора БД SQL) .    Обязанности:      администрирование БД SQL, Postgre SQL;   мониторинг работы SQL-серверов, минимизация рисков простоя;   поиск узких мест производительности, выдача рекомендаций разработчикам;   обеспечение функционирования SQL Server 24*7;   написание скриптов для задач по оптимизации работ сервисов.      Требования:      обязателен опыт работы администратором баз данных;   опыт работы написания скриптов, хранимых процедур;   приветствуется опыт работы с powershell, java, C#;   высшее профильное образование;   ответственность в работе, умение самостоятельно находить информацию по возникающим задачам, готовность к самообучению.     Условия:     трудоустройство согласно Тк РФ;   график работы: 5/2 с 08.00 до 17.00 часов;   уровень заработной платы обсуждается по результатам собеседования;   скидки на медицинское обслуживание и питание.   ",Полная занятость,Полный день,От 3 до 6 лет,|Администрирование баз данных|SQL,6.0,101400.0,3.0,68571.42857142858,data science,"Обязателен опыт работы администратором баз данных. Опыт работы написания скриптов, хранимых процедур. Приветствуется опыт работы с powershell, java, C#. ","Администрирование БД SQL, Postgre SQL. Мониторинг работы SQL-серверов, минимизация рисков простоя. Поиск узких мест производительности, выдача рекомендаций разработчикам. ",0.13333333333333333,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
