city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,1с программирование,1с: предприятие 8,1с: зарплата и управление персоналом,1с: бухгалтерия,1с: управление производственным предприятием,1с: управление торговлей,1с: документооборот,1с: комплексная автоматизация,sql,erp-системы на базе 1с,other
Екатеринбург,"Горшков, Группа компаний",2019-11-26T07:09:10+0300," Компания ГК &quot;Горшков&quot; - это крупная и стабильная организация, имеющая несколько бизнес-направлений: оптовые и корпоративные поставки товаров для офиса, интернет-магазин, сеть магазинов канцелярских товаров, собственное производство.    Приглашаем присоединиться к нашей команде Программиста 1С.    Требования:      опыт программирования в 1С 8.2 от 3-х лет;   знание конфигураций: УТ 10.3, ЗУП 2.5, БП 2.0, БП 3.0, КД 2.1;   опыт обновления измененных конфигураций;   опыт написания обменов данными между различными конфигурациями;   опыт работы с хранилищем конфигураций;   хорошее алгоритмическое мышление;   умение быстро разбираться в чужом коде.      Обязанности:      определение бизнес-потребностей и разработка Технических Заданий совместно с внутренними заказчиками;   доработка и обновление конфигураций;   создание новых и модификация существующих документов, отчетов, обработок бухгалтерского, оперативного и управленческого учета;   тестирование программных продуктов перед внедрением в действующую систему, внедрение разработанного программного продукта;   разработка инструкций по изменяющимся или внедряемым алгоритмам обработки данных и программным модулям;   выгрузка и загрузка данных между базами 1С;   разработка внешних отчетов, изменение печатных форм;   консультации пользователей;   проектные работы;   фиксирование проделанной работы в онлайн-доске trello.      Условия работы:      интересная работа в команде профессионалов (стабильная компания с 20-ти летней историей успеха);   трудоустройство по ТК РФ;   рассматриваем зарплатные ожидания;   интересные, амбициозные задачи.   график работы: 5-ти дневная рабочая неделя с 9:00 до 18:00.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,150000.0,3.0,100000.0,ведущий разработчик 1с,"Опыт программирования в 1С 8.2 от 3-х лет. Знание конфигураций: УТ 10.3, ЗУП 2.5, БП...",Определение бизнес-потребностей и разработка Технических Заданий совместно с внутренними заказчиками. Доработка и обновление конфигураций. Создание новых и модификация существующих...,0.5666666666666667,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Газпром нефть,2019-11-20T07:53:06+0300," В настоящий момент открыта позиция Методолог 1С: ЗУП в Департаменте систем управления персоналом Дочерней компании ПАО &quot;Газпром нефть&quot;.    Обязанности:      работа в службе технической поддержки информационных систем на базе нетиповой конфигурации 1С: ЗУП 8 в качестве 3 линии поддержки   консультирование и обучение пользователей по вопросам работы с системой 1С: ЗУП 8   работа с нормативно-правовой базой   постановка технического задания на реализацию доработок по запросам на изменение системы   участие в тестировании новой функциональности системы, выявление ошибок и замечаний   подготовка технической документации по выполненным в системе доработкам. Разработка пользовательских инструкций   проработка вариантов решения задач пользователей с точки зрения методологии учета в системе и соответствия законодательству.     Требования:     высшее образование (техническое/экономическое)   знание методик и законодательства РФ в части кадрового администрирования, учета рабочего времени, расчёта заработной платы и управления персоналом   участие в развитии функциональности и поддержке решения на базе конфигурации ЗУП КОРП (ред. 2.5, 3.1)   составление ТЗ на доработку конфигурации ЗУП КОРП (ред. 2.5, 3.1)   анализ и предложение вариантов по локализации и устранению системных ошибок, выявленных пользователями и консультантами   наличие сертификатов по конфигурации 1С: ЗУП не ниже 1С: Профессионал   наличие сертификатов уровня 1С: Специалист-консультант по 1С: ЗУП является преимуществом.     Мы предлагаем:     работу в стабильной, динамично развивающейся компании   перспективу профессионального роста, возможность обучения   ДМС, страхование жизни   уровень заработной платы обсуждаем по итогам собеседования.   ",Полная занятость,Полный день,От 3 до 6 лет,|1С: Зарплата и управление персоналом|1С: ЗУП|1С: Предприятие 8,6.0,105552.08333333331,3.0,78008.84615384616,методолог 1с зуп [id 12022],"Высшее образование (техническое/экономическое). Знание методик и законодательства РФ в части кадрового администрирования, учета рабочего времени, расчёта заработной платы и...",Работа в службе технической поддержки информационных систем на базе нетиповой конфигурации 1С: ЗУП 8 в качестве 3 линии поддержки. ,0.7666666666666667,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
Екатеринбург,Пивзавоз Group,2019-11-30T21:47:42+0300,"  Обязанности:      Сопровождение и развитие типовых и не типовых информационных систем на платформе 1С: Предприятие 8.3;   Участие в проектной работе по автоматизации бизнес-процессов холдинга на базе 1С;   Программирование на платформе 1С: 8.3 (обычные и управляемые формы);   Тестирование разрабатываемого функционала;   Сопровождение конфигураций УПП, БП, ЗУП, УТ, ERP, Розница;   Участие в формировании ТЗ (технических заданий) на изменение и доработку информационных систем.      Требования:      Опыт программирования в 1С не менее 3 лет;   Знание методики и опыт доработки типовых конфигураций на платформе 1С: Предприятие 8.3, в том числе с помощью расширений;   Знание предметных областей учета на предприятии (бюджетирование, бухгалтерский учет, налоговый учет, торговля, производство, CRM);   Опыт администрирования 1С: Предприятие 8;   Хорошее знание MSSQL, PostgeSQL;   Опыт работы с управляемыми формами;   Знание и опыт работы с СКД;   Опыт разработки обменов данными в различных форматах (COM, XML, WS, HS, Внешние источники данных и т.д.);   Знание механизмов работы с правами доступа в 1С (в т.ч. RLS);   Практические навыки интеграции торгового оборудования;   Практический опыт оптимизации базы с количеством пользователей более 100 человек;   Умение быстро разбираться в «чужом» коде и оптимизировать его;   Аналитический склад ума, умение работать в команде;      Условия:      Официальное трудоустройство с 1 дня, полный соц. пакет;   Достойный уровень дохода от 90 000 рублей и выше;   График работы 5/2 с 9.00 до 18.00 (суббота и воскресенье - выходные дни);   Место работы: международный бизнес-парк &quot;Деловой Квартал&quot;   Дружный, молодой коллектив;   Яркая корпоративная жизнь;   Льготное питание, большая парковка.   ",Полная занятость,Полный день,От 1 года до 3 лет,|1С: Бухгалтерия|1С программирование|1С: Управление Торговлей|1С: Предприятие 8|MS SQL,3.0,105552.08333333331,1.0,90000.0,разработчик 1с,Опыт программирования в 1С не менее 3 лет. Знание методики и опыт доработки типовых конфигураций на платформе 1С...,Сопровождение и развитие типовых и не типовых информационных систем на платформе 1С: Предприятие 8.3. Участие в проектной работе...,0.43333333333333335,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
Екатеринбург,Тренд,2019-11-26T11:13:31+0300,"  Посмотрите видео обращение генерального директора (4 минут) - https://youtu.be/tKQdOXq4hww     И заполните анкету -https://goo.gl/M2aLMt     После этого договоримся на удаленное собеседование (skype / whatsapp)    Добрый день   Мы - быстрорастущая фирма по автоматизации на 1С - ООО &quot;Тренд&quot;.   Нам требуются Программисты 1С Удаленно на проекты или на полный день 5/2   Много интересных разноплановых задач и проектов по внедрению и сопровождению 1С.   Большинство проектов связано с доработкой типовых конфигураций для торговых и производственных компаний: УТ 10/11, УНФ, Розница 1/2, КА 2, реже ERP и Документооборот.   Кого мы ищем:       специалисты с опытом работы от одного года (в идеале в компании франчайзи или фриланс)       ответственные программисты, которые доводят задачи до конца       программисты, которые дают адекватные оценки задачам по срокам и стоимости       специалисты, готовые уделять работе с нами от 6-ти часов в будни в диапазоне 9-18 по Москве       Кто нам не подходит:       специалисты, с которыми нет возможности выйти на связь в рабочее время(9-18 будни по мск) по телефону или whatsapp.       специалисты, которые систематически не соблюдают обозначенные или ми же сроки выполнения задач и другие договоренности.       программисты, которые готовы работать только по готовому ТЗ, составленному для них кем-либо, и у которых нет желания контактировать с клиентом и сдавать свою работу       Условия работы:       полностью удаленная работа (5/2, 6-8 часов в день в диапазоне 9-18 по мск)       предоставляем IP телефонию для работы       выплата зарплаты еженедельно       Надеемся, Вы всегда внимательны, в том числе, и при устройстве на работу. Поэтому, откликаясь на нашу вакансию, Вы начнёте сопроводительное письмо со слов: Отличное начало.   Ждём Вас! ",Полная занятость,Удаленная работа,От 1 года до 3 лет,|1С: Предприятие 8|1С программирование|Управление проектами|Общение с клиентами,3.0,120000.0,1.0,50000.0,разработчик 1с,"Специалисты с опытом работы от одного года (в идеале в компании франчайзи или фриланс). Программисты, которые готовы работать только по...",Много интересных разноплановых задач и проектов по внедрению и сопровождению 1С. Большинство проектов связано с доработкой типовых конфигураций для...,0.5666666666666667,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
Екатеринбург,Газпром нефть,2019-11-20T07:53:06+0300," В настоящий момент открыта позиция Программист 1С ЗУП в Управлении 1С ЗУП Дочерней компании ПАО &quot;Газпром нефть&quot;.    Обязанности:      участие в проекте по переходу на ЗУП КОРП (ред. 3.1)   поддержка решения на базе конфигурации ЗУП КОРП (ред. 2.5)   исправление ошибок, выявленных пользователями и консультантами   разработка и исправление в «Конвертации данных 2» правил обмена между ЗУП КОРП и другими системами (УПП, БП 3.0, ERP 2)   создание и доработка веб-сервисов.      Особенности работы:      разработка ведётся по техническим заданиям, конкретизированным до объектов метаданных   используется хранилище конфигурации   общение с конечными пользователями не практикуется      Требования:      высшее техническое (экономическое) образование   знание типового функционала конфигурации 1С: ЗУП 8 (ред. 2.5 и/или 3.х)   опыт написания сложных запросов и разработки сложных отчетов с использованием СКД   опыт разработки правил обмена в «Конвертации данных 2»   знание основ кадрового учёта, методологии расчёта заработной платы, начисления налогов.     Будет плюсом:     наличие сертификатов Профессионал, Специалист по конфигурации 1С: ЗУП.     Мы предлагаем:     работу в стабильной, динамично развивающейся компании   перспективу профессионального роста, возможность обучения   ДМС, страхование жизни   уровень заработной платы обсуждаем по итогам собеседования.       ",Полная занятость,Полный день,От 1 года до 3 лет,|1С: Зарплата и управление персоналом|1С ЗУП|1С: Предприятие 8,3.0,105552.08333333331,1.0,78008.84615384616,разработчик 1с зуп [id 12022],Высшее техническое (экономическое) образование. Знание типового функционала конфигурации 1С: ЗУП 8 (ред. 2.5 и/или 3.х). ,Участие в проекте по переходу на ЗУП КОРП (ред. 3.1). Поддержка решения на базе конфигурации ЗУП КОРП (ред. ,0.7666666666666667,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
Екатеринбург,Калашников,2019-12-10T08:52:15+0300,"  Концерн «Калашников» –  многопрофильный оборонный холдинг с двухвековой историей, специализирующийся на разработке и производстве боевых и гражданских комплексов. Продукция Концерна «Калашников» поставляется более чем в 30 стран, а на площадках концерна трудятся более 25 000 человек.   Мы ищем квалифицированного специалиста ИТ и связи. Данное подразделение занимается поддержкой и развитием IT-инфраструктуры предприятия, а также осуществляет информационную безопасность Концерна    Обязанности:      внедрение 1С: ЗУП 8.3   разработка и доработка функционала на 1С: ЗУП 8.3   поддержка текущего функционала 1С: ЗУП   взаимодействие со смежными подразделениями (бизнес - заказчиками)     Требования:     опыт разработки на платформе 1С 8.3 от 2-х лет   знание алгоритмов расчета зарплаты   знание основ бухгалтерского учета   знание бизнес-процессов кадровой службы     опыт работы с бизнес-заказчиками       ответственность, самодисциплина, креативность       Условия:      локация - г. Ижевск    официальное оформление согласно ТК РФ   расширенный социальный пакет (корпоративное питание, льготные путевки для детей, бесплатные медицинские услуги)   большие возможности для карьерного развития и профессионального роста   насыщенная корпоративная жизнь   компенсация аренды жилья для иногородних на весь период работы   ",Полная занятость,Полный день,От 1 года до 3 лет,|1С: Зарплата и управление персоналом|1С: Предприятие 8|1C: Зарплата и кадры|Бухгалтерский учет,3.0,105552.08333333331,1.0,78008.84615384616,разработчик 1с зуп 8.3,Опыт разработки на платформе 1С 8.3 от 2-х лет. Знание алгоритмов расчета зарплаты. Знание основ бухгалтерского учета. ,Внедрение 1С: ЗУП 8.3. Разработка и доработка функционала на 1С: ЗУП 8.3. Поддержка текущего функционала 1...,0.1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
Екатеринбург,Сеть магазинов цифровой и бытовой техники DNS,2019-11-28T15:51:06+0300," Требования:  • Опыт программирования в 1С 8 от 3х лет. • Отличное знание встроенного языка запросов. • Умение работать с web и http сервисами • Умение работать с планами обмена и xml • Глубокое знание платформы 1С. • Понимание связи таблиц базы данных и объектов 1С   Обязанности:  • В большую команду разработчиков (более 40 программистов 1С и более 100 сотрудников ИТ) в связи с плановым расширением требуются специалисты.  Вас ждет: • Разработка интересных проектов и бизнес-процессов по автоматизации учета в нетиповых 1С. • Взаимодействие с другими информационными системами с помощью сервисов или разработанных библиотек. • Решение интересных нетривиальных задач. • Большой проект по переходу с обычных на управляемые формы. • Возможность передать свои знания и умения более начинающим специалистам. • Самореализоваться сможет каждый! С нами Вы сможете развить свои технический и управленческие навыки. Прозрачная система роста, все зависит только от Вас.   Условия:  • Вас ожидает интересная работа с одной из самых высоконагруженных систем в России в большой команде профессионалов крупнейшего ритейлера цифровой и бытовой техники. • Оформление согласно ТК РФ. • Хорошо оборудованное место, дружный коллектив • Прозрачный профессиональный и карьерный рост. • Работа в стабильной, динамично развивающейся компании.",Полная занятость,Полный день,От 3 до 6 лет,,6.0,145000.0,3.0,110000.0,разработчик 1с,Опыт программирования в 1С 8 от 3х лет. Отличное знание встроенного языка запросов. Умение работать с web и...,Разработка интересных проектов и бизнес-процессов по автоматизации учета в нетиповых 1С. Взаимодействие с другими информационными системами с помощью...,0.5,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,UDevelopment ,2019-12-13T08:05:13+0300," Компания Udevelopment ищет в свою команду профессионалов Ведущего программиста 1С.    Обязанности:      Непосредственное участие в проекте внедрения 1С ERP + Документооборот:     - разработка и изменение стандартного функционала программ   - настройка обменов   - оптимизация производительности   - работа в команде разработчиков   2. Операционная деятельность:   - поддержка, сопровождение и консультация пользователей по конфигурациям баз 1С: БП 3.0, ЗУП 3.1, Хеликс Фитнес   - доработка конфигураций 1С под нужды заказчика (использование «расширений»)   - разработка отчетов и обработок   - исправление и доработка обменов между БД   - оперативный поиск и исправление ошибок пользователей    Требования:      Высшее образование     Опыт программирования на платформе 1С 8 от 3 лет:   - Управляемые формы   - СКД   - Конвертация данных 2-3  - Опыт разработки своих механизмов, подсистем или конфигураций     Понимание структуры объектов конфигуратора       Знание синтаксиса языка 1С       Общее понимание управленческого и бухгалтерского учета       Умение формировать рабочее ТЗ по поставленным задачам     Работа на результат, коммуникабельность, стрессоустойчивость, любознательность      Условия:      Официальное трудоустройство, соц. пакет согласно ТК РФ   График работы 5/2 с 9:00 до 18:00   Комфортабельный офис в центре города, в шаговой доступности от метро Площадь 1905 года   Стабильная заработная плата, в компании не бывает задержек. Готовы обсудить ожидания достойных кандидатов   Возможность развиваться вместе с компанией   ",Полная занятость,Полный день,От 3 до 6 лет,|1С программирование|1С: Зарплата и управление персоналом|1С: Бухгалтерия|1С: Документооборот|1С: Предприятие 8|ERP,6.0,105552.08333333331,3.0,100000.0,ведущий разработчик 1с,"Высшее образование. Опыт программирования на платформе 1С 8 от 3 лет: - Управляемые формы. - СКД. - Опыт разработки своих механизмов, подсистем...",Непосредственное участие в проекте внедрения 1С ERP + Документооборот: - разработка и изменение стандартного функционала программ. - настройка обменов. - оптимизация производительности. - ,0.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1
Екатеринбург,1C-Рарус,2019-12-06T13:41:37+0300," Программист 1С на корпоративные проекты в Нижний Новгород   Уровень ЗП от 90 000 до 130 000 тыс.руб.   «1С-Рарус» — лидер в области комплексной автоматизации на платформе «1С:Предприятие», дочернее предприятие Фирмы 1С. С 1994 года клиентами «1С-Рарус» стали более чем 150 000 предприятий России и стран СНГ, а также подразделения крупнейших мировых компаний. Офисы группы компаний «1С-Рарус» работают в России, на Украине и в Германии.   Наши задачи:       разработка информационных систем для крупнейших федеральных компаний и компаний Нижегородской области       Участие в проектах по внедрению 1С:ERP и других конфигураций 1С в роли программиста или архитектора системы       Внедрение, настройка и сопровождение программных решений на платформе 1С:Предприятие 8.3        Какие у нас требования к кандидату?            Опыт программирования в 1С от трех лет.       Знание платформы 1С:Предприятие 8.2 и 8.3, внутренних механизмов конфигураций 1С:Управление производственным предприятием, 1С:ERP, 1С:Управление торговлей 8, 1С:Бухгалтерия предприятия 8 и Библиотеки стандартных подсистем, Системы компоновки данных (СКД).       Знание и соблюдение стандартов разработки фирмы 1С.       Знание технологий обмена COM, XML, веб-сервисов.       Знание принципов бухгалтерского и управленческого учета.       Законченное высшее техническое образование.       Коммуникабельность, самоорганизованность, аккуратность, дисциплинированность.       Сертификаты по продуктам 1С:Предприятие 8 являются преимуществом.        Что мы предлагаем?        При переезде из другого города компенсация оплаты съемной квартиры первые 6 месяцев в размере 15 000 руб.       Бесплатное обучения по предметным областям и информационным технологиям, востребованным в работе и сертификация за счет компании.       Оформление по ТК РФ (белая заработная плата, оплачиваемые отпуска и больничные).       Система оплаты: окладно-премиальная, ДМС.       Перспектива карьерного роста до технического руководителя проектов и руководителя проектов.       Командировки в рамках проектной деятельности до 30% времени.       Компенсация сотовой связи.       Основной график работы - в будние дни с 09.00 до 18.00.     ",Полная занятость,Полный день,От 3 до 6 лет,|1С программирование|1С: Бухгалтерия|1С: Предприятие 8|1С: Зарплата и управление персоналом|Управление проектами|1С: Управление Производственным Предприятием|1С: Управление Торговлей|1С: Комплексная автоматизация|Бюджетирование,6.0,130000.0,3.0,90000.0,разработчик 1с в нижний новгород,"Опыт программирования в 1С от трех лет. Знание платформы 1С:Предприятие 8.2 и 8.3, внутренних механизмов...",Разработка информационных систем для крупнейших федеральных компаний и компаний Нижегородской области. Участие в проектах по внедрению 1С:ERP и...,0.23333333333333334,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1
Екатеринбург,Дц,2019-12-10T10:54:42+0300," Обязанности:       Сопровождение и развитие типовых и не типовых информационных систем на   платформе &quot;1С: Предприятие 8.3&quot;;       Выполнение работ по техническим заданиям;       Участие в обсуждении вопросов по реализации проектов, поиск оптимальных   вариантов решения задач;       Доработка и сопровождение существующих конфигураций 1С;       Разработка нестандартных решений на базе 1С;       Тестирование и наладка работы функциональных блоков 1С;       Консультирование и техническая поддержка пользователей;     Разработка инструкций.     Требования:     Высшее техническое образование;   Опыт работы 1С: 8.2-8.3 (Торговля);   Знание и опыт работы с СКД, БСП;   Знание основных типовых конфигураций 1С на платформе 8.3 - УТ11, БП 3;   Знание web и http – сервисов;   Умение быстро разбираться в чужом коде;   Знание и понимание принципов бухгалтерского, финансового, складского учета;   Ответственность, организованность, умение работать на результат;   Наличие сертификата 1С Специалист будет являться преимуществом.     Условия:     Заработная плата до 100 000 руб.;   Дружный коллектив и насыщенная корпоративная жизнь.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,100000.0,1.0,78008.84615384616,разработчик 1с,"Высшее техническое образование. Опыт работы 1С: 8.2-8.3 (Торговля). Знание и опыт работы с СКД, БСП. ",Сопровождение и развитие типовых и не типовых информационных систем на. Платформе &quot;1С: Предприятие 8.3&quot;. Выполнение работ по техническим...,0.1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,"Содружество, Группа компаний",2019-12-09T15:57:16+0300,"   Группа компаний &quot;Содружество&quot; в связи с активным развитием приглашает на работу Программистов 1С !        Мы ищем профессионалов в своей сфере. Если Вы любите и умеете решать сложные задачи, хотите развиваться в сфере программирования и разработки 1С - отправляйте резюме!       Вакансия доступна для кандидатов из других регионов. Группа компаний &quot;Содружество&quot; оказывает активную поддержку при переезде в Калининградскую область. Так же мы являемся участниками программы Повышения Трудовой Мобильности!          ОБЯЗАННОСТИ:      Разработка нового функционала или доработка имеющегося в корпоративных информационных системах на базе &quot;1С:Предприятие 8.3&quot;:;   Выполнение предпроектного исследования объекта автоматизации. ;   Анализ и уточнение требований. Их формальное описание и регистрация. ;   Оценка трудоемкости реализации требований. Календарное планирование разработки. ;   Разработка, тестирование и отладка и рефакторинг программного кода на &quot;1С:Предприятие 8.3&quot;. ;   Внедрение программного кода в рабочую среду. Подготовка сборки для внедрения.;   Разработка системы прав и полномочий пользователей. ;   Интеграция 1С с другими информационными системами.;   Документирование изменений в функционале системы.;   Консультирование пользователей, по разрабатываемому функционалу.      ТРЕБОВАНИЯ:      Знания и навыки конфигурирования и программирования в среде &quot;1С:Предприятие 8&quot;;   Знание БСП, Конвертации данных 2.0 или 3.0;   Навыки разработки сложных отчетов на СКД;   Опыт работы в качестве программиста 1С с платформой &quot;1С:Предприятие 8&quot; от 2-х лет;   Опыт участия в проектах разработки ПО от 1-го года;   Умение коммуницировать с бизнес-заказчиком, нацеленность на удовлетворение требований бизнеса.          МЫ ГАРАНТИРУЕМ:      Стабильную и разноплановую загрузку в крупной международной компании.   Возможности для профессионального и карьерного развития.   Своевременную выплату  КОНКУРЕНТНОЙ ЗАРАБОТНОЙ ПЛАТЫ.    Оформление и ведение отношений в соответствии с ТК РФ.   График работы пятидневная рабочая неделя с 9:00 до 18:00.   Полный социальный пакет согласно ТК РФ.   Обучение.   Доставка служебным транспортом.    РАБОТА В Г. КАЛИНИНГРАД!!!        ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,105552.08333333331,1.0,120000.0,ведущий разработчик 1с,"Знания и навыки конфигурирования и программирования в среде &quot;1С:Предприятие 8&quot;. Знание БСП, Конвертации данных 2.0 или 3...",Разработка нового функционала или доработка имеющегося в корпоративных информационных системах на базе &quot;1С:Предприятие 8.3&quot;:. Выполнение предпроектного исследования...,0.13333333333333333,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,АУРИТ,2019-12-12T06:32:51+0300," Это мы имеем 19-летний опыт разработки систем автоматизации бизнес-процессов любой сложности.   Главная цель компании — обеспечить своих клиентов понятными и эффективными инструментами.   Сегодня мы продолжаем расти и развиваться и понимаем, что только с сильной командой мы сможем быстрее достичь успеха и шагнуть на новый этап развития.   Мы ищем в свой коллектив людей, которые могут, как и мы, сложные задачи решить с ходу, а невозможные - чуть позже.   Важна Ваша хватка, толковая голова, желание и умение доводить начатое до конца.    Требования:     Если:        Вы владеете опытом разработки на 1с8;       Вам нравится эта работа;       Окружающие считают вас упертым (в хорошем смысле) человеком, который доводит дела до конца и в срок;       Вы имеете опыт практической работы в данной области, готовы решать интересные, сложные и неординарные задачи;       Вы постоянно изучаете новое и повышаете свою квалификацию;       Вы специалист с наличием сертификатов и любовью к данному делу;       Вы владеете хорошими знаниями встроенного языка и технологической платформы 1С: Предприятие 8.3;       Вы имеете хорошее алгоритмическое мышление;       Вы знаете системы компоновки данных, языка запросов 1С и SQL;       Вы знаете конфигурации: Управление торговлей, БП, Розница.        Обязанности:     То в Ваши обязанности будет входить:        сопровождение, демонстрация, документирование, обучение и внедрение программных продуктов и новых версий компании у пользователей в соответствии с регламентом компании;       систематическое повышение своего уровня квалификации.        Условия:     Взамен мы готовы предложить:        Стабильную и развивающуюся компанию;       Работу в дружной команде профессионалов;       Карьерный рост для самых активных и амбициозных;       Обучение, наставничество, тренинги;       Полная занятость, трудоустройство согласно ТК РФ;       Просторный и светлый офис, корпоративная сотовая связь;       Достойная оплата по результатам работы, стабильно выплачиваем заработную плату, 2 раза в месяц;       Дополнительные премии за активную работу и участие в проектах компании;       Помощь и поддержку коллектива;            Если Вы привыкли убегать от трудностей и перекладывать ответственность за свою жизнь и работу на других, мы не сможем работать с Вами!      ",Полная занятость,Полный день,От 1 года до 3 лет,|Разработка ПО|SQL|Постановка задач разработчикам|Бизнес-анализ|Разработка технических заданий|Оптимизация бизнес-процессов|Управление проектами|Организаторские навыки|1С программирование|Тестирование пользовательского интерфейса|Функциональное тестирование|Деловая переписка|Деловая коммуникация|Деловое общение|Работа в команде|Ведение переговоров|1С: Комплексная автоматизация|Сопровождение клиентов|Автоматизация процессов|сопровождение программного обеспечения|сопровождение ККМ|1C: Зарплата и кадры|1С: Зарплата и управление персоналом|1С: CRM ПРОФ|1С: Управление Торговлей|1С: Управление предприятием,3.0,105552.08333333331,1.0,50000.0,1с8 разработчик внедрение и сопровождение,Вы владеете опытом разработки на 1с8. Вам нравится эта работа. Окружающие считают вас упертым (в хорошем смысле) человеком...,"Сопровождение, демонстрация, документирование, обучение и внедрение программных продуктов и новых версий компании у пользователей в соответствии с регламентом компании. ",0.03333333333333333,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1
